Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
185.471,fruity,19,67-64-1,Aceton,0.000175,0.0108,-0.00012,0.0009,-0.00381,-0.00597
185.471,fruity,20,75-07-0,Acetaldehyd Halal Kosher,0.000322,0.00455,-0.00014,-0.00041,0.00107,0.00293
185.507P,odorless,1,107-87-9,"2-Pentanon, natürlich Halal",0.000539,0.40538,-0.08497,-0.01739,0.03023,-0.27278
185.507P,odorless,2,112-12-9,"2-Undecanon, natürlich Halal",9.5e-05,0.40481,-0.08481,-0.01737,0.03021,-0.27242
185.507P,odorless,3,600-14-6,Acetylpropionyl Halal,0.028071,0.35312,-0.07228,-0.01511,0.02623,-0.2395
185.507P,odorless,4,66-25-1,Hexanal Kosher Halal,0.000943,0.20395,-0.00929,-0.0112,0.1386,0.04486
185.507P,odorless,5,6728-26-3,trans-2-Hexenal Kosher Halal,0.001283,0.19358,0.0021,-0.01054,-0.04714,0.1338
185.507P,odorless,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.075848,0.19181,-0.01145,0.0171,0.04242,-0.12084
185.507P,odorless,7,124-13-0,Octanal Halal,3.2e-05,0.17241,-0.04141,-0.02163,-0.00554,-0.10382
185.507P,odorless,8,142-92-7,Hexylacetat Kosher Halal,2.4e-05,0.16868,-0.00208,0.00982,0.04178,-0.11501
185.507P,odorless,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,1.6e-05,0.1405,-0.02742,0.00063,0.03766,-0.07478
185.507P,odorless,10,821-55-6,"2-Nonanon, natürlich Halal",6.3e-05,0.13898,-0.0313,-0.01237,0.01159,-0.08373
185.507P,odorless,11,706-14-9,gamma-Decalacton Kosher Halal,0.007944,0.11385,-0.00344,0.02442,0.02519,-0.0608
185.507P,odorless,12,118-71-8,Maltol Kosher Halal,0.000689,0.0936,-0.01137,-0.02245,0.02012,-0.03967
185.507P,odorless,13,141-78-6,Ethylacetat Kosher Halal,0.001473,0.092,-0.03848,0.03325,-0.01626,-0.004
185.507P,odorless,14,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,2.4e-05,0.08305,0.00045,0.00434,0.0208,-0.05746
185.507P,odorless,15,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",7.1e-05,0.0804,-0.02975,0.02583,-0.02151,-0.00331
185.507P,odorless,16,16491-36-4,cis-3-Hexenylbutyrat Halal,0.010542,0.07369,-0.03092,-0.00467,-0.02423,-0.01387
185.507P,odorless,17,111-27-3,Hexanol Kosher Halal,2.4e-05,0.07182,0.00596,0.00951,-0.01007,-0.04627
185.507P,odorless,18,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.011469,0.06929,-0.00955,-0.01987,-0.00327,-0.0366
185.507P,odorless,19,106-32-1,Ethyloctanoat Halal Kosher,0.003232,0.06363,-0.02665,-0.01153,-0.01807,-0.00738
185.507P,odorless,20,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.050264,0.05078,-0.00454,0.0049,0.0189,-0.02245
185.513P,fresh,1,66-25-1,Hexanal Kosher Halal,0.005,1.47661,-0.06728,-0.0811,1.00347,0.32477
185.513P,fresh,2,111-27-3,Hexanol Kosher Halal,0.066,0.66321,-0.05507,-0.08785,0.09302,0.42728
185.513P,fresh,3,119-36-8,Methylsalicylat Halal,0.005,0.59439,0.01106,-0.03101,-0.13913,0.41319
185.513P,fresh,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.005,0.54622,0.20211,-0.17547,0.14614,0.02249
185.513P,fresh,5,98-55-5,alpha-Terpineol Kosher Halal,0.3262,0.38239,-0.0379,-0.05823,0.15182,0.13444
185.513P,fresh,6,98-85-1,Styralylalkohol Halal,0.002,0.35236,-0.0518,-0.05777,0.12585,0.11694
185.513P,fresh,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.199,0.20379,0.01821,-0.01966,-0.07584,0.09007
185.513P,fresh,8,706-14-9,gamma-Decalacton Kosher Halal,0.073,0.1498,0.00453,-0.03213,-0.03315,0.07999
185.513P,fresh,9,1754-62-7,Methyl-trans-cinnamat Halal,0.091,0.14302,-0.01853,0.03915,-0.01144,0.07389
185.513P,fresh,10,93-92-5,Styralylacetat Halal,0.0055,0.10946,-0.03476,-0.01505,-0.01802,0.04162
185.513P,fresh,11,93-89-0,Ethylbenzoat,0.002,0.09693,-0.03733,-0.04219,0.00392,-0.01349
185.513P,fresh,12,106-27-4,Isoamylbutyrat Halal,0.0008,0.05433,0.00024,0.00274,0.01376,-0.03759
185.513P,fresh,13,659-70-1,Isoamylisovalerat Kosher Halal,0.003,0.04554,0.00112,0.0021,0.01128,-0.03104
185.513P,fresh,14,142-92-7,Hexylacetat Kosher Halal,0.0055,0.04147,0.00051,-0.00241,-0.01027,0.02828
185.513P,fresh,15,105-54-4,Ethylbutyrat Kosher Halal,0.0585,0.03879,0.00586,0.00532,0.0222,-0.0054
185.513P,fresh,16,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.027,0.03676,-0.00507,-0.01054,-0.00173,-0.01942
185.513P,fresh,17,116-53-0,2-Methylbuttersäure Halal Kosher,0.0735,0.02713,0.00268,0.0159,-0.00746,0.00109
185.513P,fresh,18,123-66-0,Ethylhexanoat Halal,0.0175,0.02465,-0.0003,0.00236,0.01461,0.00738
185.513P,fresh,19,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.01,0.01989,0.00388,-9e-05,-0.00533,0.01059
185.513P,fresh,20,142-62-1,Hexansäure kräftig,0.0155,0.00688,0.00062,0.00127,0.00165,-0.00334
185.514,odorless,1,93-92-5,Styralylacetat Halal,0.013585,0.27644,-0.08778,-0.03802,-0.04552,0.10512
185.514,odorless,2,123-25-1,Diethylsuccinat,0.00044,0.19986,0.01669,-0.03923,0.00559,-0.13835
185.514,odorless,3,67-63-0,Isopropanol Halal,0.000225,0.19411,-0.04468,-0.00833,0.00316,-0.13794
185.514,odorless,4,142-92-7,Hexylacetat Kosher Halal,0.000236,0.16054,-0.00198,0.00934,0.03976,-0.10946
185.514,odorless,5,108-64-5,Ethylisovalerat Kosher Halal,0.000944,0.15012,-0.02054,-0.04205,0.02448,-0.06303
185.514,odorless,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000268,0.13645,-0.02663,0.00061,0.03658,-0.07263
185.514,odorless,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.000547,0.13588,-0.01214,0.01311,0.05057,-0.06006
185.514,odorless,8,141-78-6,Ethylacetat Kosher Halal,0.001351,0.09259,-0.03873,0.03347,-0.01636,-0.00403
185.514,odorless,9,706-14-9,gamma-Decalacton Kosher Halal,0.013209,0.09251,-0.0028,0.01984,0.02047,-0.0494
185.514,odorless,10,111-27-3,Hexanol Kosher Halal,4.3e-05,0.07161,0.00595,0.00949,-0.01004,-0.04614
185.514,odorless,11,98-85-1,Styralylalkohol Halal,0.0003,0.0502,-0.00738,-0.00823,0.01793,0.01666
185.514,odorless,12,105-54-4,Ethylbutyrat Kosher Halal,0.048597,0.04985,0.00754,0.00684,0.02853,-0.00694
185.514,odorless,13,142-62-1,Hexansäure kräftig,0.002059,0.04047,0.00367,0.00745,0.00971,-0.01965
185.514,odorless,14,626-77-7,Propylhexanoat,1.6e-05,0.03733,-0.01347,-0.02115,-0.00162,-0.00108
185.514,odorless,15,105-57-7,Acetal Halal,0.000783,0.03315,-0.00963,-0.00284,-0.00325,-0.01743
185.514,odorless,16,64-19-7,Essigsäure Halal Kosher,0.00564,0.02203,0.00382,-0.00433,0.00194,0.01193
185.514,odorless,17,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03431,0.02145,-0.00296,-0.00615,-0.00101,-0.01133
185.514,odorless,18,123-66-0,Ethylhexanoat Halal,0.041343,0.01242,0.00015,-0.00119,-0.00736,-0.00372
185.514,odorless,19,5471-51-2,Himbeerketon Halal,0.002359,0.00918,-0.00171,-0.00093,-0.00323,0.0033
185.514,odorless,20,105-37-3,Ethylpropionat Halal,0.000241,0.00744,0.00172,0.00056,0.00251,-0.00265
185.578P,fruity,1,106-27-4,Isoamylbutyrat Halal,0.014363,0.66342,-0.00289,-0.0335,-0.16802,0.45901
185.578P,fruity,2,659-70-1,Isoamylisovalerat Kosher Halal,0.013994,0.35933,-0.00881,-0.01655,-0.08903,0.24493
185.578P,fruity,3,5471-51-2,Himbeerketon Halal,0.037209,0.32936,-0.06148,-0.03344,-0.11602,0.11842
185.578P,fruity,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.178479,0.2805,0.03867,0.08043,0.01322,0.14818
185.578P,fruity,5,68917-33-9,Zitronenterpene Kosher Halal,0.010181,0.17578,-0.07017,0.00382,-0.07683,-0.02496
