Rez.-Nr.,Rank,CAS,Ingredient,Norm_Totalmenge,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.519P,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.313607,1.05199,0.16395,0.77622,0.08239,0.02942
187.519P,7,706-14-9,gamma-Decalacton Kosher Halal,0.08985,0.82546,0.24097,0.39301,-0.01958,-0.17191
187.519P,8,1754-62-7,Methyl-trans-cinnamat Halal,0.090148,0.76695,0.11725,0.27942,0.24655,-0.12372
187.519P,9,6728-26-3,trans-2-Hexenal Kosher Halal,0.001134,0.70004,-0.09505,0.27374,0.2699,-0.06136
187.519P,10,16491-36-4,cis-3-Hexenylbutyrat Halal,0.015903,0.45164,-0.05196,-0.02622,0.25952,0.11395
187.519P,11,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.018351,0.26983,0.10251,0.02538,0.10315,-0.03879
187.519P,12,123-66-0,Ethylhexanoat Halal,0.053135,0.18288,0.08342,-0.04281,0.01189,-0.04476
187.519P,13,3658-77-3,Furaneol Halal,0.003528,0.17243,-0.00045,-0.0628,-0.04771,-0.06148
187.519P,14,105-54-4,Ethylbutyrat Kosher Halal,0.130229,0.17097,0.10014,-0.04775,0.0004,-0.0227
187.519P,15,116-53-0,2-Methylbuttersäure Halal Kosher,0.070541,0.12098,0.06684,0.01846,-0.03323,0.00244
187.519P,16,141-78-6,Ethylacetat Kosher Halal,0.009091,0.11881,-0.03627,0.01567,-0.05707,0.00981
187.519P,17,64-19-7,Essigsäure Halal Kosher,0.002642,0.10717,0.00069,0.02615,-0.06972,-0.01061
187.519P,18,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03744,0.05667,-0.03049,0.00604,0.01582,0.00432
187.519P,19,66-25-1,Hexanal Kosher Halal,0.000272,0.04867,0.02353,0.00759,0.00889,0.00865
187.519P,20,111-27-3,Hexanol Kosher Halal,0.006423,0.04407,0.00429,0.01338,-0.00846,0.01794
187.521P,1,8016-26-0,Labdanum Absolue Halal,0.002675,1.33212,-0.27151,-0.51704,-0.5096,0.03398
187.521P,2,107-92-6,Buttersäure Halal Kosher,0.657202,1.23367,-0.1695,-0.53043,-0.5159,0.01784
187.521P,3,105-57-7,Acetal Halal,0.005029,1.15876,-0.18547,-0.35717,-0.38878,-0.22735
187.521P,4,85-91-6,Dimethylanthranilat,0.005458,0.9496,0.05072,-0.4507,-0.37413,-0.07404
187.521P,5,108-64-5,Ethylisovalerat Kosher Halal,0.051445,0.67751,0.1394,-0.14057,-0.15012,0.24741
187.521P,6,68647-72-3,"Orangenterpene, natürlich Kosher Halal BG V",0.000482,0.33732,0.04101,-0.11448,-0.1429,0.03892
187.521P,7,706-14-9,gamma-Decalacton Kosher Halal,0.011183,0.3351,-0.09782,-0.15954,0.00795,0.06979
187.521P,8,105-54-4,Ethylbutyrat Kosher Halal,0.042189,0.32136,-0.18822,0.08974,-0.00074,0.04266
187.521P,9,116-53-0,2-Methylbuttersäure Halal Kosher,0.007731,0.28988,-0.16016,-0.04423,0.07964,-0.00585
187.521P,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.008026,0.28825,-0.15509,0.0307,0.08046,0.022
187.521P,11,123-66-0,Ethylhexanoat Halal,0.013537,0.22747,-0.10376,0.05325,-0.01479,0.05567
187.521P,12,659-70-1,Isoamylisovalerat Kosher Halal,0.000321,0.21904,-0.0507,-0.05148,0.03083,-0.08603
187.521P,13,141-78-6,Ethylacetat Kosher Halal,0.000455,0.1897,-0.05791,0.02502,-0.09112,0.01566
187.521P,14,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.025388,0.14885,0.03331,-0.04863,-0.06035,-0.00656
187.521P,15,64-19-7,Essigsäure Halal Kosher,0.006742,0.08691,0.00056,0.02121,-0.05654,-0.00861
187.521P,16,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.009711,0.07176,-0.00144,0.01258,-0.02467,-0.03308
187.521P,17,3658-77-3,Furaneol Halal,0.054086,0.04563,-0.00012,-0.01662,-0.01263,-0.01627
187.521P,18,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.083093,0.03091,0.00482,0.02281,0.00242,0.00086
187.521P,19,75-07-0,Acetaldehyd Halal Kosher,0.000455,0.01206,0.0009,-0.00241,-0.00599,0.00276
187.521P,20,142-62-1,Hexansäure kräftig,0.014339,0.00014,-9e-05,1e-05,4e-05,-0.0
187.522P,1,109-94-4,Ethylformiat Halal,0.004074,1.1009,-0.0735,0.19565,0.60881,-0.22294
187.522P,2,124-07-2,Octansäure,0.009733,1.05568,-0.10641,0.37658,0.4032,-0.16948
187.522P,3,513-86-0,Acetoin 50% in PG Kosher Halal,0.141773,0.93159,-0.30864,0.00327,0.58939,-0.03028
187.522P,4,109-52-4,Valeriansäure Kosher Halal,0.00625,0.89223,-0.10479,0.21921,0.45782,-0.11041
187.522P,5,868-57-5,Methyl-2-methylbutyrat,0.023812,0.70362,-0.02531,0.2588,0.33929,-0.08021
187.522P,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.028589,0.53023,0.20144,0.04988,0.20269,-0.07623
187.522P,7,141-78-6,Ethylacetat Kosher Halal,0.068218,0.36648,0.11187,-0.04833,0.17603,-0.03025
187.522P,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.004777,0.31383,-0.16885,0.03343,0.0876,0.02395
187.522P,9,706-14-9,gamma-Decalacton Kosher Halal,0.01578,0.26727,-0.07802,-0.12725,0.00634,0.05566
187.522P,10,1754-62-7,Methyl-trans-cinnamat Halal,0.048486,0.2606,0.03984,0.09494,0.08378,-0.04204
187.522P,11,142-62-1,Hexansäure kräftig,0.00119,0.24505,-0.15728,0.01025,0.07481,-0.00271
187.522P,12,64-19-7,Essigsäure Halal Kosher,0.072933,0.2402,-0.00155,-0.05861,0.15625,0.02379
187.522P,13,105-54-4,Ethylbutyrat Kosher Halal,0.061721,0.21214,-0.12424,0.05924,-0.00049,0.02816
187.522P,14,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.118097,0.18596,0.02898,0.13722,0.01456,0.0052
187.522P,15,31501-11-8,cis-3-Hexenylhexanoat Halal,0.01382,0.13727,-0.02864,-0.01644,0.07043,0.02177
187.522P,16,97-64-3,Ethyllactat Halal,0.027122,0.10602,-0.04284,-0.03826,0.00932,-0.0156
187.522P,17,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.007397,0.09068,-0.00181,0.01589,-0.03117,-0.0418
187.522P,18,123-66-0,Ethylhexanoat Halal,0.042834,0.07613,0.03472,-0.01782,0.00495,-0.01863
187.522P,19,107-92-6,Buttersäure Halal Kosher,0.002737,0.02459,0.00338,0.01057,0.01028,-0.00036
187.522P,20,118-71-8,Maltol Kosher Halal,0.014956,0.02426,-0.00412,-0.01196,-0.00142,-0.00676
187.567P,1,142-92-7,Hexylacetat Kosher Halal,0.023775,1.20005,0.15058,0.24864,0.3269,0.47393
187.567P,2,3658-77-3,Furaneol Halal,0.336199,0.66189,0.00171,0.24104,0.18312,0.23601
187.567P,3,659-70-1,Isoamylisovalerat Kosher Halal,0.008616,0.58827,0.13615,0.13825,-0.08281,0.23106
187.567P,4,1754-62-7,Methyl-trans-cinnamat Halal,0.071877,0.54489,0.0833,0.19852,0.17517,-0.0879
187.567P,5,66-25-1,Hexanal Kosher Halal,0.001944,0.45982,0.22232,0.07173,0.08402,0.08175
187.567P,6,27625-35-0 ,Isoamyl-2-methylbutyrat,0.004914,0.4338,0.04466,0.18699,0.03671,0.16544
187.567P,7,108-64-5,Ethylisovalerat Kosher Halal,0.02605,0.27734,0.05706,-0.05754,-0.06145,0.10128
187.567P,8,706-14-9,gamma-Decalacton Kosher Halal,0.046863,0.19129,0.05584,0.09108,-0.00454,-0.03984
187.567P,9,142-62-1,Hexansäure kräftig,0.022025,0.14299,0.09178,-0.00598,-0.04365,0.00158
187.567P,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.107257,0.13795,0.0215,0.10179,0.0108,0.00386
187.567P,11,105-54-4,Ethylbutyrat Kosher Halal,0.11695,0.09671,0.05664,-0.02701,0.00022,-0.01284
187.567P,12,64-19-7,Essigsäure Halal Kosher,0.042744,0.09101,-0.00059,-0.02221,0.0592,0.00901
187.567P,13,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005802,0.04933,-0.01874,-0.00464,-0.01886,0.00709
187.567P,14,123-66-0,Ethylhexanoat Halal,0.040159,0.04841,0.02208,-0.01133,0.00315,-0.01185
187.567P,15,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.000485,0.04263,0.00041,-0.02852,-0.00229,0.01141
187.567P,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.045988,0.03963,-0.0219,-0.00605,0.01089,-0.0008
187.567P,17,118-71-8,Maltol Kosher Halal,0.035539,0.03134,0.00532,0.01544,0.00184,0.00874
187.567P,18,107-92-6,Buttersäure Halal Kosher,0.000781,0.02835,0.00389,0.01219,0.01185,-0.00041
187.567P,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.01528,0.02625,-0.00053,0.0046,-0.00902,-0.0121
187.567P,20,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",4.9e-05,0.01815,-0.0023,-0.00031,-0.01107,-0.00448
187.571P,1,90045-90-2,"Iris-Concrete, 8% Iron Halal",0.001212,1.08609,0.3824,-0.2557,-0.39967,0.04831
187.571P,2,623-42-7,Methylbutyrat Halal,0.004167,0.95638,0.36989,-0.05487,-0.36065,0.17097
187.571P,3,590-86-3,Isovaleraldehyd Halal,0.000871,0.94983,0.36316,0.02834,-0.34875,0.20958
187.571P,4,116-53-0,2-Methylbuttersäure Halal Kosher,0.183809,0.8619,0.47621,0.13152,-0.23678,0.01738
187.571P,5,105-54-4,Ethylbutyrat Kosher Halal,0.226177,0.70753,0.41439,-0.19759,0.00164,-0.09392
187.571P,6,118-71-8,Maltol Kosher Halal,0.168506,0.39053,0.06627,0.19246,0.02292,0.10889
187.571P,7,104-67-6,gamma-Undecalacton Halal,0.041421,0.35237,0.05193,-0.14771,-0.10351,0.04922
187.571P,8,123-66-0,Ethylhexanoat Halal,0.004678,0.31927,-0.14564,0.07475,-0.02075,0.07814
187.571P,9,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.019981,0.31131,0.11827,0.02928,0.119,-0.04475
187.571P,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.082577,0.2987,0.16071,-0.03182,-0.08338,-0.02279
187.571P,11,706-14-9,gamma-Decalacton Kosher Halal,0.017993,0.23463,-0.06849,-0.11171,0.00556,0.04886
187.571P,12,27625-35-0 ,Isoamyl-2-methylbutyrat,0.002841,0.23302,0.02399,0.10044,0.01972,0.08887
187.571P,13,142-62-1,Hexansäure kräftig,0.00428,0.18749,-0.12033,0.00784,0.05723,-0.00207
187.571P,14,123-92-2,Isoamylacetat Halal,0.003163,0.18416,0.09546,-0.01724,0.00748,-0.06398
187.571P,15,141-78-6,Ethylacetat Kosher Halal,0.008068,0.12721,-0.03883,0.01678,-0.0611,0.0105
187.571P,16,1754-62-7,Methyl-trans-cinnamat Halal,0.019811,0.08792,-0.01344,-0.03203,-0.02826,0.01418
187.571P,17,3658-77-3,Furaneol Halal,0.0376,0.08698,-0.00022,-0.03168,-0.02406,-0.03101
187.571P,18,108-64-5,Ethylisovalerat Kosher Halal,0.003769,0.07377,-0.01518,0.01531,0.01634,-0.02694
187.571P,19,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.009754,0.07141,-0.00143,0.01252,-0.02455,-0.03292
187.571P,20,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.090664,0.06445,0.01004,0.04755,0.00505,0.0018
187.608P,1,142-92-7,Hexylacetat Kosher Halal,0.018748,0.90438,0.11348,0.18738,0.24636,0.35717
187.608P,2,659-70-1,Isoamylisovalerat Kosher Halal,0.009377,0.66231,0.15329,0.15565,-0.09323,0.26014
187.608P,3,1754-62-7,Methyl-trans-cinnamat Halal,0.074998,0.58281,0.0891,0.21234,0.18736,-0.09401
187.608P,4,2445-77-4,2-Methylbutylisovalerat,0.001744,0.51174,-0.09223,0.11287,0.27575,0.03089
187.608P,5,108-64-5,Ethylisovalerat Kosher Halal,0.03663,0.44405,0.09137,-0.09213,-0.09839,0.16216
187.608P,6,24851-98-7,Methyldihydrojasmonat,0.001406,0.35106,-0.04091,0.2347,0.00618,-0.06927
187.608P,7,3658-77-3,Furaneol Halal,0.185825,0.28476,0.00074,0.1037,0.07878,0.10154
187.608P,8,706-14-9,gamma-Decalacton Kosher Halal,0.049556,0.23102,0.06744,0.10999,-0.00548,-0.04811
187.608P,9,141-78-6,Ethylacetat Kosher Halal,0.049556,0.21331,0.06511,-0.02813,0.10246,-0.01761
187.608P,10,142-62-1,Hexansäure kräftig,0.025447,0.20673,0.13269,-0.00865,-0.06311,0.00229
187.608P,11,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.04212,0.19312,0.00386,-0.03385,0.06639,0.08902
187.608P,12,64-19-7,Essigsäure Halal Kosher,0.060266,0.1776,-0.00115,-0.04334,0.11553,0.01759
187.608P,13,27625-35-0 ,Isoamyl-2-methylbutyrat,0.001873,0.13928,0.01434,0.06004,0.01179,0.05312
187.608P,14,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.061605,0.13358,0.07187,-0.01423,-0.03729,-0.01019
187.608P,15,105-57-7,Acetal Halal,0.000669,0.12124,-0.0194,-0.03737,-0.04068,-0.02379
187.608P,16,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.096429,0.08998,0.01402,0.06639,0.00705,0.00252
187.608P,17,116-53-0,2-Methylbuttersäure Halal Kosher,0.063078,0.07216,0.03987,0.01101,-0.01982,0.00146
187.608P,18,105-54-4,Ethylbutyrat Kosher Halal,0.109822,0.05685,0.0333,-0.01588,0.00013,-0.00755
187.608P,19,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005625,0.05384,-0.02046,-0.00507,-0.02058,0.00774
187.608P,20,123-66-0,Ethylhexanoat Halal,0.040179,0.04861,0.02218,-0.01138,0.00316,-0.0119
187.657P,1,111-27-3,Hexanol Kosher Halal,0.03737,1.25328,0.12203,0.38059,-0.24056,0.5101
187.657P,2,116-53-0,2-Methylbuttersäure Halal Kosher,0.231223,1.17205,0.64758,0.17885,-0.32199,0.02364
187.657P,3,142-62-1,Hexansäure kräftig,0.070705,1.04963,0.67368,-0.04391,-0.32043,0.01162
187.657P,4,106-72-9  ,"Melonal, natürlich Kosher Halal",3.9e-05,0.97441,0.30876,0.11237,-0.33875,0.21453
187.657P,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.27233,0.86915,0.13546,0.64131,0.06807,0.02431
187.657P,6,105-54-4,Ethylbutyrat Kosher Halal,0.158743,0.33043,0.19353,-0.09228,0.00076,-0.04386
187.657P,7,142-92-7,Hexylacetat Kosher Halal,0.008881,0.32406,0.04066,0.06714,0.08828,0.12798
187.657P,8,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.038722,0.31805,0.07117,-0.10391,-0.12896,-0.01401
187.657P,9,706-14-9,gamma-Decalacton Kosher Halal,0.018857,0.22188,-0.06477,-0.10564,0.00526,0.04621
187.657P,10,110-19-0,Isobutylacetat Halal,0.003463,0.14997,0.07589,-0.03782,0.02024,-0.01602
187.657P,11,123-66-0,Ethylhexanoat Halal,0.021617,0.14374,-0.06557,0.03365,-0.00934,0.03518
187.657P,12,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.031154,0.10616,-0.05712,0.01131,0.02963,0.0081
187.657P,13,118-71-8,Maltol Kosher Halal,0.056289,0.08739,0.01483,0.04307,0.00513,0.02437
187.657P,14,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.000391,0.07692,0.01559,-0.02384,-0.02588,-0.01161
187.657P,15,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.005301,0.06209,-0.02359,-0.00584,-0.02374,0.00893
187.657P,16,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.015331,0.02583,-0.00052,0.00453,-0.00888,-0.01191
187.657P,17,108-64-5,Ethylisovalerat Kosher Halal,0.009382,0.01468,0.00302,-0.00304,-0.00325,0.00536
187.657P,18,107-92-6,Buttersäure Halal Kosher,0.020123,0.00884,-0.00121,-0.0038,-0.0037,0.00013
187.657P,19,2432-51-1,S-(Methylthio)butyrat,7.8e-05,0.00095,0.00017,0.0002,-0.00042,-0.00016
187.752P,1,98-55-5,alpha-Terpineol Kosher Halal,0.015049,1.36774,-0.04105,0.71607,0.10813,0.50249
187.752P,2,27625-35-0 ,Isoamyl-2-methylbutyrat,0.012283,1.14751,0.11813,0.49463,0.0971,0.43764
187.752P,3,111-27-3,Hexanol Kosher Halal,0.033713,1.1104,0.10812,0.3372,-0.21313,0.45195
187.752P,4,334-48-5,Decansäure,0.021255,1.09617,0.01823,0.5393,0.11083,0.42781
187.752P,5,3658-77-3,Furaneol Halal,0.411091,0.84971,0.00219,0.30945,0.23509,0.30298
187.752P,6,124-07-2,Octansäure,0.006029,0.59374,-0.05985,0.2118,0.22677,-0.09532
187.752P,7,1754-62-7,Methyl-trans-cinnamat Halal,0.055064,0.34054,0.05206,0.12407,0.10948,-0.05493
187.752P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.152797,0.33967,0.05294,0.25063,0.0266,0.0095
187.752P,9,142-92-7,Hexylacetat Kosher Halal,0.007917,0.26732,0.03354,0.05539,0.07282,0.10557
187.752P,10,142-62-1,Hexansäure kräftig,0.028132,0.25673,0.16477,-0.01074,-0.07837,0.00284
187.752P,11,106-27-4,Isoamylbutyrat Halal,0.006605,0.25058,0.08243,-0.02263,0.02447,0.12106
187.752P,12,123-66-0,Ethylhexanoat Halal,0.024341,0.11551,-0.05269,0.02704,-0.00751,0.02827
187.752P,13,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.004494,0.1144,-0.00229,0.02005,-0.03933,-0.05273
187.752P,14,706-14-9,gamma-Decalacton Kosher Halal,0.040814,0.10205,0.02979,0.04859,-0.00242,-0.02125
187.752P,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.033089,0.09092,-0.04892,0.00968,0.02538,0.00694
187.752P,16,105-54-4,Ethylbutyrat Kosher Halal,0.083595,0.08981,-0.0526,0.02508,-0.00021,0.01192
187.752P,17,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.010763,0.07685,0.02919,0.00723,0.02938,-0.01105
187.752P,18,116-53-0,2-Methylbuttersäure Halal Kosher,0.052969,0.00603,0.00333,0.00092,-0.00166,0.00012
187.753P,1,27625-35-0 ,Isoamyl-2-methylbutyrat,0.012413,1.16018,0.11944,0.50009,0.09818,0.44248
187.753P,2,111-27-3,Hexanol Kosher Halal,0.034072,1.12443,0.10949,0.34146,-0.21583,0.45766
187.753P,3,334-48-5,Decansäure,0.021481,1.10812,0.01843,0.54518,0.11204,0.43247
187.753P,4,3658-77-3,Furaneol Halal,0.415469,0.86069,0.00222,0.31344,0.23813,0.3069
187.753P,5,124-07-2,Octansäure,0.006094,0.60175,-0.06065,0.21466,0.22983,-0.09661
187.753P,6,98-55-5,alpha-Terpineol Kosher Halal,0.004558,0.39841,-0.01196,0.20859,0.0315,0.14637
187.753P,7,1754-62-7,Methyl-trans-cinnamat Halal,0.05565,0.34767,0.05315,0.12667,0.11177,-0.05608
187.753P,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.154424,0.34688,0.05406,0.25595,0.02717,0.0097
187.753P,9,142-92-7,Hexylacetat Kosher Halal,0.008001,0.27228,0.03417,0.05641,0.07417,0.10753
187.753P,10,142-62-1,Hexansäure kräftig,0.028431,0.26231,0.16836,-0.01097,-0.08008,0.0029
187.753P,11,106-27-4,Isoamylbutyrat Halal,0.006675,0.25393,0.08353,-0.02293,0.0248,0.12268
187.753P,12,121-33-5,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",0.004542,0.11401,-0.00228,0.01999,-0.03919,-0.05255
187.753P,13,123-66-0,Ethylhexanoat Halal,0.024601,0.11282,-0.05146,0.02641,-0.00733,0.02761
187.753P,14,706-14-9,gamma-Decalacton Kosher Halal,0.041249,0.10846,0.03166,0.05164,-0.00257,-0.02259
187.753P,15,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.033442,0.08815,-0.04743,0.00939,0.02461,0.00673
187.753P,16,105-54-4,Ethylbutyrat Kosher Halal,0.084486,0.08483,-0.04968,0.02369,-0.0002,0.01126
187.753P,17,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.010878,0.07976,0.0303,0.0075,0.03049,-0.01147
187.753P,18,116-53-0,2-Methylbuttersäure Halal Kosher,0.053533,0.00972,0.00537,0.00148,-0.00267,0.0002
187.773P,1,124-07-2,Octansäure,0.025973,3.08121,-0.31057,1.09913,1.17683,-0.49467
187.773P,2,539-82-2,Ethylvalerat,0.025214,1.3565,-0.24292,0.26103,0.81149,-0.04106
187.773P,3,142-92-7,Hexylacetat Kosher Halal,0.026234,1.34468,0.16873,0.2786,0.36629,0.53105
187.773P,4,140-11-4,Benzylacetat Halal,0.059723,1.26598,-0.25857,0.19416,0.70469,0.10857
187.773P,5,2445-77-4,2-Methylbutylisovalerat,0.003618,1.09924,-0.19811,0.24245,0.59232,0.06635
187.773P,6,105-54-4,Ethylbutyrat Kosher Halal,0.019368,0.44898,-0.26296,0.12538,-0.00104,0.0596
187.773P,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.024813,0.43419,0.16495,0.04084,0.16597,-0.06242
187.773P,8,706-14-9,gamma-Decalacton Kosher Halal,0.008283,0.37787,-0.11031,-0.17991,0.00896,0.07869
187.773P,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.002248,0.3272,-0.05099,-0.24143,-0.02563,-0.00915
187.773P,10,110-19-0,Isobutylacetat Halal,0.006099,0.31871,0.16128,-0.08036,0.04301,-0.03405
187.773P,11,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.004501,0.316,-0.17002,0.03366,0.08821,0.02411
187.773P,12,123-92-2,Isoamylacetat Halal,0.004328,0.30656,0.15891,-0.0287,0.01245,-0.1065
187.773P,13,1754-62-7,Methyl-trans-cinnamat Halal,0.006966,0.24404,-0.03731,-0.08891,-0.07845,0.03937
187.773P,14,659-70-1,Isoamylisovalerat Kosher Halal,0.000241,0.22684,-0.0525,-0.05331,0.03193,-0.0891
187.773P,15,3658-77-3,Furaneol Halal,0.000137,0.18093,-0.00047,-0.06589,-0.05006,-0.06452
187.773P,16,116-53-0,2-Methylbuttersäure Halal Kosher,0.079136,0.1772,0.0979,0.02704,-0.04868,0.00357
187.773P,17,868-57-5,Methyl-2-methylbutyrat,0.007038,0.13321,-0.00479,0.049,0.06424,-0.01519
187.773P,18,123-66-0,Ethylhexanoat Halal,0.028743,0.06989,-0.03188,0.01636,-0.00454,0.0171
187.773P,19,64-19-7,Essigsäure Halal Kosher,0.036115,0.05825,-0.00038,-0.01421,0.03789,0.00577
187.773P,20,141-78-6,Ethylacetat Kosher Halal,0.028972,0.04436,0.01354,-0.00585,0.02131,-0.00366
187.776,1,119-36-8,Methylsalicylat Halal,0.002042,1.13767,-0.45284,-0.16552,-0.05605,0.46326
187.776,2,108-64-5,Ethylisovalerat Kosher Halal,0.068102,0.93998,0.19341,-0.19503,-0.20827,0.34327
187.776,3,103-37-7,Benzylbutyrat,0.001556,0.90684,-0.40408,-0.11382,-0.09369,0.29525
187.776,4,103-41-3,Benzylcinnamat Halal,0.002549,0.89491,-0.33119,-0.12235,-0.09399,0.34739
187.776,5,105-54-4,Ethylbutyrat Kosher Halal,0.174847,0.42048,0.24627,-0.11742,0.00097,-0.05582
187.776,6,100-52-7,Benzaldehyd Kosher Halal,0.001422,0.34224,0.06114,0.26409,-0.0084,-0.00862
187.776,7,123-66-0,Ethylhexanoat Halal,0.00388,0.32754,-0.14941,0.07668,-0.02129,0.08016
187.776,8,140-11-4,Benzylacetat Halal,0.012944,0.25517,-0.05212,0.03913,0.14204,0.02188
187.776,9,3658-77-3,Furaneol Halal,0.166385,0.236,0.00061,0.08595,0.0653,0.08415
187.776,10,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.118499,0.18774,0.02926,0.13853,0.0147,0.00525
187.776,11,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.000859,0.17506,-0.06651,-0.01647,-0.06692,0.02517
187.776,12,142-92-7,Hexylacetat Kosher Halal,0.001303,0.12166,-0.01527,-0.02521,-0.03314,-0.04805
187.776,13,116-53-0,2-Methylbuttersäure Halal Kosher,0.036368,0.10256,-0.05667,-0.01565,0.02818,-0.00207
187.776,14,134-20-3,Methylanthranilat Halal,0.000641,0.08665,-0.04209,0.00552,-0.02726,0.01178
187.776,15,8022-96-6,Jasmin-Absolue (blumig) Halal,0.000423,0.05887,0.02122,-0.00177,-0.03033,-0.00554
187.776,16,118-71-8,Maltol Kosher Halal,0.007506,0.04439,-0.00753,-0.02187,-0.0026,-0.01238
187.776,17,64-18-6,"Ameisensäure 80%, natürlich Kosher, Halal",5e-06,0.02766,-0.0035,-0.00047,-0.01686,-0.00682
187.776,18,141-78-6,Ethylacetat Kosher Halal,0.024712,0.0094,0.00287,-0.00124,0.00452,-0.00078
187.776,19,104-67-6,gamma-Undecalacton Halal,0.003007,0.00387,0.00057,-0.00162,-0.00114,0.00054
187.783P,1,503-74-2,Isovaleriansäure Halal,0.000768,2.47574,0.53138,-0.33684,0.57409,-1.03343
187.783P,2,105-54-4,Ethylbutyrat Kosher Halal,0.012015,0.4901,-0.28704,0.13687,-0.00113,0.06506
187.783P,3,706-14-9,gamma-Decalacton Kosher Halal,0.0077,0.38647,-0.11282,-0.184,0.00917,0.08049
187.783P,4,116-53-0,2-Methylbuttersäure Halal Kosher,0.005912,0.30178,-0.16674,-0.04605,0.08291,-0.00609
187.783P,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.007392,0.29324,-0.15777,0.03124,0.08186,0.02238
187.783P,6,123-66-0,Ethylhexanoat Halal,0.009014,0.27434,-0.12514,0.06423,-0.01783,0.06714
187.783P,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.014834,0.27145,-0.04231,-0.20029,-0.02126,-0.00759
187.783P,8,142-62-1,Hexansäure kräftig,0.001768,0.23427,-0.15036,0.0098,0.07152,-0.00259
187.783P,9,2445-77-4,2-Methylbutylisovalerat,0.000632,0.16303,-0.02938,0.03596,0.08785,0.00984
187.783P,10,111-27-3,Hexanol Kosher Halal,0.001268,0.15736,-0.01532,-0.04779,0.0302,-0.06405
187.783P,11,142-92-7,Hexylacetat Kosher Halal,0.000758,0.15371,-0.01929,-0.03185,-0.04187,-0.06071
187.783P,12,105-37-3,Ethylpropionat Halal,0.005664,0.14559,0.02604,-0.08144,-0.03289,-0.00522
187.783P,13,141-78-6,Ethylacetat Kosher Halal,0.006609,0.13919,-0.04249,0.01836,-0.06686,0.01149
187.783P,14,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.003188,0.13285,-0.02973,0.0434,0.05387,0.00585
187.783P,15,64-19-7,Essigsäure Halal Kosher,0.000268,0.11891,0.00077,0.02901,-0.07735,-0.01178
187.783P,16,108-64-5,Ethylisovalerat Kosher Halal,0.003365,0.08013,-0.01649,0.01663,0.01776,-0.02926
187.783P,17,79-09-4,Propionsäure Kosher Halal,0.001667,0.03235,-0.0117,0.00764,0.00756,-0.00545
187.783P,18,107-92-6,Buttersäure Halal Kosher,0.002607,0.02484,0.00341,0.01068,0.01039,-0.00036
