Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,OAV,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
187.662P,fruity,8,142-62-1,Hexansäure kräftig,0.00213,0.20417,-0.1368,-0.02904,0.02676,-0.01156
187.662P,fruity,9,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.662P,fruity,10,105-54-4,Ethylbutyrat Kosher Halal,0.22861,0.17034,0.1398,-0.00361,-0.02659,-0.00033
187.694P,fruity,1,1632-73-1,Fenchol Halal,0.002,1.10019,-0.04507,-0.28782,-0.01058,-0.75672
187.694P,fruity,2,61931-81-5,cis-3-Hexenyllactat Halal,0.000728,1.0996,-0.04506,-0.28767,-0.01058,-0.75629
187.694P,fruity,3,698-76-0,delta-Octalacton,5e-05,1.09838,-0.04503,-0.28743,-0.0105,-0.75542
187.694P,fruity,4,7011-83-8,Lactojasmon,2.8e-05,1.04619,0.28189,-0.1617,0.01678,-0.58582
187.694P,fruity,5,98-01-1,Furfural Halal,0.000556,0.60685,-0.03068,-0.15648,-0.01815,-0.40153
187.694P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.002499,0.4164,0.08207,0.02248,0.23398,-0.07787
187.694P,fruity,7,79-69-6,alpha-Iron,0.0014,0.35997,0.00548,-0.1002,0.00361,-0.25066
187.694P,fruity,8,142-62-1,Hexansäure kräftig,0.05637,0.30672,0.20553,0.04363,-0.0402,0.01737
187.694P,fruity,9,24851-98-7,Methyldihydrojasmonat,8.8e-05,0.28683,0.00715,-0.0451,0.03947,-0.19511
187.694P,fruity,10,108-64-5,Ethylisovalerat Kosher Halal,0.006512,0.23323,0.10006,-0.03808,0.04092,-0.05416
187.695P,fruity,1,698-76-0,delta-Octalacton,2.9e-05,0.62541,-0.02564,-0.16366,-0.00598,-0.43013
187.695P,fruity,2,61931-81-5,cis-3-Hexenyllactat Halal,0.000416,0.61657,-0.02527,-0.1613,-0.00593,-0.42407
187.695P,fruity,3,1632-73-1,Fenchol Halal,0.00114,0.61547,-0.02521,-0.16101,-0.00592,-0.42333
187.695P,fruity,4,7011-83-8,Lactojasmon,1.6e-05,0.56276,0.15163,-0.08698,0.00902,-0.31512
187.695P,fruity,5,98-01-1,Furfural Halal,0.000318,0.33199,-0.01678,-0.08561,-0.00993,-0.21967
187.695P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.001786,0.25047,0.04936,0.01352,0.14074,-0.04684
187.695P,fruity,7,79-69-6,alpha-Iron,0.0008,0.19768,0.00301,-0.05503,0.00199,-0.13765
187.695P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.695P,fruity,9,24851-98-7,Methyldihydrojasmonat,5.4e-05,0.15563,0.00388,-0.02447,0.02142,-0.10586
187.695P,fruity,10,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00464,0.15067,-0.05092,-0.0279,-0.03784,0.03401
187.746P,fresh,1,431-03-8,Diacetyl Halal,0.027315,1.0584,0.47925,-0.116,-0.28368,0.17946
187.746P,fresh,2,821-55-6,"2-Nonanon, natürlich Halal",0.000195,0.68894,-0.2964,0.08442,-0.24441,0.06371
187.746P,fresh,3,513-86-0,Acetoin 50% in PG Kosher Halal,0.000552,0.37562,-0.01117,0.2461,-0.10367,-0.01468
187.746P,fresh,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14827,0.25362,0.04945,0.05787,0.04194,-0.10437
187.746P,fresh,5,111-27-3,Hexanol Kosher Halal,0.004326,0.24427,0.01369,0.04147,0.16845,0.02066
187.746P,fresh,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00151,0.22706,-0.07673,-0.04205,-0.05702,0.05125
187.746P,fresh,7,105-54-4,Ethylbutyrat Kosher Halal,0.0402,0.18319,-0.15035,0.00389,0.0286,0.00035
187.746P,fresh,8,3658-77-3,Furaneol Halal,0.001733,0.17092,-0.01865,-0.03291,-0.03893,0.08044
187.746P,fresh,9,116-53-0,2-Methylbuttersäure Halal Kosher,1.8e-05,0.1702,-0.12743,0.00185,0.01681,-0.02411
187.746P,fresh,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.752P,fruity,1,98-55-5,alpha-Terpineol Kosher Halal,0.00941,0.86045,-0.05491,0.5231,-0.21172,-0.07072
187.752P,fruity,2,3658-77-3,Furaneol Halal,0.257045,0.32067,0.03498,0.06174,0.07304,-0.15091
187.752P,fruity,3,111-27-3,Hexanol Kosher Halal,0.004216,0.23553,0.0132,0.03999,0.16242,0.01992
187.752P,fruity,4,334-48-5,Decansäure,0.000266,0.23299,-0.1403,-0.03574,-0.01659,-0.04036
187.752P,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.752P,fruity,6,105-54-4,Ethylbutyrat Kosher Halal,0.05227,0.15869,-0.13024,0.00337,0.02477,0.0003
187.752P,fruity,7,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.752P,fruity,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.02069,0.15305,-0.1268,-0.00941,-0.01186,0.00497
187.752P,fruity,9,123-66-0,Ethylhexanoat Halal,0.01522,0.1445,-0.10119,0.00029,0.0278,-0.01522
187.752P,fruity,10,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
187.753P,fruity,1,3658-77-3,Furaneol Halal,0.257045,0.32067,0.03498,0.06174,0.07304,-0.15091
187.753P,fruity,2,111-27-3,Hexanol Kosher Halal,0.004216,0.23553,0.0132,0.03999,0.16242,0.01992
187.753P,fruity,3,334-48-5,Decansäure,0.000266,0.23299,-0.1403,-0.03574,-0.01659,-0.04036
187.753P,fruity,4,98-55-5,alpha-Terpineol Kosher Halal,0.00282,0.20439,-0.01304,0.12426,-0.05029,-0.0168
187.753P,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.753P,fruity,6,105-54-4,Ethylbutyrat Kosher Halal,0.05227,0.15869,-0.13024,0.00337,0.02477,0.0003
187.753P,fruity,7,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.753P,fruity,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.02069,0.15305,-0.1268,-0.00941,-0.01186,0.00497
187.753P,fruity,9,123-66-0,Ethylhexanoat Halal,0.01522,0.1445,-0.10119,0.00029,0.0278,-0.01522
187.753P,fruity,10,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
187.772,warm,1,110-19-0,Isobutylacetat Halal,0.013249,3.77652,1.25336,-0.14968,-1.13773,1.23576
187.772,warm,2,123-51-3,Isoamylalkohol Kosher Halal,0.007102,2.65494,0.10712,0.47573,-0.95494,1.11715
187.772,warm,3,123-92-2,Isoamylacetat Halal,2.044305,2.42448,0.39537,0.05436,-0.81826,1.15648
187.772,warm,4,513-86-0,Acetoin 50% in PG Kosher Halal,0.001863,1.59062,-0.04728,1.04214,-0.43902,-0.06218
187.772,warm,5,97-53-0,Eugenol Halal,0.003402,1.55353,-0.0167,0.07322,-0.24963,1.21398
187.772,warm,6,78-83-1,Isobutanol Halal,4.9e-05,0.50708,0.14135,-0.02708,-0.13952,0.19914
187.772,warm,7,431-03-8,Diacetyl Halal,0.013425,0.49019,0.22196,-0.05373,-0.13139,0.08312
187.772,warm,8,75-18-3,"Dimethylsulfid, natürlich Kosher Halal BG, V",0.05,0.41594,0.01707,0.06757,0.03701,0.29429
187.772,warm,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.772,warm,10,105-54-4,Ethylbutyrat Kosher Halal,0.0,0.26688,-0.21905,0.00566,0.04167,0.00051
187.773P,fruity,1,142-92-7,Hexylacetat Kosher Halal,0.009801,2.11022,0.41589,0.11395,1.18574,-0.39464
187.773P,fruity,2,124-07-2,Octansäure,0.012938,1.90523,0.36449,0.11771,0.74386,-0.67916
187.773P,fruity,3,2445-77-4,2-Methylbutylisovalerat,0.001351,1.46002,0.20943,-0.00739,0.60546,-0.63774
187.773P,fruity,4,539-82-2,Ethylvalerat,0.01256,1.27782,0.47413,0.0996,0.66085,0.04324
187.773P,fruity,5,140-11-4,Benzylacetat Halal,0.02975,1.27269,0.32732,0.38116,0.51877,-0.04544
187.773P,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0618,1.20397,0.40689,0.22298,0.30234,-0.27176
187.773P,fruity,7,110-19-0,Isobutylacetat Halal,0.001519,0.36129,0.1199,-0.01432,-0.10884,0.11822
187.773P,fruity,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0056,0.35125,-0.06848,-0.08015,-0.05808,0.14454
187.773P,fruity,9,116-53-0,2-Methylbuttersäure Halal Kosher,0.002956,0.26522,0.19857,-0.00288,-0.0262,0.03757
187.773P,fruity,10,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.776,fruity,1,108-64-5,Ethylisovalerat Kosher Halal,0.01934,0.92364,0.39627,-0.15081,0.16206,-0.21449
187.776,fruity,2,103-37-7,Benzylbutyrat,0.003315,0.83087,-0.19702,-0.16577,-0.16301,0.30507
187.776,fruity,3,119-36-8,Methylsalicylat Halal,0.0058,0.3671,-0.11257,-0.04038,0.09573,-0.11843
187.776,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.16826,0.33231,0.06479,0.07583,0.05495,-0.13674
187.776,fruity,5,3658-77-3,Furaneol Halal,0.236254,0.28456,0.03104,0.05479,0.06481,-0.13391
187.776,fruity,6,706-14-9,gamma-Decalacton Kosher Halal,0.0,0.24788,-0.20066,-0.00482,0.01601,0.02639
187.776,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
187.776,fruity,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00122,0.23414,-0.07913,-0.04336,-0.0588,0.05285
187.776,fruity,9,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.776,fruity,10,100-52-7,Benzaldehyd Kosher Halal,0.000404,0.21842,0.02185,0.10475,0.00795,-0.08387
187.783P,fruity,1,503-74-2,Isovaleriansäure Halal,0.000152,0.52204,0.24161,-0.10249,-0.07384,-0.1041
187.783P,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.783P,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.02936,0.24478,-0.04772,-0.05585,-0.04048,0.10073
187.783P,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.02378,0.21697,-0.17808,0.0046,0.03387,0.00041
187.783P,fruity,5,142-62-1,Hexansäure kräftig,0.0035,0.19092,-0.12793,-0.02716,0.02502,-0.01081
187.783P,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.783P,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01463,0.17696,-0.14661,-0.01089,-0.01372,0.00575
187.783P,fruity,8,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.783P,fruity,9,706-14-9,gamma-Decalacton Kosher Halal,0.01524,0.1648,-0.1334,-0.0032,0.01065,0.01754
187.783P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.786P,fruity,1,100-52-7,Benzaldehyd Kosher Halal,0.000816,0.50569,0.05058,0.24253,0.01841,-0.19417
187.786P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.786P,fruity,3,123-66-0,Ethylhexanoat Halal,0.1555,0.3333,0.2334,-0.00068,-0.06412,0.0351
187.786P,fruity,4,98-86-2,"Acetophenon, natürlich Halal",0.0172,0.31227,-0.07349,-0.05669,-0.11842,0.06366
187.786P,fruity,5,108-64-5,Ethylisovalerat Kosher Halal,0.0074,0.2813,0.12069,-0.04593,0.04936,-0.06533
187.786P,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00034,0.25567,-0.08641,-0.04735,-0.0642,0.05771
187.786P,fruity,7,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.088395,0.25471,0.00597,0.21458,-0.01174,0.02242
187.786P,fruity,8,8022-96-6,Jasmin-Absolue (blumig) Halal,0.0032,0.18434,-0.06163,-0.0602,-0.02962,0.03289
187.786P,fruity,9,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.786P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.0,0.17294,-0.12948,0.00188,0.01708,-0.0245
187.787P,fruity,1,8016-38-4,Neroli-Öl Tunisien,8.3e-05,0.85283,0.05196,0.18471,0.51481,0.10135
187.787P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.30639,0.30069,0.2468,-0.00638,-0.04694,-0.00057
187.787P,fruity,3,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.09429,0.27777,0.00651,0.23401,-0.0128,0.02445
187.787P,fruity,4,123-66-0,Ethylhexanoat Halal,0.13648,0.27203,0.1905,-0.00055,-0.05233,0.02865
187.787P,fruity,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14832,0.25382,0.04949,0.05792,0.04197,-0.10445
187.787P,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.02013,0.2239,0.07567,0.04147,0.05623,-0.05054
187.787P,fruity,7,108-64-5,Ethylisovalerat Kosher Halal,0.005632,0.18554,0.0796,-0.0303,0.03256,-0.04309
187.787P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.787P,fruity,9,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.787P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.791P,warm,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00656,0.3469,-0.06763,-0.07916,-0.05736,0.14275
187.791P,warm,2,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.110925,0.34219,0.00802,0.28828,-0.01577,0.03012
187.791P,warm,3,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.791P,warm,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.791P,warm,5,706-14-9,gamma-Decalacton Kosher Halal,0.01317,0.17601,-0.14248,-0.00342,0.01137,0.01874
187.791P,warm,6,3658-77-3,Furaneol Halal,0.0,0.17467,-0.01906,-0.03363,-0.03978,0.0822
187.791P,warm,7,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.791P,warm,8,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.791P,warm,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.791P,warm,10,8016-03-3,Davana-Öl,0.001465,0.15528,0.07025,-0.00946,-0.04202,0.03356
187.796P,fruity,1,28664-35-9,Sotolon Halal,5.8e-05,3.08076,0.29148,0.49626,1.24894,1.04407
187.796P,fruity,2,2305-05-7,gamma-Dodecalacton Halal,0.021894,2.91549,0.67876,0.27445,1.3228,0.63949
187.796P,fruity,3,71-23-8,Propanol Halal,6.9e-05,2.69555,0.61657,0.24246,1.21843,0.61809
187.796P,fruity,4,66-25-1,Hexanal Kosher Halal,0.002038,2.4445,0.19136,0.40358,0.98241,0.86715
187.796P,fruity,5,659-70-1,Isoamylisovalerat Kosher Halal,0.013032,2.33812,0.70272,0.23377,1.36278,-0.03885
187.796P,fruity,6,13419-69-7,trans-2-Hexensäure Kosher Halal,0.002956,1.27367,0.46836,0.10875,0.5802,0.11636
187.796P,fruity,7,539-82-2,Ethylvalerat,0.011148,1.1306,0.4195,0.08813,0.58471,0.03826
187.796P,fruity,8,142-62-1,Hexansäure kräftig,0.14664,1.10147,0.73806,0.15669,-0.14435,0.06236
187.796P,fruity,9,116-53-0,2-Methylbuttersäure Halal Kosher,0.008215,1.04137,0.77969,-0.01133,-0.10286,0.1475
187.796P,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,0.035453,0.88663,0.62493,-0.09801,0.00092,-0.16276
187.799P,fruity,1,3658-77-3,Furaneol Halal,0.306331,0.40395,0.04407,0.07777,0.09201,-0.1901
187.799P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.04913,0.16503,-0.13545,0.0035,0.02576,0.00032
187.799P,fruity,3,123-66-0,Ethylhexanoat Halal,0.00966,0.16477,-0.11539,0.00033,0.0317,-0.01735
187.799P,fruity,4,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.799P,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00454,0.1531,-0.05174,-0.02836,-0.03845,0.03456
187.799P,fruity,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
187.799P,fruity,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",3.7e-05,0.13389,-0.00967,-0.05545,-0.04498,-0.02379
187.799P,fruity,8,6728-26-3,trans-2-Hexenal Kosher Halal,0.000528,0.13339,-0.01143,0.06502,-0.0273,-0.02964
187.799P,fruity,9,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05549,0.13049,-0.02544,-0.02978,-0.02158,0.0537
187.799P,fruity,10,111-27-3,Hexanol Kosher Halal,0.002804,0.1232,0.0069,0.02092,0.08496,0.01042
187.800P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
187.800P,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.800P,fruity,3,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
187.800P,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.03541,0.19299,-0.1584,0.00409,0.03013,0.00037
187.800P,fruity,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.800P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.800P,fruity,7,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.800P,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.800P,fruity,9,123-66-0,Ethylhexanoat Halal,0.01322,0.15178,-0.10629,0.00031,0.0292,-0.01599
187.800P,fruity,10,3658-77-3,Furaneol Halal,0.01908,0.13374,-0.01459,-0.02575,-0.03046,0.06294
187.826P,fruity,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00043,0.37475,-0.07306,-0.08551,-0.06197,0.15421
187.826P,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,6e-05,0.26676,-0.21894,0.00566,0.04165,0.00051
187.826P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.826P,fruity,4,706-14-9,gamma-Decalacton Kosher Halal,0.00011,0.24728,-0.20017,-0.0048,0.01597,0.02632
187.826P,fruity,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,1e-05,0.23524,-0.19489,-0.01447,-0.01823,0.00764
187.826P,fruity,6,142-62-1,Hexansäure kräftig,0.00021,0.22275,-0.14926,-0.03169,0.02919,-0.01261
187.826P,fruity,7,123-66-0,Ethylhexanoat Halal,0.00026,0.1993,-0.13957,0.0004,0.03834,-0.02099
187.826P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.826P,fruity,9,3658-77-3,Furaneol Halal,8e-06,0.17465,-0.01905,-0.03363,-0.03978,0.08219
187.826P,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,6e-06,0.17207,-0.12883,0.00187,0.017,-0.02437
187.829P,fruity,1,111-27-3,Hexanol Kosher Halal,0.00987,0.68372,0.03831,0.11608,0.4715,0.05784
187.829P,fruity,2,142-62-1,Hexansäure kräftig,0.0832,0.54982,0.36842,0.07822,-0.07206,0.03113
187.829P,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
187.829P,fruity,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.02809,0.25041,-0.04882,-0.05714,-0.04141,0.10304
187.829P,fruity,5,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.08442,0.23909,0.00561,0.20142,-0.01102,0.02104
187.829P,fruity,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
187.829P,fruity,7,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.829P,fruity,8,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.829P,fruity,9,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.829P,fruity,10,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.834P,fruity,1,5471-51-2,Himbeerketon Halal,0.11187,1.51329,0.75496,-0.16604,0.05434,-0.53796
187.834P,fruity,2,105-37-3,Ethylpropionat Halal,0.1184,1.29946,0.35385,-0.15339,0.39423,-0.39799
187.834P,fruity,3,108-64-5,Ethylisovalerat Kosher Halal,0.02202,1.06678,0.45768,-0.17418,0.18718,-0.24773
187.834P,fruity,4,64-19-7,Essigsäure Halal Kosher,0.000327,1.00804,0.31018,-0.13168,0.07352,-0.49265
187.834P,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.03802,0.64948,0.2195,0.12029,0.1631,-0.1466
187.834P,fruity,6,106-27-4,Isoamylbutyrat Halal,0.00369,0.6274,0.15647,-0.04928,0.1398,-0.28186
187.834P,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.16452,0.37632,0.31177,0.02315,0.02917,-0.01223
187.834P,fruity,8,141-78-6,Ethylacetat Kosher Halal,0.013608,0.34494,0.23012,-0.02868,-0.06789,0.01824
187.834P,fruity,9,659-70-1,Isoamylisovalerat Kosher Halal,0.002539,0.33246,0.09992,0.03324,0.19378,-0.00552
187.834P,fruity,10,118-71-8,Maltol Kosher Halal,0.011443,0.33053,0.11985,-0.02387,0.02714,-0.15967
187.843P,fruity,1,111-27-3,Hexanol Kosher Halal,0.013478,0.96842,0.05426,0.16441,0.66783,0.08192
187.843P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.00645,0.3474,-0.06773,-0.07927,-0.05744,0.14295
187.843P,fruity,3,659-70-1,Isoamylisovalerat Kosher Halal,0.00196,0.22118,0.06647,0.02211,0.12891,-0.00368
187.843P,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.843P,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00401,0.16602,-0.05611,-0.03075,-0.04169,0.03747
187.843P,fruity,6,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
187.843P,fruity,7,105-37-3,Ethylpropionat Halal,0.01549,0.16186,0.04407,-0.01911,0.0491,-0.04957
187.843P,fruity,8,3658-77-3,Furaneol Halal,0.014388,0.14374,-0.01568,-0.02767,-0.03274,0.06764
187.843P,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.000148,0.13146,-0.02591,-0.0071,-0.07387,0.02459
187.843P,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.02672,0.12939,-0.1072,-0.00796,-0.01003,0.0042
187.870P,fruity,1,2445-77-4,2-Methylbutylisovalerat,0.000367,0.34978,0.05017,-0.00177,0.14505,-0.15278
187.870P,fruity,2,107-92-6,Buttersäure Halal Kosher,0.000859,0.19101,0.09137,-0.01943,0.01753,-0.06269
187.870P,fruity,3,142-62-1,Hexansäure kräftig,0.00397,0.18639,-0.12489,-0.02651,0.02443,-0.01055
187.870P,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
187.870P,fruity,5,123-66-0,Ethylhexanoat Halal,0.0089,0.16755,-0.11733,0.00034,0.03223,-0.01765
187.870P,fruity,6,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
187.870P,fruity,7,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
187.870P,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.01688,0.15593,-0.12623,-0.00303,0.01007,0.0166
187.870P,fruity,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.09997,0.14733,0.12206,0.00906,0.01142,-0.00479
187.870P,fruity,10,118-71-8,Maltol Kosher Halal,0.006757,0.14341,0.052,-0.01036,0.01178,-0.06928
187.871P,fruity,1,2445-77-4,2-Methylbutylisovalerat,0.001509,1.63763,0.2349,-0.00829,0.67911,-0.71532
187.871P,fruity,2,24851-98-7,Methyldihydrojasmonat,0.000376,1.39877,0.03488,-0.21992,0.19249,-0.95148
187.871P,fruity,3,100-52-7,Benzaldehyd Kosher Halal,0.001995,1.3267,0.1327,0.63629,0.0483,-0.50942
187.871P,fruity,4,7011-83-8,Lactojasmon,2.6e-05,0.96562,0.26018,-0.14925,0.01549,-0.5407
187.871P,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.004837,0.9602,0.18924,0.05185,0.53954,-0.17957
187.871P,fruity,6,106-27-4,Isoamylbutyrat Halal,0.004465,0.76908,0.1918,-0.0604,0.17137,-0.3455
187.871P,fruity,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.03786,0.64571,0.21822,0.11959,0.16215,-0.14575
187.871P,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.17501,0.63805,0.51651,0.0124,-0.04122,-0.06792
187.871P,fruity,9,108-64-5,Ethylisovalerat Kosher Halal,0.01139,0.4968,0.21314,-0.08112,0.08717,-0.11537
187.871P,fruity,10,118-71-8,Maltol Kosher Halal,0.014664,0.45865,0.1663,-0.03312,0.03767,-0.22156
