Rez.-Nr.,Dom_OT,Rank,CAS,Ingredient,OAV,Total_Contrib,PC1_Contrib,PC2_Contrib,PC3_Contrib,PC4_Contrib
188.628P,fruity,2,71-36-3,"Butanol, natürlich Halal",0.000101,5.1494,-0.04426,3.18209,-1.2673,-0.65575
188.628P,fruity,3,110-93-0,"Methylheptenon, natürlich Kosher; Halal V;",0.0165,5.14111,-0.03637,3.17886,-1.26677,-0.6591
188.628P,fruity,4,2639-63-6,Hexylbutyrat Halal Kosher,0.004464,5.10022,-0.03162,3.15185,-1.23756,-0.67919
188.628P,fruity,5,14901-07-6,beta-Ionon Halal Kosher,0.0891,4.95723,-0.03651,3.08845,-1.24225,-0.59002
188.628P,fruity,6,513-86-0,Acetoin 50% in PG Kosher Halal,0.003333,2.95076,-0.08771,1.93329,-0.81442,-0.11534
188.628P,fruity,7,98-55-5,alpha-Terpineol Kosher Halal,0.02096,2.00004,-0.12763,1.2159,-0.49213,-0.16438
188.628P,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.001485,1.75337,0.12669,0.72614,0.58897,0.31157
188.628P,fruity,9,123-86-4,Butylacetat Kosher Halal,0.00796,1.25254,0.03859,0.59769,0.30852,0.30774
188.628P,fruity,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.0026,1.09896,-0.09421,0.53564,-0.22494,-0.24417
188.639P,warm,1,64-19-7,Essigsäure Halal Kosher,0.000415,1.30817,0.40254,-0.17089,0.09541,-0.63933
188.639P,warm,2,31501-11-8,cis-3-Hexenylhexanoat Halal,0.30321,0.77183,-0.08113,0.17572,-0.10796,-0.40703
188.639P,warm,3,16491-36-4,cis-3-Hexenylbutyrat Halal,0.08223,0.62503,0.13923,-0.08131,0.0916,-0.31289
188.639P,warm,4,2432-51-1,S-(Methylthio)butyrat,0.25,0.39194,-0.09603,-0.12789,-0.06066,-0.10736
188.639P,warm,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0112,0.32593,-0.06354,-0.07437,-0.05389,0.13412
188.639P,warm,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
188.639P,warm,7,706-14-9,gamma-Decalacton Kosher Halal,0.00264,0.2334,-0.18894,-0.00454,0.01508,0.02485
188.639P,warm,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00129,0.23243,-0.07855,-0.04305,-0.05837,0.05246
188.639P,warm,9,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
188.639P,warm,10,3658-77-3,Furaneol Halal,0.18,0.18372,0.02004,0.03537,0.04185,-0.08646
188.656P,warm,1,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0133,0.31647,-0.0617,-0.07221,-0.05233,0.13023
188.656P,warm,2,105-54-4,Ethylbutyrat Kosher Halal,0.02,0.22483,-0.18453,0.00477,0.0351,0.00043
188.656P,warm,3,142-62-1,Hexansäure kräftig,0.0018,0.20736,-0.13894,-0.0295,0.02718,-0.01174
188.656P,warm,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.656P,warm,5,123-66-0,Ethylhexanoat Halal,0.0067,0.17561,-0.12298,0.00036,0.03378,-0.0185
188.656P,warm,6,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
188.656P,warm,7,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
188.656P,warm,8,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
188.656P,warm,9,123-51-3,Isoamylalkohol Kosher Halal,0.00055,0.14684,0.00592,0.02631,-0.05281,0.06179
188.656P,warm,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.023,0.14397,-0.11928,-0.00886,-0.01116,0.00468
188.668P,warm,1,141-78-6,Ethylacetat Kosher Halal,0.048,1.50498,1.00402,-0.12515,-0.29621,0.0796
188.668P,warm,2,103-26-4,"Methyl-trans-cinnamat, natürlich Kosher Halal",0.33,1.11065,0.02604,0.93567,-0.05118,0.09776
188.668P,warm,3,513-86-0,Acetoin 50% in PG Kosher Halal,0.00092,0.71654,-0.0213,0.46946,-0.19777,-0.02801
188.668P,warm,4,600-14-6,Acetylpropionyl Halal,0.116,0.59097,-0.14358,0.29007,-0.12962,0.0277
188.668P,warm,5,107-92-6,Buttersäure Halal Kosher,0.0018,0.50196,0.24011,-0.05106,0.04607,-0.16473
188.668P,warm,6,108-64-5,Ethylisovalerat Kosher Halal,0.0102,0.43262,0.18561,-0.07064,0.07591,-0.10046
188.668P,warm,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.003,0.36305,-0.07078,-0.08284,-0.06003,0.1494
188.668P,warm,8,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
188.668P,warm,9,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.008,0.20328,-0.16842,-0.01251,-0.01576,0.00661
188.668P,warm,10,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.740P,fruity,1,106-70-7,Methylhexanoat,0.0012,0.49539,0.04102,0.1127,0.25119,0.09048
188.740P,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0,0.37671,-0.07344,-0.08596,-0.06229,0.15502
188.740P,fruity,3,25152-84-5 ,"trans,trans-2,4-Decadienal Halal",0.000667,0.37438,-0.1601,-0.12723,0.01655,0.0705
188.740P,fruity,4,706-14-9,gamma-Decalacton Kosher Halal,0.0,0.24788,-0.20066,-0.00482,0.01601,0.02639
188.740P,fruity,5,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
188.740P,fruity,6,105-54-4,Ethylbutyrat Kosher Halal,0.028,0.20824,-0.17091,0.00442,0.03251,0.0004
188.740P,fruity,7,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01,0.19532,-0.16182,-0.01202,-0.01514,0.00635
188.740P,fruity,8,141-78-6,Ethylacetat Kosher Halal,0.009,0.18653,0.12444,-0.01551,-0.03671,0.00987
188.740P,fruity,9,142-92-7,Hexylacetat Kosher Halal,0.0015,0.18371,0.03621,0.00992,0.10323,-0.03436
188.740P,fruity,10,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.819,fresh,1,105-57-7,Acetal Halal,0.00227,0.76992,-0.1047,0.0403,0.49629,0.12862
188.819,fresh,2,79-31-2,"Isobuttersäure, natürlich Halal Kosher",7e-06,0.59852,-0.26356,-0.10661,0.04964,0.1787
188.819,fresh,3,3025-30-7,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",0.00184,0.55513,-0.26548,-0.11156,0.02994,0.14814
188.819,fresh,4,105-54-4,Ethylbutyrat Kosher Halal,0.01739,0.23027,-0.189,0.00488,0.03595,0.00044
188.819,fresh,5,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.00283,0.22393,-0.18552,-0.01378,-0.01736,0.00728
188.819,fresh,6,706-14-9,gamma-Decalacton Kosher Halal,0.007,0.20956,-0.16964,-0.00407,0.01354,0.02231
188.819,fresh,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00294,0.19213,-0.06493,-0.03558,-0.04825,0.04337
188.819,fresh,8,123-66-0,Ethylhexanoat Halal,0.00543,0.18027,-0.12624,0.00037,0.03468,-0.01899
188.819,fresh,9,116-53-0,2-Methylbuttersäure Halal Kosher,2.1e-05,0.16982,-0.12715,0.00185,0.01677,-0.02405
188.819,fresh,10,1754-62-7,Methyl-trans-cinnamat Halal,0.0,0.16339,-0.11516,0.01806,-0.00017,0.02999
188.820,fruity,1,1754-62-7,Methyl-trans-cinnamat Halal,0.017857,0.37006,0.26083,-0.04091,0.00039,-0.06794
188.820,fruity,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.16,0.29996,0.05848,0.06845,0.0496,-0.12343
188.820,fruity,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
188.820,fruity,4,111-27-3,Hexanol Kosher Halal,0.0044,0.25015,0.01402,0.04247,0.17251,0.02116
188.820,fruity,5,142-92-7,Hexylacetat Kosher Halal,0.00171,0.23264,0.04585,0.01256,0.13072,-0.04351
188.820,fruity,6,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.820,fruity,7,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
188.820,fruity,8,659-70-1,Isoamylisovalerat Kosher Halal,0.0015,0.13262,0.03986,0.01326,0.0773,-0.0022
188.820,fruity,9,706-14-9,gamma-Decalacton Kosher Halal,0.023,0.12297,-0.09954,-0.00239,0.00794,0.01309
188.820,fruity,10,6728-26-3,trans-2-Hexenal Kosher Halal,0.0,0.11298,0.00968,-0.05507,0.02312,0.0251
188.822,fruity,1,3658-77-3,Furaneol Halal,0.57,0.80205,0.0875,0.15442,0.18268,-0.37744
188.822,fruity,2,107-92-6,Buttersäure Halal Kosher,0.002,0.56799,0.27169,-0.05778,0.05213,-0.1864
188.822,fruity,3,118-71-8,Maltol Kosher Halal,0.017353,0.5653,0.20497,-0.04082,0.04642,-0.27308
188.822,fruity,4,1754-62-7,Methyl-trans-cinnamat Halal,0.022739,0.51426,0.36247,-0.05685,0.00054,-0.09441
188.822,fruity,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.16652,0.32551,0.06346,0.07428,0.05382,-0.13395
188.822,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
188.822,fruity,7,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
188.822,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.822,fruity,9,105-54-4,Ethylbutyrat Kosher Halal,0.23268,0.17736,0.14557,-0.00376,-0.02769,-0.00034
188.822,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.0,0.17294,-0.12948,0.00188,0.01708,-0.0245
188.866,fruity,1,71-23-8,Propanol Halal,2e-05,0.76486,0.17495,0.0688,0.34573,0.17538
188.866,fruity,2,105-54-4,Ethylbutyrat Kosher Halal,0.029,0.20617,-0.16922,0.00437,0.03219,0.00039
188.866,fruity,3,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
188.866,fruity,4,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0165,0.16956,-0.14048,-0.01043,-0.01314,0.00551
188.866,fruity,5,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0465,0.16949,-0.03304,-0.03867,-0.02803,0.06975
188.866,fruity,6,123-66-0,Ethylhexanoat Halal,0.0085,0.16902,-0.11836,0.00034,0.03251,-0.0178
188.866,fruity,7,513-86-0,Acetoin 50% in PG Kosher Halal,0.0,0.13661,0.00406,-0.0895,0.0377,0.00534
188.866,fruity,8,706-14-9,gamma-Decalacton Kosher Halal,0.021,0.13372,-0.10825,-0.0026,0.00864,0.01423
188.866,fruity,9,141-78-6,Ethylacetat Kosher Halal,0.0,0.12496,-0.08336,0.01039,0.02459,-0.00661
188.866,fruity,10,116-53-0,2-Methylbuttersäure Halal Kosher,0.000366,0.11863,-0.08882,0.00129,0.01172,-0.0168
188.894,fruity,1,6728-26-3,trans-2-Hexenal Kosher Halal,0.004236,1.85993,-0.15944,0.90654,-0.3807,-0.41325
188.894,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05225,0.9828,0.33214,0.18202,0.2468,-0.22184
188.894,fruity,3,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.25759,0.66823,0.13028,0.15248,0.1105,-0.27498
188.894,fruity,4,109-52-4,Valeriansäure Kosher Halal,0.002209,0.59692,0.03648,0.11907,0.03049,-0.41087
188.894,fruity,5,868-57-5,Methyl-2-methylbutyrat,0.04995,0.50989,0.12285,-0.02425,0.04693,-0.31586
188.894,fruity,6,124-07-2,Octansäure,0.003516,0.4745,0.09078,0.02932,0.18526,-0.16915
188.894,fruity,7,64-19-7,Essigsäure Halal Kosher,0.00013,0.33016,0.10159,-0.04313,0.02408,-0.16136
188.894,fruity,8,141-78-6,Ethylacetat Kosher Halal,0.012192,0.29634,0.1977,-0.02464,-0.05833,0.01567
188.894,fruity,9,1754-62-7,Methyl-trans-cinnamat Halal,0.012779,0.21931,0.15458,-0.02424,0.00023,-0.04026
188.894,fruity,10,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01155,0.18917,-0.15672,-0.01164,-0.01466,0.00615
188.976,fruity,1,111-27-3,Hexanol Kosher Halal,0.0148,1.07248,0.06009,0.18208,0.73959,0.09073
188.976,fruity,2,6290-17-1,Fraiston Halal Kosher,0.002596,0.81453,0.13735,-0.09375,0.31056,-0.27288
188.976,fruity,3,79-09-4,Propionsäure Kosher Halal,0.001009,0.54837,0.24571,-0.06794,0.07948,-0.15524
188.976,fruity,4,142-92-7,Hexylacetat Kosher Halal,0.003018,0.5372,0.10587,0.02901,0.30185,-0.10046
188.976,fruity,5,706-14-9,gamma-Decalacton Kosher Halal,0.14388,0.49055,0.39711,0.00953,-0.03169,-0.05222
188.976,fruity,6,659-70-1,Isoamylisovalerat Kosher Halal,0.003276,0.47393,0.14244,0.04738,0.27623,-0.00788
188.976,fruity,7,118-71-8,Maltol Kosher Halal,0.013933,0.42961,0.15577,-0.03102,0.03528,-0.20753
188.976,fruity,8,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15005,0.26068,0.05082,0.05948,0.04311,-0.10727
188.976,fruity,9,1754-62-7,Methyl-trans-cinnamat Halal,0.013773,0.24888,0.17542,-0.02751,0.00026,-0.04569
188.976,fruity,10,142-62-1,Hexansäure kräftig,0.04956,0.24404,0.16352,0.03472,-0.03198,0.01382
188.977,fruity,1,100-51-6,Benzylalkohol Halal,0.000115,1.51857,0.00221,-0.17876,-0.38446,0.95314
188.977,fruity,2,79-09-4,Propionsäure Kosher Halal,0.00207,1.17601,0.52694,-0.1457,0.17044,-0.33292
188.977,fruity,3,80-71-7,"Cycloten, natürlich Halal",0.0011,0.81015,0.15777,-0.1805,-0.20708,0.2648
188.977,fruity,4,706-14-9,gamma-Decalacton Kosher Halal,0.1717,0.62255,0.50397,0.0121,-0.04022,-0.06627
188.977,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.034,0.55449,0.18739,0.1027,0.13925,-0.12516
188.977,fruity,6,64-19-7,Essigsäure Halal Kosher,0.000173,0.47791,0.14706,-0.06243,0.03486,-0.23356
188.977,fruity,7,105-54-4,Ethylbutyrat Kosher Halal,0.375,0.40939,0.33601,-0.00868,-0.06391,-0.00078
188.977,fruity,8,142-62-1,Hexansäure kräftig,0.061,0.34911,0.23393,0.04966,-0.04575,0.01977
188.977,fruity,9,14901-07-6,beta-Ionon Halal Kosher,0.0075,0.33923,-0.0025,0.21135,-0.08501,-0.04038
188.977,fruity,10,2497-18-9,trans-2-Hexenylacetat Kosher Halal,0.0036,0.33184,0.07369,-0.01946,-0.12034,-0.11834
188.992,fruity,1,106-70-7,Methylhexanoat,0.0053,2.33352,0.19321,0.53087,1.18323,0.4262
188.992,fruity,2,112-14-1,"Octylacetat, natürlich",0.0055,2.10897,0.3836,0.36393,0.8735,-0.48794
188.992,fruity,3,16409-45-3,"Menthylacetat, D,L-",0.0007,2.04499,0.36063,0.36502,0.83828,-0.48106
188.992,fruity,4,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.07,1.3923,0.47053,0.25786,0.34964,-0.31427
188.992,fruity,5,123-86-4,Butylacetat Kosher Halal,0.0066,1.02768,0.03167,0.49039,0.25313,0.25249
188.992,fruity,6,2445-77-4,2-Methylbutylisovalerat,0.00087,0.91688,0.13152,-0.00464,0.38022,-0.4005
188.992,fruity,7,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.32,0.88905,0.17333,0.20287,0.14701,-0.36585
188.992,fruity,8,3658-77-3,Furaneol Halal,0.501,0.70473,0.07688,0.13568,0.16052,-0.33165
188.992,fruity,9,118-71-8,Maltol Kosher Halal,0.019,0.63048,0.2286,-0.04553,0.05178,-0.30457
188.992,fruity,10,111-27-3,Hexanol Kosher Halal,0.0088,0.5991,0.03356,0.10171,0.41314,0.05068
189.012,fruity,1,61931-81-5 ,"cis-3-Hexenyllactat, natürlich Halal",0.0002,0.89326,-0.1634,-0.13974,-0.16461,0.42551
189.012,fruity,2,116-53-0,2-Methylbuttersäure Halal Kosher,0.003525,0.34933,0.26155,-0.0038,-0.0345,0.04948
189.012,fruity,3,118-71-8,Maltol Kosher Halal,0.0115,0.3328,0.12067,-0.02403,0.02733,-0.16077
189.012,fruity,4,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000345,0.26726,0.01931,0.11068,0.08977,0.04749
189.012,fruity,5,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
189.012,fruity,6,107-92-6,Buttersäure Halal Kosher,0.00104,0.25095,0.12004,-0.02553,0.02303,-0.08236
189.012,fruity,7,105-54-4,Ethylbutyrat Kosher Halal,0.019,0.22691,-0.18624,0.00481,0.03543,0.00043
189.012,fruity,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.008,0.20328,-0.16842,-0.01251,-0.01576,0.00661
189.012,fruity,9,123-66-0,Ethylhexanoat Halal,0.003,0.1892,-0.1325,0.00038,0.0364,-0.01993
189.012,fruity,10,142-62-1,Hexansäure kräftig,0.0052,0.17452,-0.11694,-0.02483,0.02287,-0.00988
189.014,fresh,1,24851-98-7,Methyldihydrojasmonat,0.000286,1.05156,0.02622,-0.16533,0.14471,-0.7153
189.014,fresh,2,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.24251,0.61323,0.11956,0.13993,0.1014,-0.25235
189.014,fresh,3,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
189.014,fresh,4,105-54-4,Ethylbutyrat Kosher Halal,0.01012,0.2455,-0.2015,0.00521,0.03833,0.00047
189.014,fresh,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
189.014,fresh,6,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.01458,0.17716,-0.14677,-0.0109,-0.01373,0.00576
189.014,fresh,7,116-53-0,2-Methylbuttersäure Halal Kosher,3e-05,0.16846,-0.12613,0.00183,0.01664,-0.02386
189.014,fresh,8,142-92-7,Hexylacetat Kosher Halal,0.0,0.16612,-0.03274,-0.00897,-0.09334,0.03107
189.014,fresh,9,659-70-1,Isoamylisovalerat Kosher Halal,0.0,0.15612,-0.04692,-0.01561,-0.09099,0.00259
189.014,fresh,10,123-66-0,Ethylhexanoat Halal,0.01699,0.13807,-0.09669,0.00028,0.02656,-0.01454
189.051,fruity,1,7011-83-8,Lactojasmon,3.4e-05,1.2879,0.34701,-0.19907,0.02065,-0.72117
189.051,fruity,2,659-70-1,Isoamylisovalerat Kosher Halal,0.00375,0.56492,0.16979,0.05648,0.32927,-0.00939
189.051,fruity,3,706-14-9,gamma-Decalacton Kosher Halal,0.1215,0.38201,0.30924,0.00742,-0.02468,-0.04067
189.051,fruity,4,24851-98-7,Methyldihydrojasmonat,8.3e-05,0.26908,0.00671,-0.0423,0.03703,-0.18303
189.051,fruity,5,142-62-1,Hexansäure kräftig,0.00064,0.21859,-0.14647,-0.0311,0.02865,-0.01238
189.051,fruity,6,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.00275,0.19676,-0.0665,-0.03644,-0.04941,0.04441
189.051,fruity,7,123-66-0,Ethylhexanoat Halal,0.00181,0.19359,-0.13557,0.00039,0.03724,-0.02039
189.051,fruity,8,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.0,0.18282,-0.01321,-0.07571,-0.06141,-0.03249
189.051,fruity,9,2497-18-9,trans-2-Hexenylacetat Kosher Halal,0.00194,0.17585,0.03905,-0.01031,-0.06377,-0.06271
189.051,fruity,10,1754-62-7,Methyl-trans-cinnamat Halal,9.9e-05,0.16042,-0.11307,0.01773,-0.00017,0.02945
189.068,fresh,1,134-20-3,Methylanthranilat Halal,0.2268,1.75657,0.08355,0.37632,1.09388,0.20281
189.068,fresh,2,16491-36-4,cis-3-Hexenylbutyrat Halal,0.09516,0.72376,0.16122,-0.09415,0.10607,-0.36232
189.068,fresh,3,105-54-4,Ethylbutyrat Kosher Halal,0.3868,0.42754,0.35091,-0.00907,-0.06675,-0.00082
189.068,fresh,4,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.1666,0.32582,0.06352,0.07435,0.05388,-0.13408
189.068,fresh,5,78-70-6,"Linalool ex HO, natürlich Kosher Halal BG",0.000364,0.29269,0.02115,0.12121,0.09832,0.05201
189.068,fresh,6,118-71-8,Maltol Kosher Halal,0.01028,0.28417,0.10304,-0.02052,0.02334,-0.13728
189.068,fresh,7,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.0,0.26399,-0.08922,-0.04889,-0.06629,0.05959
189.068,fresh,8,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.0,0.23528,-0.19492,-0.01447,-0.01824,0.00765
189.068,fresh,9,142-62-1,Hexansäure kräftig,0.0,0.22479,-0.15062,-0.03198,0.02946,-0.01273
189.068,fresh,10,123-66-0,Ethylhexanoat Halal,0.0,0.20026,-0.14024,0.00041,0.03852,-0.02109
189.075,fruity,1,85-91-6,Dimethylanthranilat,0.0041,0.97493,0.06388,0.17264,0.60845,0.12996
189.075,fruity,2,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.051,0.9537,0.32231,0.17663,0.23949,-0.21527
189.075,fruity,3,116-53-0,2-Methylbuttersäure Halal Kosher,0.00705,0.86976,0.6512,-0.00946,-0.08591,0.12319
189.075,fruity,4,105-54-4,Ethylbutyrat Kosher Halal,0.675,0.82851,0.68001,-0.01757,-0.12935,-0.00158
189.075,fruity,5,1754-62-7,Methyl-trans-cinnamat Halal,0.029571,0.71495,0.50392,-0.07903,0.00074,-0.13125
189.075,fruity,6,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.252,0.64792,0.12632,0.14784,0.10714,-0.26662
189.075,fruity,7,16491-36-4,cis-3-Hexenylbutyrat Halal,0.078,0.59247,0.13197,-0.07707,0.08683,-0.29659
189.075,fruity,8,3658-77-3,Furaneol Halal,0.42,0.58461,0.06378,0.11256,0.13316,-0.27512
189.075,fruity,9,64-19-7,Essigsäure Halal Kosher,0.000173,0.47794,0.14707,-0.06243,0.03486,-0.23358
189.075,fruity,10,106-32-1,Ethyloctanoat Halal Kosher,0.00094,0.40786,0.0042,0.08987,0.27597,-0.03782
