Rez.-Nr.,Dom_OT,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
187.167P,fruity,24.2782,103-36-6,Ethylcinnamat Halal,2.58757,8016-03-3,Davana-Öl,2.5686,123-66-0,Ethylhexanoat Halal,2.50297,116-53-0,2-Methylbuttersäure Halal Kosher,2.47345,105-54-4,Ethylbutyrat Kosher Halal,2.34825,-2.2974,142-62-1,Hexansäure kräftig,0.46504,8016-03-3,Davana-Öl,-0.34573,103-36-6,Ethylcinnamat Halal,-0.33476,67-64-1,Aceton,-0.28813,1754-62-7,Methyl-trans-cinnamat Halal,-0.19487,-9.2238,103-36-6,Ethylcinnamat Halal,-1.55162,8016-03-3,Davana-Öl,-1.5362,67-64-1,Aceton,-1.07703,110-19-0,Isobutylacetat Halal,-0.98507,123-66-0,Ethylhexanoat Halal,-0.68757,6.2167,8016-03-3,Davana-Öl,1.22704,103-36-6,Ethylcinnamat Halal,1.222,110-19-0,Isobutylacetat Halal,1.06996,67-64-1,Aceton,0.85044,78-83-1,Isobutanol Halal,0.62837
187.246P,fruity,-0.7259,142-62-1,Hexansäure kräftig,0.2278,141-78-6,Ethylacetat Kosher Halal,0.11893,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.09659,123-66-0,Ethylhexanoat Halal,-0.09412,-0.7646,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.0787,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,103-26-4,Methyl-trans-cinnamat,-0.06107,-0.5869,66-25-1,Hexanal Kosher Halal,0.13576,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,0.6066,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14193,66-25-1,Hexanal Kosher Halal,0.11984,3658-77-3,Furaneol Halal,0.07973,118-71-8,Maltol Kosher Halal,0.06181,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959
187.365,fruity,-0.2181,118-71-8,Maltol Kosher Halal,0.29762,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.23669,105-54-4,Ethylbutyrat Kosher Halal,-0.12513,123-66-0,Ethylhexanoat Halal,-0.11526,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,-0.4996,103-26-4,Methyl-trans-cinnamat,0.17491,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.12971,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.11181,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,0.0185,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.17588,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,3658-77-3,Furaneol Halal,0.07103,111-27-3,Hexanol Kosher Halal,-0.06918,118-71-8,Maltol Kosher Halal,0.06741,-0.9654,118-71-8,Maltol Kosher Halal,-0.39652,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.28989,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.15809,3658-77-3,Furaneol Halal,-0.14675,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.06991
187.414P,fruity,-0.2913,64-19-7,Essigsäure Halal Kosher,0.35284,105-54-4,Ethylbutyrat Kosher Halal,0.23175,8016-03-3,Davana-Öl,0.16856,142-62-1,Hexansäure kräftig,-0.15062,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12948,-0.9383,64-19-7,Essigsäure Halal Kosher,-0.14979,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.08926,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.5329,8016-03-3,Davana-Öl,-0.10081,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,64-19-7,Essigsäure Halal Kosher,0.08363,111-27-3,Hexanol Kosher Halal,-0.06918,-0.3765,64-19-7,Essigsäure Halal Kosher,-0.5604,107-92-6,Buttersäure Halal Kosher,-0.08364,3658-77-3,Furaneol Halal,0.0822,8016-03-3,Davana-Öl,0.08052,118-71-8,Maltol Kosher Halal,0.06181
187.482P,fresh,-2.14,54814-64-1,Massoialacton,-0.2306,105-54-4,Ethylbutyrat Kosher Halal,-0.18539,706-14-9,gamma-Decalacton Kosher Halal,-0.17583,119-36-8,Methylsalicylat Halal,-0.1573,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15425,-0.5482,6728-26-3,trans-2-Hexenal Kosher Halal,0.41762,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,54814-64-1,Massoialacton,-0.07899,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.271,6728-26-3,trans-2-Hexenal Kosher Halal,-0.17538,713-95-1,delta-Dodecalacton Halal,0.1396,119-36-8,Methylsalicylat Halal,0.13376,142-92-7,Hexylacetat Kosher Halal,0.12051,2445-77-4,2-Methylbutylisovalerat,0.09379,-0.7324,713-95-1,delta-Dodecalacton Halal,-0.23308,6728-26-3,trans-2-Hexenal Kosher Halal,-0.19037,119-36-8,Methylsalicylat Halal,-0.16548,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.15386,54814-64-1,Massoialacton,-0.14162
187.483P,fruity,0.3562,67-64-1,Aceton,1.25634,706-14-9,gamma-Decalacton Kosher Halal,-0.17358,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.15244,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.11755,142-62-1,Hexansäure kräftig,-0.11552,-0.9202,67-64-1,Aceton,-0.2214,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.08354,78-70-6,Linalool ex HO,-0.07571,-1.3022,67-64-1,Aceton,-0.8276,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.11327,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,0.9348,67-64-1,Aceton,0.65349,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.10181,3658-77-3,Furaneol Halal,0.07101,118-71-8,Maltol Kosher Halal,0.06181,7011-83-8,Lactojasmon,0.04582
187.507P,fruity,-0.6346,142-62-1,Hexansäure kräftig,0.24879,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,141-78-6,Ethylacetat Kosher Halal,-0.08336,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.06179,98-55-5,alpha-Terpineol Kosher Halal,-0.06168,10.784,110-93-0,Methylheptenon,1.5689,71-36-3,Butanol,1.5634,7212-44-4,Nerolidol,1.55477,2639-63-6,Hexylbutyrat Halal Kosher,1.54915,14901-07-6,beta-Ionon Halal Kosher,1.54551,-3.9494,110-93-0,Methylheptenon,-0.62521,71-36-3,Butanol,-0.62264,14901-07-6,beta-Ionon Halal Kosher,-0.62164,7212-44-4,Nerolidol,-0.62132,2639-63-6,Hexylbutyrat Halal Kosher,-0.60827,-1.5937,2639-63-6,Hexylbutyrat Halal Kosher,-0.33382,7212-44-4,Nerolidol,-0.3278,110-93-0,Methylheptenon,-0.3253,71-36-3,Butanol,-0.32218,14901-07-6,beta-Ionon Halal Kosher,-0.29526
187.519P,fresh,-0.1353,868-57-5,Methyl-2-methylbutyrat,0.16004,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.11931,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.10011,706-14-9,gamma-Decalacton Kosher Halal,0.09763,1754-62-7,Methyl-trans-cinnamat Halal,0.09504,-0.0839,100-52-7,Benzaldehyd Kosher Halal,0.2599,6728-26-3,trans-2-Hexenal Kosher Halal,0.14413,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13964,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.08038,0.2913,142-92-7,Hexylacetat Kosher Halal,0.26105,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.10119,659-70-1,Isoamylisovalerat Kosher Halal,0.09142,78-70-6,Linalool ex HO,-0.06141,868-57-5,Methyl-2-methylbutyrat,0.06113,-1.0678,868-57-5,Methyl-2-methylbutyrat,-0.41147,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.25182,100-52-7,Benzaldehyd Kosher Halal,-0.20808,142-92-7,Hexylacetat Kosher Halal,-0.08689,3658-77-3,Furaneol Halal,0.07943
187.521P,fruity,-1.0437,107-92-6,Buttersäure Halal Kosher,0.73099,105-54-4,Ethylbutyrat Kosher Halal,-0.19178,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.18496,706-14-9,gamma-Decalacton Kosher Halal,-0.18211,123-66-0,Ethylhexanoat Halal,-0.12719,-0.8544,107-92-6,Buttersäure Halal Kosher,-0.15545,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,85-91-6,Dimethylanthranilat,0.08143,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.4687,105-57-7,Acetal Halal,0.40398,85-91-6,Dimethylanthranilat,0.287,107-92-6,Buttersäure Halal Kosher,0.14025,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.08897,-0.0261,107-92-6,Buttersäure Halal Kosher,-0.50151,105-57-7,Acetal Halal,0.1047,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.09763,118-71-8,Maltol Kosher Halal,0.06181,3658-77-3,Furaneol Halal,0.0618
187.522P,fruity,-0.1275,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.28586,141-78-6,Ethylacetat Kosher Halal,0.17191,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.16924,142-62-1,Hexansäure kräftig,-0.1381,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12948,0.8939,513-86-0,Acetoin 50% in PG Kosher Halal,1.30695,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.15666,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0964,103-26-4,Methyl-trans-cinnamat,-0.09009,78-70-6,Linalool ex HO,-0.07571,-0.5185,513-86-0,Acetoin 50% in PG Kosher Halal,-0.55057,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.21241,124-07-2,Octansäure,0.16393,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,-1.2909,868-57-5,Methyl-2-methylbutyrat,-0.23988,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.19092,109-52-4,Valeriansäure Kosher Halal,-0.1855,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.17384,124-07-2,Octansäure,-0.14967
187.567P,fruity,-0.6498,142-92-7,Hexylacetat Kosher Halal,0.08895,141-78-6,Ethylacetat Kosher Halal,-0.08336,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.08186,105-54-4,Ethylbutyrat Kosher Halal,-0.07385,116-53-0,2-Methylbuttersäure Halal Kosher,-0.07256,-0.6343,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,3658-77-3,Furaneol Halal,0.05931,0.2804,142-92-7,Hexylacetat Kosher Halal,0.2536,66-25-1,Hexanal Kosher Halal,0.11226,3658-77-3,Furaneol Halal,0.07016,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,-0.1571,3658-77-3,Furaneol Halal,-0.14496,66-25-1,Hexanal Kosher Halal,0.09909,142-92-7,Hexylacetat Kosher Halal,-0.0844,7011-83-8,Lactojasmon,0.04582,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.03582
187.571P,fruity,2.6077,116-53-0,2-Methylbuttersäure Halal Kosher,0.67644,105-54-4,Ethylbutyrat Kosher Halal,0.597,118-71-8,Maltol Kosher Halal,0.58951,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.46115,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.33607,-0.5664,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.18417,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13728,623-42-7,Methylbutyrat Halal,0.13362,118-71-8,Maltol Kosher Halal,-0.11741,104-67-6,gamma-Undecalacton Halal,-0.11005,0.224,623-42-7,Methylbutyrat Halal,0.26807,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.24972,118-71-8,Maltol Kosher Halal,0.13352,105-54-4,Ethylbutyrat Kosher Halal,-0.11356,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.09948,-1.2555,118-71-8,Maltol Kosher Halal,-0.78541,623-42-7,Methylbutyrat Halal,0.27545,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.24757,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.22446,107-92-6,Buttersäure Halal Kosher,-0.14718
187.608P,fruity,1.6719,1754-62-7,Methyl-trans-cinnamat Halal,0.28566,108-64-5,Ethylisovalerat Kosher Halal,0.2509,142-92-7,Hexylacetat Kosher Halal,0.19665,706-14-9,gamma-Decalacton Kosher Halal,0.1748,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.15082,-0.7057,108-64-5,Ethylisovalerat Kosher Halal,-0.09549,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,3658-77-3,Furaneol Halal,0.08537,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.07865,1.2289,142-92-7,Hexylacetat Kosher Halal,0.56068,105-57-7,Acetal Halal,0.24056,2445-77-4,2-Methylbutylisovalerat,0.19069,659-70-1,Isoamylisovalerat Kosher Halal,0.18941,108-64-5,Ethylisovalerat Kosher Halal,0.10261,-1.4085,3658-77-3,Furaneol Halal,-0.20867,2445-77-4,2-Methylbutylisovalerat,-0.20086,142-92-7,Hexylacetat Kosher Halal,-0.18661,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.14183,108-64-5,Ethylisovalerat Kosher Halal,-0.1358
187.657P,fresh,0.4323,142-62-1,Hexansäure kräftig,0.41168,116-53-0,2-Methylbuttersäure Halal Kosher,0.36242,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.19221,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,105-54-4,Ethylbutyrat Kosher Halal,0.10316,-0.0735,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.22496,103-26-4,Methyl-trans-cinnamat,0.16768,111-27-3,Hexanol Kosher Halal,0.11192,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,142-62-1,Hexansäure kräftig,0.0874,0.2773,111-27-3,Hexanol Kosher Halal,0.4546,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.16302,142-92-7,Hexylacetat Kosher Halal,0.12994,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,142-62-1,Hexansäure kräftig,-0.08052,-0.1351,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.4057,3658-77-3,Furaneol Halal,0.0822,118-71-8,Maltol Kosher Halal,-0.07784,116-53-0,2-Methylbuttersäure Halal Kosher,0.06856,64-19-7,Essigsäure Halal Kosher,0.05695
187.662P,fruity,0.72,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.68692,123-66-0,Ethylhexanoat Halal,0.38235,108-64-5,Ethylisovalerat Kosher Halal,0.35567,3658-77-3,Furaneol Halal,0.16645,105-54-4,Ethylbutyrat Kosher Halal,0.1398,-0.8262,79-69-6,alpha-Iron,-0.34069,3658-77-3,Furaneol Halal,0.29374,108-64-5,Ethylisovalerat Kosher Halal,-0.13536,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,0.1718,3658-77-3,Furaneol Halal,0.3475,108-64-5,Ethylisovalerat Kosher Halal,0.14546,123-66-0,Ethylhexanoat Halal,-0.10503,85-91-6,Dimethylanthranilat,0.10257,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,-1.3171,79-69-6,alpha-Iron,-0.85225,3658-77-3,Furaneol Halal,-0.71798,108-64-5,Ethylisovalerat Kosher Halal,-0.19251,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15142,118-71-8,Maltol Kosher Halal,0.06181
187.694P,fruity,0.3961,7011-83-8,Lactojasmon,0.28189,142-62-1,Hexansäure kräftig,0.20553,1754-62-7,Methyl-trans-cinnamat Halal,0.12231,108-64-5,Ethylisovalerat Kosher Halal,0.10006,142-92-7,Hexylacetat Kosher Halal,0.08207,-2.1127,1632-73-1,Fenchol Halal,-0.28782,61931-81-5,cis-3-Hexenyllactat Halal,-0.28767,698-76-0,delta-Octalacton,-0.28743,7011-83-8,Lactojasmon,-0.1617,98-01-1,Furfural Halal,-0.15648,0.3977,142-92-7,Hexylacetat Kosher Halal,0.23398,105-57-7,Acetal Halal,0.10074,2445-77-4,2-Methylbutylisovalerat,0.08185,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,-4.4538,1632-73-1,Fenchol Halal,-0.75672,61931-81-5,cis-3-Hexenyllactat Halal,-0.75629,698-76-0,delta-Octalacton,-0.75542,7011-83-8,Lactojasmon,-0.58582,98-01-1,Furfural Halal,-0.40153
187.695P,fruity,-0.3555,7011-83-8,Lactojasmon,0.15163,105-54-4,Ethylbutyrat Kosher Halal,-0.09866,142-62-1,Hexansäure kräftig,0.07556,123-66-0,Ethylhexanoat Halal,-0.07404,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.06595,-1.5703,698-76-0,delta-Octalacton,-0.16366,61931-81-5,cis-3-Hexenyllactat Halal,-0.1613,1632-73-1,Fenchol Halal,-0.16101,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,0.1415,142-92-7,Hexylacetat Kosher Halal,0.14074,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,105-57-7,Acetal Halal,0.06044,2445-77-4,2-Methylbutylisovalerat,0.05095,-2.5027,698-76-0,delta-Octalacton,-0.43013,61931-81-5,cis-3-Hexenyllactat Halal,-0.42407,1632-73-1,Fenchol Halal,-0.42333,7011-83-8,Lactojasmon,-0.31512,98-01-1,Furfural Halal,-0.21967
187.746P,fresh,-1.1899,431-03-8,Diacetyl Halal,0.47925,821-55-6,2-Nonanon,-0.2964,105-54-4,Ethylbutyrat Kosher Halal,-0.15035,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12743,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,-0.0727,513-86-0,Acetoin 50% in PG Kosher Halal,0.2461,431-03-8,Diacetyl Halal,-0.116,821-55-6,2-Nonanon,0.08442,103-26-4,Methyl-trans-cinnamat,-0.06852,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.7317,431-03-8,Diacetyl Halal,-0.28368,821-55-6,2-Nonanon,-0.24441,111-27-3,Hexanol Kosher Halal,0.16845,513-86-0,Acetoin 50% in PG Kosher Halal,-0.10367,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,0.3993,431-03-8,Diacetyl Halal,0.17946,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10437,3658-77-3,Furaneol Halal,0.08044,110-43-0,2-Heptanon Halal,0.06849,821-55-6,2-Nonanon,0.06371
187.752P,fruity,-1.3218,334-48-5,Decansäure,-0.1403,105-54-4,Ethylbutyrat Kosher Halal,-0.13024,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.1268,123-66-0,Ethylhexanoat Halal,-0.10119,706-14-9,gamma-Decalacton Kosher Halal,-0.0886,-0.0482,98-55-5,alpha-Terpineol Kosher Halal,0.5231,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.1808,98-55-5,alpha-Terpineol Kosher Halal,-0.21172,111-27-3,Hexanol Kosher Halal,0.16242,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,3658-77-3,Furaneol Halal,0.07304,78-70-6,Linalool ex HO,-0.06141,-0.236,3658-77-3,Furaneol Halal,-0.15091,98-55-5,alpha-Terpineol Kosher Halal,-0.07072,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05695,7011-83-8,Lactojasmon,0.04582
187.753P,fruity,-1.2799,334-48-5,Decansäure,-0.1403,105-54-4,Ethylbutyrat Kosher Halal,-0.13024,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.1268,123-66-0,Ethylhexanoat Halal,-0.10119,706-14-9,gamma-Decalacton Kosher Halal,-0.0886,-0.4471,98-55-5,alpha-Terpineol Kosher Halal,0.12426,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.0193,111-27-3,Hexanol Kosher Halal,0.16242,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,3658-77-3,Furaneol Halal,0.07304,78-70-6,Linalool ex HO,-0.06141,98-55-5,alpha-Terpineol Kosher Halal,-0.05029,-0.1821,3658-77-3,Furaneol Halal,-0.15091,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05695,7011-83-8,Lactojasmon,0.04582,334-48-5,Decansäure,-0.04036
187.772,warm,0.1647,110-19-0,Isobutylacetat Halal,1.25336,123-92-2,Isoamylacetat Halal,0.39537,431-03-8,Diacetyl Halal,0.22196,105-54-4,Ethylbutyrat Kosher Halal,-0.21905,706-14-9,gamma-Decalacton Kosher Halal,-0.20066,0.6941,513-86-0,Acetoin 50% in PG Kosher Halal,1.04214,123-51-3,Isoamylalkohol Kosher Halal,0.47573,110-19-0,Isobutylacetat Halal,-0.14968,103-26-4,Methyl-trans-cinnamat,-0.09009,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,-4.4633,110-19-0,Isobutylacetat Halal,-1.13773,123-51-3,Isoamylalkohol Kosher Halal,-0.95494,123-92-2,Isoamylacetat Halal,-0.81826,513-86-0,Acetoin 50% in PG Kosher Halal,-0.43902,97-53-0,Eugenol Halal,-0.24963,5.8235,110-19-0,Isobutylacetat Halal,1.23576,97-53-0,Eugenol Halal,1.21398,123-92-2,Isoamylacetat Halal,1.15648,123-51-3,Isoamylalkohol Kosher Halal,1.11715,75-18-3,Dimethylsulfid,0.29429
187.773P,fruity,1.6088,539-82-2,Ethylvalerat,0.47413,142-92-7,Hexylacetat Kosher Halal,0.41589,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.40689,124-07-2,Octansäure,0.36449,140-11-4,Benzylacetat Halal,0.32732,0.03,140-11-4,Benzylacetat Halal,0.38116,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.22298,124-07-2,Octansäure,0.11771,142-92-7,Hexylacetat Kosher Halal,0.11395,539-82-2,Ethylvalerat,0.0996,3.5111,142-92-7,Hexylacetat Kosher Halal,1.18574,124-07-2,Octansäure,0.74386,539-82-2,Ethylvalerat,0.66085,2445-77-4,2-Methylbutylisovalerat,0.60546,140-11-4,Benzylacetat Halal,0.51877,-1.7345,124-07-2,Octansäure,-0.67916,2445-77-4,2-Methylbutylisovalerat,-0.63774,142-92-7,Hexylacetat Kosher Halal,-0.39464,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.27176,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14454
187.776,fruity,-1.0176,108-64-5,Ethylisovalerat Kosher Halal,0.39627,706-14-9,gamma-Decalacton Kosher Halal,-0.20066,103-37-7,Benzylbutyrat,-0.19702,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19492,105-54-4,Ethylbutyrat Kosher Halal,0.16747,-0.8467,103-37-7,Benzylbutyrat,-0.16577,108-64-5,Ethylisovalerat Kosher Halal,-0.15081,100-52-7,Benzaldehyd Kosher Halal,0.10475,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,-0.0839,103-37-7,Benzylbutyrat,-0.16301,108-64-5,Ethylisovalerat Kosher Halal,0.16206,119-36-8,Methylsalicylat Halal,0.09573,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,-0.2308,103-37-7,Benzylbutyrat,0.30507,108-64-5,Ethylisovalerat Kosher Halal,-0.21449,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.13674,3658-77-3,Furaneol Halal,-0.13391,119-36-8,Methylsalicylat Halal,-0.11843
187.783P,fruity,-1.2987,503-74-2,Isovaleriansäure Halal,0.24161,105-54-4,Ethylbutyrat Kosher Halal,-0.17808,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.14661,706-14-9,gamma-Decalacton Kosher Halal,-0.1334,142-62-1,Hexansäure kräftig,-0.12793,-0.9379,503-74-2,Isovaleriansäure Halal,-0.10249,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,7212-44-4,Nerolidol,-0.05926,-0.1892,105-57-7,Acetal Halal,0.07466,503-74-2,Isovaleriansäure Halal,-0.07384,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,142-92-7,Hexylacetat Kosher Halal,-0.06384,78-70-6,Linalool ex HO,-0.06141,0.1486,503-74-2,Isovaleriansäure Halal,-0.1041,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.10073,3658-77-3,Furaneol Halal,0.0822,2445-77-4,2-Methylbutylisovalerat,-0.06402,118-71-8,Maltol Kosher Halal,0.06181
