Rez.-Nr.,Dom_OT,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
187.786P,fruity,-0.6311,123-66-0,Ethylhexanoat Halal,0.2334,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12948,108-64-5,Ethylisovalerat Kosher Halal,0.12069,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.11231,-0.3721,100-52-7,Benzaldehyd Kosher Halal,0.24253,103-26-4,Methyl-trans-cinnamat,0.21458,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.7035,98-86-2,Acetophenon,-0.11842,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.0642,0.3176,100-52-7,Benzaldehyd Kosher Halal,-0.19417,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,3658-77-3,Furaneol Halal,0.0822,108-64-5,Ethylisovalerat Kosher Halal,-0.06533,98-86-2,Acetophenon,0.06366
187.787P,fruity,0.4481,105-54-4,Ethylbutyrat Kosher Halal,0.2468,123-66-0,Ethylhexanoat Halal,0.1905,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.09412,108-64-5,Ethylisovalerat Kosher Halal,0.0796,-0.0806,103-26-4,Methyl-trans-cinnamat,0.23401,8016-38-4,Neroli-Öl Tunisien,0.18471,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.6719,8016-38-4,Neroli-Öl Tunisien,0.51481,134-20-3,Methylanthranilat Halal,0.08966,142-92-7,Hexylacetat Kosher Halal,0.06394,78-70-6,Linalool ex HO,-0.06141,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05623,-0.0415,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.10445,8016-38-4,Neroli-Öl Tunisien,0.10135,3658-77-3,Furaneol Halal,0.0822,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.05054,7011-83-8,Lactojasmon,0.04582
187.791P,warm,-0.9375,142-62-1,Hexansäure kräftig,-0.15062,706-14-9,gamma-Decalacton Kosher Halal,-0.14248,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,116-53-0,2-Methylbuttersäure Halal Kosher,-0.08783,123-66-0,Ethylhexanoat Halal,-0.08563,-0.5314,103-26-4,Methyl-trans-cinnamat,0.28828,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07916,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.5625,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.05736,0.36,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14275,3658-77-3,Furaneol Halal,0.0822,118-71-8,Maltol Kosher Halal,0.06181,7011-83-8,Lactojasmon,0.04582,24851-98-7,Methyldihydrojasmonat,0.03484
187.796P,fruity,6.5154,116-53-0,2-Methylbuttersäure Halal Kosher,0.77969,142-62-1,Hexansäure kräftig,0.73806,659-70-1,Isoamylisovalerat Kosher Halal,0.70272,2305-05-7,gamma-Dodecalacton Halal,0.67876,1754-62-7,Methyl-trans-cinnamat Halal,0.62493,2.0045,28664-35-9,Sotolon Halal,0.49626,66-25-1,Hexanal Kosher Halal,0.40358,78-70-6,Linalool ex HO,0.29215,2305-05-7,gamma-Dodecalacton Halal,0.27445,71-23-8,Propanol Halal,0.24246,7.9251,659-70-1,Isoamylisovalerat Kosher Halal,1.36278,2305-05-7,gamma-Dodecalacton Halal,1.3228,28664-35-9,Sotolon Halal,1.24894,71-23-8,Propanol Halal,1.21843,66-25-1,Hexanal Kosher Halal,0.98241,3.3683,28664-35-9,Sotolon Halal,1.04407,66-25-1,Hexanal Kosher Halal,0.86715,2305-05-7,gamma-Dodecalacton Halal,0.63949,71-23-8,Propanol Halal,0.61809,1754-62-7,Methyl-trans-cinnamat Halal,-0.16276
187.799P,fruity,-1.0844,105-54-4,Ethylbutyrat Kosher Halal,-0.13545,123-66-0,Ethylhexanoat Halal,-0.11539,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.10063,706-14-9,gamma-Decalacton Kosher Halal,-0.0982,-0.2397,103-26-4,Methyl-trans-cinnamat,0.09406,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,3658-77-3,Furaneol Halal,0.07777,6728-26-3,trans-2-Hexenal Kosher Halal,0.06502,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.0663,3658-77-3,Furaneol Halal,0.09201,111-27-3,Hexanol Kosher Halal,0.08496,78-70-6,Linalool ex HO,-0.04498,105-57-7,Acetal Halal,-0.04154,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.03845,-0.0217,3658-77-3,Furaneol Halal,-0.1901,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.0537,7011-83-8,Lactojasmon,0.04582,24851-98-7,Methyldihydrojasmonat,0.03484,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.03456
187.800P,fruity,-1.4534,105-54-4,Ethylbutyrat Kosher Halal,-0.1584,142-62-1,Hexansäure kräftig,-0.15062,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,123-66-0,Ethylhexanoat Halal,-0.10629,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.09924,-0.9211,103-26-4,Methyl-trans-cinnamat,-0.09009,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,513-86-0,Acetoin 50% in PG Kosher Halal,-0.07754,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.4641,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06229,0.2527,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,3658-77-3,Furaneol Halal,0.06294,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959,64-19-7,Essigsäure Halal Kosher,0.05695,106-27-4,Isoamylbutyrat Halal,-0.04752
187.826P,fruity,-1.9919,105-54-4,Ethylbutyrat Kosher Halal,-0.21894,706-14-9,gamma-Decalacton Kosher Halal,-0.20017,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19489,142-62-1,Hexansäure kräftig,-0.14926,123-66-0,Ethylhexanoat Halal,-0.13957,-0.878,103-26-4,Methyl-trans-cinnamat,-0.08971,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08551,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.4951,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06885,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06197,0.4381,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15421,3658-77-3,Furaneol Halal,0.08219,118-71-8,Maltol Kosher Halal,0.06181,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959,64-19-7,Essigsäure Halal Kosher,0.05695
187.829P,fruity,-0.6333,142-62-1,Hexansäure kräftig,0.36842,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19492,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,706-14-9,gamma-Decalacton Kosher Halal,-0.1079,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.08922,-0.317,103-26-4,Methyl-trans-cinnamat,0.20142,111-27-3,Hexanol Kosher Halal,0.11608,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,142-62-1,Hexansäure kräftig,0.07822,78-70-6,Linalool ex HO,-0.07571,-0.1853,111-27-3,Hexanol Kosher Halal,0.4715,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,142-62-1,Hexansäure kräftig,-0.07206,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,0.5746,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.10304,3658-77-3,Furaneol Halal,0.06746,118-71-8,Maltol Kosher Halal,0.06181,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959,111-27-3,Hexanol Kosher Halal,0.05784
187.834P,fruity,2.8465,5471-51-2,Himbeerketon Halal,0.75496,108-64-5,Ethylisovalerat Kosher Halal,0.45768,105-37-3,Ethylpropionat Halal,0.35385,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.31177,64-19-7,Essigsäure Halal Kosher,0.31018,-1.2779,108-64-5,Ethylisovalerat Kosher Halal,-0.17418,5471-51-2,Himbeerketon Halal,-0.16604,105-37-3,Ethylpropionat Halal,-0.15339,64-19-7,Essigsäure Halal Kosher,-0.13168,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.12029,0.7385,105-37-3,Ethylpropionat Halal,0.39423,659-70-1,Isoamylisovalerat Kosher Halal,0.19378,108-64-5,Ethylisovalerat Kosher Halal,0.18718,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.1631,106-27-4,Isoamylbutyrat Halal,0.1398,-2.0268,5471-51-2,Himbeerketon Halal,-0.53796,64-19-7,Essigsäure Halal Kosher,-0.49265,105-37-3,Ethylpropionat Halal,-0.39799,106-27-4,Isoamylbutyrat Halal,-0.28186,108-64-5,Ethylisovalerat Kosher Halal,-0.24773
187.843P,fruity,-1.0655,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.1072,105-54-4,Ethylbutyrat Kosher Halal,-0.09829,123-66-0,Ethylhexanoat Halal,-0.08887,116-53-0,2-Methylbuttersäure Halal Kosher,-0.08317,-0.4542,111-27-3,Hexanol Kosher Halal,0.16441,103-26-4,Methyl-trans-cinnamat,0.08179,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07927,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,0.5222,111-27-3,Hexanol Kosher Halal,0.66783,659-70-1,Isoamylisovalerat Kosher Halal,0.12891,142-92-7,Hexylacetat Kosher Halal,-0.07387,78-70-6,Linalool ex HO,-0.06141,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.05744,0.3332,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14295,111-27-3,Hexanol Kosher Halal,0.08192,3658-77-3,Furaneol Halal,0.06764,118-71-8,Maltol Kosher Halal,0.06181,105-37-3,Ethylpropionat Halal,-0.04957
187.870P,fruity,-0.5348,706-14-9,gamma-Decalacton Kosher Halal,-0.12623,142-62-1,Hexansäure kräftig,-0.12489,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.12206,123-66-0,Ethylhexanoat Halal,-0.11733,107-92-6,Buttersäure Halal Kosher,0.09137,-0.8429,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,7212-44-4,Nerolidol,-0.05926,-0.1915,2445-77-4,2-Methylbutylisovalerat,0.14505,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,-0.3798,2445-77-4,2-Methylbutylisovalerat,-0.15278,24851-98-7,Methyldihydrojasmonat,-0.08276,118-71-8,Maltol Kosher Halal,-0.06928,107-92-6,Buttersäure Halal Kosher,-0.06269,64-19-7,Essigsäure Halal Kosher,0.05695
187.871P,fruity,1.4105,706-14-9,gamma-Decalacton Kosher Halal,0.51651,7011-83-8,Lactojasmon,0.26018,2445-77-4,2-Methylbutylisovalerat,0.2349,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.21822,108-64-5,Ethylisovalerat Kosher Halal,0.21314,-0.4291,100-52-7,Benzaldehyd Kosher Halal,0.63629,24851-98-7,Methyldihydrojasmonat,-0.21992,7011-83-8,Lactojasmon,-0.14925,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.11959,103-26-4,Methyl-trans-cinnamat,-0.09009,1.9882,2445-77-4,2-Methylbutylisovalerat,0.67911,142-92-7,Hexylacetat Kosher Halal,0.53954,24851-98-7,Methyldihydrojasmonat,0.19249,659-70-1,Isoamylisovalerat Kosher Halal,0.19176,106-27-4,Isoamylbutyrat Halal,0.17137,-3.9664,24851-98-7,Methyldihydrojasmonat,-0.95148,2445-77-4,2-Methylbutylisovalerat,-0.71532,7011-83-8,Lactojasmon,-0.5407,100-52-7,Benzaldehyd Kosher Halal,-0.50942,106-27-4,Isoamylbutyrat Halal,-0.3455
187.885P,warm,-1.0731,142-62-1,Hexansäure kräftig,-0.15062,2432-51-1,S-(Methylthio)butyrat,-0.13945,1754-62-7,Methyl-trans-cinnamat Halal,-0.08975,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.0869,2305-05-7,gamma-Dodecalacton Halal,0.08424,-1.2112,3142-72-1,2-Methyl-2-pentensäure,-0.18912,2432-51-1,S-(Methylthio)butyrat,-0.18573,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,-0.497,2305-05-7,gamma-Dodecalacton Halal,0.16417,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,2432-51-1,S-(Methylthio)butyrat,-0.08809,3142-72-1,2-Methyl-2-pentensäure,-0.08512,-0.2593,3142-72-1,2-Methyl-2-pentensäure,-0.20427,2432-51-1,S-(Methylthio)butyrat,-0.15591,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.13648,2305-05-7,gamma-Dodecalacton Halal,0.07937,118-71-8,Maltol Kosher Halal,-0.06684
187.886P,fruity,-0.2229,105-54-4,Ethylbutyrat Kosher Halal,0.3472,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.19379,141-78-6,Ethylacetat Kosher Halal,0.19053,107-92-6,Buttersäure Halal Kosher,0.18821,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12948,0.0112,617-35-6,Ethylpyruvat,0.44321,103-26-4,Methyl-trans-cinnamat,0.23243,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,0.0888,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,0.9028,617-35-6,Ethylpyruvat,1.27495,134-20-3,Methylanthranilat Halal,0.1155,105-57-7,Acetal Halal,0.11259,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,0.9485,617-35-6,Ethylpyruvat,0.30063,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,107-92-6,Buttersäure Halal Kosher,-0.12912,100-51-6,Benzylalkohol Halal,0.10136,118-71-8,Maltol Kosher Halal,0.06181
187.892P,fruity,13.5302,1754-62-7,Methyl-trans-cinnamat Halal,1.78635,624-41-9,2-Methylbutylacetat Kosher Halal,1.41461,706-14-9,gamma-Decalacton Kosher Halal,1.3637,141-78-6,Ethylacetat Kosher Halal,1.36013,142-62-1,Hexansäure kräftig,1.17464,-1.6486,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.46832,7011-83-8,Lactojasmon,-0.28624,1754-62-7,Methyl-trans-cinnamat Halal,-0.28016,142-62-1,Hexansäure kräftig,0.24938,624-41-9,2-Methylbutylacetat Kosher Halal,-0.24575,-1.1316,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.635,141-78-6,Ethylacetat Kosher Halal,-0.40127,142-62-1,Hexansäure kräftig,-0.22974,624-41-9,2-Methylbutylacetat Kosher Halal,-0.21105,105-54-4,Ethylbutyrat Kosher Halal,-0.20583,-4.0226,7011-83-8,Lactojasmon,-1.03698,5471-51-2,Himbeerketon Halal,-0.71207,624-41-9,2-Methylbutylacetat Kosher Halal,-0.70261,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.57077,1754-62-7,Methyl-trans-cinnamat Halal,-0.46526
187.893P,fruity,-0.5864,503-74-2,Isovaleriansäure Halal,0.19329,706-14-9,gamma-Decalacton Kosher Halal,-0.17685,5471-51-2,Himbeerketon Halal,0.17029,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,-0.15071,118-71-8,Maltol Kosher Halal,0.13085,-0.9593,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,503-74-2,Isovaleriansäure Halal,-0.08199,3658-77-3,Furaneol Halal,0.08044,78-70-6,Linalool ex HO,-0.07571,0.2968,2445-77-4,2-Methylbutylisovalerat,0.23773,105-57-7,Acetal Halal,0.13155,3658-77-3,Furaneol Halal,0.09516,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,-1.0523,2445-77-4,2-Methylbutylisovalerat,-0.25041,3658-77-3,Furaneol Halal,-0.19661,118-71-8,Maltol Kosher Halal,-0.17433,5471-51-2,Himbeerketon Halal,-0.12134,503-74-2,Isovaleriansäure Halal,-0.08328
187.894P,fruity,2.574,659-70-1,Isoamylisovalerat Kosher Halal,0.33368,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.30852,78-70-6,Linalool ex HO,0.28866,106-33-2,Ethyllaurat,0.27737,8016-38-4,Neroli-Öl Tunisien,0.27665,7.091,78-70-6,Linalool ex HO,1.65447,106-33-2,Ethyllaurat,1.0218,8016-38-4,Neroli-Öl Tunisien,0.98345,134-20-3,Methylanthranilat Halal,0.81528,617-35-6,Ethylpyruvat,0.74124,17.044,106-33-2,Ethyllaurat,2.81981,8016-38-4,Neroli-Öl Tunisien,2.74096,134-20-3,Methylanthranilat Halal,2.36984,617-35-6,Ethylpyruvat,2.13227,78-70-6,Linalool ex HO,1.34194,2.9011,78-70-6,Linalool ex HO,0.7099,106-33-2,Ethyllaurat,0.56098,110-38-3,Ethyldecanoat Halal,0.56001,8016-38-4,Neroli-Öl Tunisien,0.53961,617-35-6,Ethylpyruvat,0.50278
187.895P,fruity,1.2734,123-66-0,Ethylhexanoat Halal,0.96302,121-33-5,Vanillin ex Eugenol,0.42091,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.2325,105-54-4,Ethylbutyrat Kosher Halal,0.22066,140-11-4,Benzylacetat Halal,0.14305,0.1033,103-26-4,Methyl-trans-cinnamat,0.52436,513-86-0,Acetoin 50% in PG Kosher Halal,0.22157,121-33-5,Vanillin ex Eugenol,-0.17393,140-11-4,Benzylacetat Halal,0.16658,100-51-6,Benzylalkohol Halal,-0.09492,-0.9709,123-66-0,Ethylhexanoat Halal,-0.26454,140-11-4,Benzylacetat Halal,0.22671,100-51-6,Benzylalkohol Halal,-0.20414,121-33-5,Vanillin ex Eugenol,-0.16059,142-92-7,Hexylacetat Kosher Halal,-0.09334,0.7776,100-51-6,Benzylalkohol Halal,0.5061,123-66-0,Ethylhexanoat Halal,0.14484,118-71-8,Maltol Kosher Halal,0.06181,103-26-4,Methyl-trans-cinnamat,0.05479,64-19-7,Essigsäure Halal Kosher,0.05442
187.896P,fruity,-0.0501,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.36786,706-14-9,gamma-Decalacton Kosher Halal,0.1426,104-67-6,gamma-Undecalacton Halal,0.13159,142-62-1,Hexansäure kräftig,-0.12987,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.08922,-1.0774,104-67-6,gamma-Undecalacton Halal,-0.14951,103-26-4,Methyl-trans-cinnamat,-0.09009,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06482,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.5705,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,78-70-6,Linalool ex HO,-0.06141,-0.1412,7011-83-8,Lactojasmon,-0.13465,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.11689,104-67-6,gamma-Undecalacton Halal,-0.11358,118-71-8,Maltol Kosher Halal,-0.0928,3658-77-3,Furaneol Halal,0.0822
187.897P,fruity,-0.7908,142-62-1,Hexansäure kräftig,-0.15062,116-53-0,2-Methylbuttersäure Halal Kosher,-0.12896,141-78-6,Ethylacetat Kosher Halal,-0.08329,706-14-9,gamma-Decalacton Kosher Halal,0.05484,108-64-5,Ethylisovalerat Kosher Halal,-0.05175,-0.7492,103-26-4,Methyl-trans-cinnamat,-0.09009,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,7212-44-4,Nerolidol,-0.05926,-0.4602,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,105-57-7,Acetal Halal,-0.04154,0.1221,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05687,3658-77-3,Furaneol Halal,0.03643,24851-98-7,Methyldihydrojasmonat,0.03484,78-70-6,Linalool ex HO,-0.03249
187.907,fruity,-1.1436,142-62-1,Hexansäure kräftig,-0.15062,105-54-4,Ethylbutyrat Kosher Halal,-0.14826,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,123-66-0,Ethylhexanoat Halal,-0.10106,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.05997,-0.6916,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,78-70-6,Linalool ex HO,-0.07571,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.07019,14901-07-6,beta-Ionon Halal Kosher,-0.06469,123-51-3,Isoamylalkohol Kosher Halal,0.06353,-0.5735,123-51-3,Isoamylalkohol Kosher Halal,-0.12753,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,78-70-6,Linalool ex HO,-0.06141,0.4431,123-51-3,Isoamylalkohol Kosher Halal,0.14919,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.12659,3658-77-3,Furaneol Halal,0.07821,118-71-8,Maltol Kosher Halal,0.06181,64-19-7,Essigsäure Halal Kosher,0.05329
187.914P,warm,-0.3168,118-71-8,Maltol Kosher Halal,0.1714,123-66-0,Ethylhexanoat Halal,-0.14024,79-09-4,Propionsäure Kosher Halal,0.12609,97-62-1,Ethylisobutyrat Halal,0.12163,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,-0.6837,103-26-4,Methyl-trans-cinnamat,0.28298,97-62-1,Ethylisobutyrat Halal,-0.10116,513-86-0,Acetoin 50% in PG Kosher Halal,-0.0895,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,78-70-6,Linalool ex HO,-0.07571,-0.686,97-62-1,Ethylisobutyrat Halal,-0.17838,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,0.1896,118-71-8,Maltol Kosher Halal,-0.22835,97-62-1,Ethylisobutyrat Halal,0.17665,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,79-09-4,Propionsäure Kosher Halal,-0.07966,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959
187.916P,fruity,-1.4739,105-54-4,Ethylbutyrat Kosher Halal,-0.1584,142-62-1,Hexansäure kräftig,-0.15062,1754-62-7,Methyl-trans-cinnamat Halal,-0.11516,123-66-0,Ethylhexanoat Halal,-0.10629,116-53-0,2-Methylbuttersäure Halal Kosher,-0.1046,-0.9148,103-26-4,Methyl-trans-cinnamat,-0.09009,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.08596,513-86-0,Acetoin 50% in PG Kosher Halal,-0.07754,78-70-6,Linalool ex HO,-0.07571,14901-07-6,beta-Ionon Halal Kosher,-0.06469,-0.4576,142-92-7,Hexylacetat Kosher Halal,-0.09334,659-70-1,Isoamylisovalerat Kosher Halal,-0.09099,111-27-3,Hexanol Kosher Halal,-0.06918,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.06629,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.06229,0.2528,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.15502,3658-77-3,Furaneol Halal,0.06294,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.05959,64-19-7,Essigsäure Halal Kosher,0.05695,106-27-4,Isoamylbutyrat Halal,-0.04752
