Rez.-Nr.,Dom_OT,PC1_score,PC1_top1_cas,PC1_top1_name,PC1_top1_contrib,PC1_top2_cas,PC1_top2_name,PC1_top2_contrib,PC1_top3_cas,PC1_top3_name,PC1_top3_contrib,PC1_top4_cas,PC1_top4_name,PC1_top4_contrib,PC1_top5_cas,PC1_top5_name,PC1_top5_contrib,PC2_score,PC2_top1_cas,PC2_top1_name,PC2_top1_contrib,PC2_top2_cas,PC2_top2_name,PC2_top2_contrib,PC2_top3_cas,PC2_top3_name,PC2_top3_contrib,PC2_top4_cas,PC2_top4_name,PC2_top4_contrib,PC2_top5_cas,PC2_top5_name,PC2_top5_contrib,PC3_score,PC3_top1_cas,PC3_top1_name,PC3_top1_contrib,PC3_top2_cas,PC3_top2_name,PC3_top2_contrib,PC3_top3_cas,PC3_top3_name,PC3_top3_contrib,PC3_top4_cas,PC3_top4_name,PC3_top4_contrib,PC3_top5_cas,PC3_top5_name,PC3_top5_contrib,PC4_score,PC4_top1_cas,PC4_top1_name,PC4_top1_contrib,PC4_top2_cas,PC4_top2_name,PC4_top2_contrib,PC4_top3_cas,PC4_top3_name,PC4_top3_contrib,PC4_top4_cas,PC4_top4_name,PC4_top4_contrib,PC4_top5_cas,PC4_top5_name,PC4_top5_contrib
186.950P,fruity,-1.821,7011-83-8,Lactojasmon,-0.17469,79-69-6,alpha-Iron,-0.16613,698-76-0,delta-Octalacton,-0.16058,61931-81-5,cis-3-Hexenyllactat Halal,-0.16056,1632-73-1,Fenchol Halal,-0.16056,-0.4993,142-62-1,Hexansäure kräftig,-0.09419,98-01-1,Furfural Halal,-0.05901,7011-83-8,Lactojasmon,-0.05688,118-71-8,Maltol Kosher Halal,0.05041,24851-98-7,Methyldihydrojasmonat,-0.0488,-2.0538,66-25-1,Hexanal Kosher Halal,0.39538,24851-98-7,Methyldihydrojasmonat,-0.35931,7011-83-8,Lactojasmon,-0.3213,98-01-1,Furfural Halal,-0.25353,1632-73-1,Fenchol Halal,-0.23507,4.6261,24851-98-7,Methyldihydrojasmonat,0.72202,7011-83-8,Lactojasmon,0.69194,1632-73-1,Fenchol Halal,0.56222,61931-81-5,cis-3-Hexenyllactat Halal,0.56221,698-76-0,delta-Octalacton,0.56216
186.981P,fruity,-0.2154,78-70-6,Linalool ex HO,0.25562,120-51-4,Benzylbenzoat Halal,-0.03574,100-52-7,Benzaldehyd Kosher Halal,-0.03394,141-78-6,Ethylacetat Kosher Halal,-0.03054,60-12-8,Phenethylalkohol Halal,-0.03,-0.5184,78-70-6,Linalool ex HO,-0.22194,1365-19-1,Linalooloxid,-0.09425,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.05354,8008-56-8,Zitronen-Öl italienisch Kosher Hala,-0.0482,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,-0.22,78-70-6,Linalool ex HO,0.18484,659-70-1,Isoamylisovalerat Kosher Halal,-0.13246,100-52-7,Benzaldehyd Kosher Halal,-0.09513,106-27-4,Isoamylbutyrat Halal,-0.06235,66-25-1,Hexanal Kosher Halal,-0.06231,0.5853,659-70-1,Isoamylisovalerat Kosher Halal,0.36442,100-52-7,Benzaldehyd Kosher Halal,0.20734,106-27-4,Isoamylbutyrat Halal,0.17032,1365-19-1,Linalooloxid,0.13276,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.09864
186.985P,fruity,0.9032,7786-61-0,4-Vinylguajacol 1% in PG,0.92953,101-97-3,Ethylphenylacetat,0.07694,89-78-1,L-Menthol ex Minze,0.07694,123-68-2,Allylhexanoat,0.07694,102-19-2,Isoamylphenylacetat,0.07694,-1.4242,7786-61-0,4-Vinylguajacol 1% in PG,-0.67181,102-19-2,Isoamylphenylacetat,-0.13243,89-78-1,L-Menthol ex Minze,-0.13243,101-97-3,Ethylphenylacetat,-0.13243,123-68-2,Allylhexanoat,-0.13243,0.1631,66-25-1,Hexanal Kosher Halal,-0.06231,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05091,105-54-4,Ethylbutyrat Kosher Halal,0.05079,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,-3.5828,123-25-1,Diethylsuccinat,-0.43692,101-97-3,Ethylphenylacetat,-0.42987,102-19-2,Isoamylphenylacetat,-0.42987,89-78-1,L-Menthol ex Minze,-0.42987,123-68-2,Allylhexanoat,-0.42987
187.004P,fresh,31.7756,120-51-4,Benzylbenzoat Halal,2.73899,97-53-0,Eugenol Halal,2.71725,124-19-6,Nonanal,2.70673,90045-28-6,Wintergrün-Öl China,2.70673,1192-62-7,2-Acetylfuran,2.70673,-20.7083,124-19-6,Nonanal,-1.92558,90045-28-6,Wintergrün-Öl China,-1.92558,1192-62-7,2-Acetylfuran,-1.92558,119-84-6,Dihydrocoumarin,-1.92558,123-35-3,Myrcen,-1.92558,0.1079,60-12-8,Phenethylalkohol Halal,-0.38255,78-70-6,Linalool ex HO,0.27452,141-78-6,Ethylacetat Kosher Halal,0.16256,120-51-4,Benzylbenzoat Halal,0.10278,122-78-1 /  64-17-5,Phenylacetaldehyd 10% in Ethanol,0.07338,-1.8021,60-12-8,Phenethylalkohol Halal,0.95301,7786-61-0,4-Vinylguajacol 1% in PG,-0.33531,97-53-0,Eugenol Halal,-0.25605,122-78-1 /  64-17-5,Phenylacetaldehyd 10% in Ethanol,-0.25538,124-19-6,Nonanal,-0.21622
187.015P,fruity,-1.5347,66-25-1,Hexanal Kosher Halal,-0.17305,78-70-6,Linalool ex HO,0.15903,623-42-7,Methylbutyrat Halal,-0.15054,28664-35-9,Sotolon Halal,-0.13412,539-90-2,Isobutylbutyrat Kosher Halal,-0.13073,-2.4151,110-38-3,Ethyldecanoat Halal,-0.24391,539-90-2,Isobutylbutyrat Kosher Halal,-0.22458,20702-77-6,Neohesperidindihydrochalcon FMP Hal,-0.22458,106-24-1,Geraniol Halal Kosher,-0.22458,106-25-2,Nerol Halal Kosher,-0.22458,31.537,539-90-2,Isobutylbutyrat Kosher Halal,3.46952,20702-77-6,Neohesperidindihydrochalcon FMP Hal,3.46952,106-24-1,Geraniol Halal Kosher,3.46952,106-25-2,Nerol Halal Kosher,3.46952,623-42-7,Methylbutyrat Halal,3.31966,10.6188,539-90-2,Isobutylbutyrat Kosher Halal,1.27404,20702-77-6,Neohesperidindihydrochalcon FMP Hal,1.27404,106-24-1,Geraniol Halal Kosher,1.27404,106-25-2,Nerol Halal Kosher,1.27404,110-38-3,Ethyldecanoat Halal,1.23863
187.061P,fruity,-1.0403,3658-77-3,Furaneol Halal,-0.15015,710-04-3,delta-Undecalacton Halal Kosher,-0.09269,14400-67-0,Mango furanon,-0.08862,106-70-7,Methylhexanoat,-0.06724,141-78-6,Ethylacetat Kosher Halal,-0.04146,-0.1798,106-70-7,Methylhexanoat,-0.08597,108-64-5,Ethylisovalerat Kosher Halal,0.06012,623-42-7,Methylbutyrat Halal,-0.04519,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,141-78-6,Ethylacetat Kosher Halal,0.03582,1.4207,106-70-7,Methylhexanoat,0.88886,623-42-7,Methylbutyrat Halal,0.69633,14400-67-0,Mango furanon,0.1563,710-04-3,delta-Undecalacton Halal Kosher,0.14072,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.10009,1.6928,106-70-7,Methylhexanoat,0.5465,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.27647,623-42-7,Methylbutyrat Halal,0.25951,710-04-3,delta-Undecalacton Halal Kosher,0.23424,14400-67-0,Mango furanon,0.20311
187.064P,fruity,-0.2981,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.09829,108-64-5,Ethylisovalerat Kosher Halal,0.06632,103-26-4,Methyl-trans-cinnamat,0.05515,3658-77-3,Furaneol Halal,-0.04355,120-51-4,Benzylbenzoat Halal,-0.03574,-0.217,108-64-5,Ethylisovalerat Kosher Halal,0.13576,106-27-4,Isoamylbutyrat Halal,-0.08559,103-26-4,Methyl-trans-cinnamat,-0.0837,706-14-9,gamma-Decalacton Kosher Halal,-0.05923,120-72-9,Indol Halal,-0.04714,-1.0034,106-27-4,Isoamylbutyrat Halal,-0.42932,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.135,103-26-4,Methyl-trans-cinnamat,-0.09041,108-64-5,Ethylisovalerat Kosher Halal,-0.07903,105-54-4,Ethylbutyrat Kosher Halal,-0.06362,1.0923,106-27-4,Isoamylbutyrat Halal,1.17282,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.26806,108-64-5,Ethylisovalerat Kosher Halal,0.20348,706-14-9,gamma-Decalacton Kosher Halal,0.14749,103-26-4,Methyl-trans-cinnamat,0.12889
187.119P,odorless,-0.5891,91722-21-3,Stevia-Aroma (FMP; 4% Reb A; MD) Ha,-0.05018,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,-0.0661,108-64-5,Ethylisovalerat Kosher Halal,-0.04096,141-78-6,Ethylacetat Kosher Halal,0.03582,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03509,0.1226,105-54-4,Ethylbutyrat Kosher Halal,0.05619,66-25-1,Hexanal Kosher Halal,-0.05553,123-86-4,Butylacetat Kosher Halal,-0.04821,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04737,142-92-7,Hexylacetat Kosher Halal,0.03716,-1.2543,91722-21-3,Stevia-Aroma (FMP; 4% Reb A; MD) Ha,-0.15049,142-92-7,Hexylacetat Kosher Halal,-0.10231,659-70-1,Isoamylisovalerat Kosher Halal,-0.08318,706-14-9,gamma-Decalacton Kosher Halal,-0.07399,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07165
187.167P,fruity,-0.3644,110-19-0,Isobutylacetat Halal,0.09877,141-78-6,Ethylacetat Kosher Halal,0.09409,105-54-4,Ethylbutyrat Kosher Halal,-0.04102,120-51-4,Benzylbenzoat Halal,-0.03574,103-36-6,Ethylcinnamat Halal,-0.03481,0.1174,110-19-0,Isobutylacetat Halal,0.16055,141-78-6,Ethylacetat Kosher Halal,-0.0813,116-53-0,2-Methylbuttersäure Halal Kosher,0.07777,105-54-4,Ethylbutyrat Kosher Halal,-0.03724,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.3855,105-54-4,Ethylbutyrat Kosher Halal,-0.1553,123-66-0,Ethylhexanoat Halal,-0.13331,66-25-1,Hexanal Kosher Halal,-0.06231,103-36-6,Ethylcinnamat Halal,-0.05722,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05092,-1.368,103-36-6,Ethylcinnamat Halal,-0.1882,8016-03-3,Davana-Öl,-0.16134,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07492
187.246P,fruity,-0.2543,141-78-6,Ethylacetat Kosher Halal,0.18934,110-19-0,Isobutylacetat Halal,0.09741,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,-0.1046,141-78-6,Ethylacetat Kosher Halal,-0.16361,110-19-0,Isobutylacetat Halal,0.15835,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,0.5349,66-25-1,Hexanal Kosher Halal,0.40544,141-78-6,Ethylacetat Kosher Halal,0.07999,123-86-4,Butylacetat Kosher Halal,-0.04821,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.04509,142-92-7,Hexylacetat Kosher Halal,0.042,-0.9588,66-25-1,Hexanal Kosher Halal,0.13122,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.07492,142-62-1,Hexansäure kräftig,0.07292
187.365,fruity,-0.3401,118-71-8,Maltol Kosher Halal,0.10588,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.09832,3658-77-3,Furaneol Halal,-0.04826,141-78-6,Ethylacetat Kosher Halal,-0.04069,120-51-4,Benzylbenzoat Halal,-0.03574,0.1193,118-71-8,Maltol Kosher Halal,0.20901,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,141-78-6,Ethylacetat Kosher Halal,0.03516,-0.6649,118-71-8,Maltol Kosher Halal,-0.1873,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,-0.15638,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.13504,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,0.4526,2305-21-7,trans-2-Hexen-1-ol Halal Kosher,0.43196,118-71-8,Maltol Kosher Halal,0.3694,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.26813,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,142-92-7,Hexylacetat Kosher Halal,0.08031
187.414P,odorless,-0.5677,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,64-19-7,Essigsäure Halal Kosher,-0.02754,68647-72-3,Orangenterpene,-0.02658,-0.0629,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,64-19-7,Essigsäure Halal Kosher,0.03122,0.0071,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,659-70-1,Isoamylisovalerat Kosher Halal,0.03866,623-42-7,Methylbutyrat Halal,-0.0361,-1.3077,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,64-19-7,Essigsäure Halal Kosher,-0.08602,108-64-5,Ethylisovalerat Kosher Halal,-0.07067,106-27-4,Isoamylbutyrat Halal,-0.06688
187.482P,fruity,0.7544,60-12-8,Phenethylalkohol Halal,0.70131,108-64-5,Ethylisovalerat Kosher Halal,0.07632,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.07582,54814-64-1,Massoialacton,0.06426,713-95-1,delta-Dodecalacton Halal,0.06225,-1.6909,60-12-8,Phenethylalkohol Halal,-0.51751,713-95-1,delta-Dodecalacton Halal,-0.15824,54814-64-1,Massoialacton,-0.15723,119-36-8,Methylsalicylat Halal,-0.15707,108-64-5,Ethylisovalerat Kosher Halal,0.15624,-6.6296,713-95-1,delta-Dodecalacton Halal,-0.7311,54814-64-1,Massoialacton,-0.72935,119-36-8,Methylsalicylat Halal,-0.7048,6728-26-3,trans-2-Hexenal Kosher Halal,-0.62473,27625-35-0,Isoamyl-2-methylbutyrat,-0.58881,17.6954,713-95-1,delta-Dodecalacton Halal,2.12505,54814-64-1,Massoialacton,2.1231,119-36-8,Methylsalicylat Halal,2.09314,6728-26-3,trans-2-Hexenal Kosher Halal,1.77311,27625-35-0,Isoamyl-2-methylbutyrat,1.61976
187.483P,fruity,0.0439,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.17652,141-78-6,Ethylacetat Kosher Halal,0.16521,110-19-0,Isobutylacetat Halal,0.11564,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,0.076,110-19-0,Isobutylacetat Halal,0.18798,141-78-6,Ethylacetat Kosher Halal,-0.14276,116-53-0,2-Methylbuttersäure Halal Kosher,0.07844,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,97-62-1,Ethylisobutyrat Halal,-0.03581,-0.5199,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.24244,105-54-4,Ethylbutyrat Kosher Halal,-0.08698,67-64-1,Aceton,-0.0814,141-78-6,Ethylacetat Kosher Halal,0.06979,66-25-1,Hexanal Kosher Halal,-0.05764,-0.786,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.48138,67-64-1,Aceton,-0.12755,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,50-81-7,Vitamin C (Ascorbinsäure E300) Kosh,-0.09431
187.507P,fruity,0.3817,14901-07-6,beta-Ionon Halal Kosher,0.45149,78-70-6,Linalool ex HO,0.15262,140-11-4,Benzylacetat Halal,0.06289,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,0.7689,14901-07-6,beta-Ionon Halal Kosher,0.71648,78-70-6,Linalool ex HO,-0.13251,110-93-0,Methylheptenon,0.07211,71-36-3,Butanol,0.072,2639-63-6,Hexylbutyrat Halal Kosher,0.06976,0.9871,123-86-4,Butylacetat Kosher Halal,0.48779,14901-07-6,beta-Ionon Halal Kosher,0.11532,78-70-6,Linalool ex HO,0.11036,71-36-3,Butanol,0.10945,110-93-0,Methylheptenon,0.10921,-1.039,513-86-0,Acetoin 50% in PG Kosher Halal,-0.2263,123-86-4,Butylacetat Kosher Halal,0.16604,7212-44-4,Nerolidol,-0.14403,71-36-3,Butanol,-0.12765,110-93-0,Methylheptenon,-0.12447
187.519P,fruity,-0.6924,868-57-5,Methyl-2-methylbutyrat,-0.08384,120-57-0,Heliotropin Halal,-0.06705,16491-36-4,cis-3-Hexenylbutyrat Halal,-0.05,100-52-7,Benzaldehyd Kosher Halal,-0.04585,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.03574,-0.2912,120-57-0,Heliotropin Halal,-0.05118,706-14-9,gamma-Decalacton Kosher Halal,-0.04677,868-57-5,Methyl-2-methylbutyrat,-0.04515,142-92-7,Hexylacetat Kosher Halal,-0.04232,1754-62-7,Methyl-trans-cinnamat Halal,0.03866,-1.1292,142-92-7,Hexylacetat Kosher Halal,-0.18005,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.14885,100-52-7,Benzaldehyd Kosher Halal,-0.12852,868-57-5,Methyl-2-methylbutyrat,-0.10864,120-57-0,Heliotropin Halal,-0.10047,0.9755,142-92-7,Hexylacetat Kosher Halal,0.49565,100-52-7,Benzaldehyd Kosher Halal,0.2801,659-70-1,Isoamylisovalerat Kosher Halal,0.24604,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.17677,706-14-9,gamma-Decalacton Kosher Halal,0.11646
187.521P,fruity,-0.5861,108-64-5,Ethylisovalerat Kosher Halal,0.11273,105-57-7,Acetal Halal,-0.07523,8016-26-0,Labdanum Absolue Halal,-0.06294,141-78-6,Ethylacetat Kosher Halal,-0.04054,120-51-4,Benzylbenzoat Halal,-0.03574,0.0601,108-64-5,Ethylisovalerat Kosher Halal,0.23076,107-92-6,Buttersäure Halal Kosher,-0.04627,85-91-6,Dimethylanthranilat,-0.04186,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.2381,108-64-5,Ethylisovalerat Kosher Halal,-0.13434,107-92-6,Buttersäure Halal Kosher,-0.07585,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,-1.142,108-64-5,Ethylisovalerat Kosher Halal,0.34588,107-92-6,Buttersäure Halal Kosher,-0.15262,105-57-7,Acetal Halal,-0.13615,142-92-7,Hexylacetat Kosher Halal,-0.11563,8016-26-0,Labdanum Absolue Halal,-0.10079
187.522P,fruity,-0.4746,141-78-6,Ethylacetat Kosher Halal,0.09614,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.06217,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,-0.1754,141-78-6,Ethylacetat Kosher Halal,-0.08307,108-64-5,Ethylisovalerat Kosher Halal,-0.04715,116-53-0,2-Methylbuttersäure Halal Kosher,-0.03792,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.1054,3681-71-8,cis-3-Hexenylacetat Halal Kosher,-0.08538,513-86-0,Acetoin 50% in PG Kosher Halal,0.08518,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,142-92-7,Hexylacetat Kosher Halal,0.042,-1.2692,513-86-0,Acetoin 50% in PG Kosher Halal,-0.24264,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.16954,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,109-94-4,Ethylformiat Halal,-0.07324
187.567P,fruity,-0.596,3658-77-3,Furaneol Halal,-0.07152,108-64-5,Ethylisovalerat Kosher Halal,0.04571,141-78-6,Ethylacetat Kosher Halal,-0.04146,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,0.0364,108-64-5,Ethylisovalerat Kosher Halal,0.09357,142-92-7,Hexylacetat Kosher Halal,-0.04324,141-78-6,Ethylacetat Kosher Halal,0.03582,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.1749,66-25-1,Hexanal Kosher Halal,0.35206,142-92-7,Hexylacetat Kosher Halal,-0.18397,108-64-5,Ethylisovalerat Kosher Halal,-0.05447,123-86-4,Butylacetat Kosher Halal,-0.04821,659-70-1,Isoamylisovalerat Kosher Halal,-0.03996,0.4827,142-92-7,Hexylacetat Kosher Halal,0.50644,108-64-5,Ethylisovalerat Kosher Halal,0.14025,66-25-1,Hexanal Kosher Halal,0.11395,659-70-1,Isoamylisovalerat Kosher Halal,0.10993,106-27-4,Isoamylbutyrat Halal,-0.06688
187.571P,fruity,-0.4617,90045-90-2,Iris-Concrete,-0.07459,118-71-8,Maltol Kosher Halal,0.07158,104-67-6,gamma-Undecalacton Halal,0.05602,590-86-3,Isovaleraldehyd Halal,-0.04287,120-51-4,Benzylbenzoat Halal,-0.03574,0.4046,104-67-6,gamma-Undecalacton Halal,0.15613,118-71-8,Maltol Kosher Halal,0.1413,116-53-0,2-Methylbuttersäure Halal Kosher,0.09667,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.2253,623-42-7,Methylbutyrat Halal,0.26956,118-71-8,Maltol Kosher Halal,-0.12663,90045-90-2,Iris-Concrete,-0.10474,105-54-4,Ethylbutyrat Kosher Halal,-0.08498,66-25-1,Hexanal Kosher Halal,-0.06231,-0.3873,118-71-8,Maltol Kosher Halal,0.24974,142-92-7,Hexylacetat Kosher Halal,-0.11563,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,623-42-7,Methylbutyrat Halal,0.10046,3681-71-8,cis-3-Hexenylacetat Halal Kosher,0.09594
187.608P,fruity,-0.3908,108-64-5,Ethylisovalerat Kosher Halal,0.07363,141-78-6,Ethylacetat Kosher Halal,0.0585,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,3658-77-3,Furaneol Halal,-0.0302,0.0791,108-64-5,Ethylisovalerat Kosher Halal,0.15073,141-78-6,Ethylacetat Kosher Halal,-0.05055,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,142-92-7,Hexylacetat Kosher Halal,-0.03201,-0.6561,142-92-7,Hexylacetat Kosher Halal,-0.13619,108-64-5,Ethylisovalerat Kosher Halal,-0.08774,2445-77-4,2-Methylbutylisovalerat,-0.07939,66-25-1,Hexanal Kosher Halal,-0.06231,123-86-4,Butylacetat Kosher Halal,-0.04821,0.6349,142-92-7,Hexylacetat Kosher Halal,0.37491,108-64-5,Ethylisovalerat Kosher Halal,0.22592,2445-77-4,2-Methylbutylisovalerat,0.21482,659-70-1,Isoamylisovalerat Kosher Halal,0.12903,106-27-4,Isoamylbutyrat Halal,-0.06688
187.657P,fruity,-0.448,141-78-6,Ethylacetat Kosher Halal,-0.04146,106-72-9  ,Melonal,-0.04013,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,0.0687,116-53-0,2-Methylbuttersäure Halal Kosher,0.13138,111-27-3,Hexanol Kosher Halal,-0.0456,141-78-6,Ethylacetat Kosher Halal,0.03582,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,-0.3443,928-96-1,cis-3-Hexen-1-ol Halal Kosher,-0.12255,75-18-3,Dimethylsulfid,0.08742,66-25-1,Hexanal Kosher Halal,-0.06231,116-53-0,2-Methylbuttersäure Halal Kosher,-0.06169,111-27-3,Hexanol Kosher Halal,0.04829,-0.0881,111-27-3,Hexanol Kosher Halal,0.22178,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.14554,142-92-7,Hexylacetat Kosher Halal,0.11675,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635,106-27-4,Isoamylbutyrat Halal,-0.06688
187.662P,fruity,-0.7072,3658-77-3,Furaneol Halal,-0.08267,2445-78-5,2-Methylbutyl-2-methylbutyrat,-0.06024,112-05-0,Nonansäure,-0.06024,108-64-5,Ethylisovalerat Kosher Halal,0.05019,141-78-6,Ethylacetat Kosher Halal,-0.04146,0.1397,108-64-5,Ethylisovalerat Kosher Halal,0.10274,141-78-6,Ethylacetat Kosher Halal,0.03582,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,7452-79-1,Ethyl-2-methylbutyrat Kosher Halal,0.03081,-0.0106,66-25-1,Hexanal Kosher Halal,-0.06231,108-64-5,Ethylisovalerat Kosher Halal,-0.05981,928-96-1,cis-3-Hexen-1-ol Halal Kosher,0.05053,142-92-7,Hexylacetat Kosher Halal,0.04068,659-70-1,Isoamylisovalerat Kosher Halal,0.03866,-0.9357,108-64-5,Ethylisovalerat Kosher Halal,0.154,112-05-0,Nonansäure,-0.11226,2445-78-5,2-Methylbutyl-2-methylbutyrat,-0.11226,142-92-7,Hexylacetat Kosher Halal,-0.11199,659-70-1,Isoamylisovalerat Kosher Halal,-0.10635
187.694P,fruity,-0.5999,108-64-5,Ethylisovalerat Kosher Halal,0.05956,141-78-6,Ethylacetat Kosher Halal,0.04397,120-51-4,Benzylbenzoat Halal,-0.03574,78-70-6,Linalool ex HO,-0.0331,60-12-8,Phenethylalkohol Halal,-0.03,-0.0053,108-64-5,Ethylisovalerat Kosher Halal,0.12193,141-78-6,Ethylacetat Kosher Halal,-0.038,97-62-1,Ethylisobutyrat Halal,-0.03581,14901-07-6,beta-Ionon Halal Kosher,-0.03529,1754-62-7,Methyl-trans-cinnamat Halal,0.0302,-0.8612,142-92-7,Hexylacetat Kosher Halal,-0.11021,108-64-5,Ethylisovalerat Kosher Halal,-0.07098,2445-77-4,2-Methylbutylisovalerat,-0.06458,24851-98-7,Methyldihydrojasmonat,-0.06332,123-86-4,Butylacetat Kosher Halal,-0.04821,1.2187,142-92-7,Hexylacetat Kosher Halal,0.3034,108-64-5,Ethylisovalerat Kosher Halal,0.18275,2445-77-4,2-Methylbutylisovalerat,0.17475,24851-98-7,Methyldihydrojasmonat,0.12723,659-70-1,Isoamylisovalerat Kosher Halal,0.0949
