Einzelwerte / Material,,,,,,,
,,,,,,,Benutzer: Petka Jan
Auswahl: CAS,,,,,,,Datum: 27.01.2026 13:22:00
,,,,,,,
"Bearbeitungsstatus: Freigabe zur Entwicklung/Bemusterung, Produktion/freigegeben",,,,,,,
"Lenkungsstatus: , freigegeben",,,,,,,
Abteilung/Sortiment: Abteilung,,,,,,,
Art/Gebiet/Bereich: Rohwaren,,,,,,,
"Werke:RohwarenAustria Juice Bingen, Austria Juice Krdf.",,,,,,,
,,,,,,,
Alle Regeln treffen zu:,,,,,,,
Attribute - Bezeichnung gleich CAS-Nr.:; Hinweis 1 nicht wie ,,,,,,,
,,,,,,,
Stamm-Nr.,Stammbezeichnung,Ident.,Vers.,Int. Id.,Partner,CAS-Nr.: - Hinweis 1,
60030267,Methylhexanoat,R01727,005,R01727,Austria Juice,106-70-7,
60030268,Methylisobutyrat,R01728,004,R01728,Austria Juice,547-63-7,
60030269,Methyljasmonat,R01729,002,R01729,Austria Juice,39924-52-2,
60030272,Methyloctanoat,R01732,003,R01732,Austria Juice,111-11-5,
60030273,Methylpropionat,R01733,003,R01733,Austria Juice,554-12-1,
60030274,Methylsalicylat Halal Kosher,R01734,006,R01734,Austria Juice,119-36-8,
60030276_+K+,Myrcen Halal,R01736,006,R01736,Austria Juice,123-35-3,
60030279,"Naringin, natürlich",R01739,005,R01739,Austria Juice,10236-47-2,
60030280_+T+,Neohesperidindihydrochalcon FMP Halal,R01740,005,R01740,Austria Juice,20702-77-6,
60030282,Nerolidol,R01742,004,R01742,Austria Juice,7212-44-4,
60030283_+K+,Nerylacetat Halal,R01743,006,R01743,Austria Juice,141-12-8,
60030284_+K+,Nonanal Halal,R01744,004,R01744,Austria Juice,124-19-6,
60030285_+K+,Nootkaton,R01745,002,R01745,Austria Juice,4674-50-4,
60030287_+K+,Octanal Halal,R01747,007,R01747,Austria Juice,124-13-0,
60030288,Octansäure Halal Kosher,R01748,007,R01748,Austria Juice,124-07-2,
60030289,1-Octanol Halal,R01749,004,R01749,Austria Juice,111-87-5,
60030290,Octylacetat Halal Kosher,R01750,005,R01750,Austria Juice,112-14-1,
60030291,Octylbutyrat,R01751,003,R01751,Austria Juice,110-39-4,
60030292,ortho-Guajacol Halal Kosher,R01752,007,R01752,Austria Juice,90-05-1,
60030293_+K+,Anisaldehyd Halal Kosher,R01753,008,R01753,Austria Juice,123-11-5,
60030297_+G+,p-Cymen,R01757,004,R01757,Austria Juice,99-87-6,
60030298,Pfirsich thiazol Halal Kosher,R01758,006,R01758,Austria Juice,15679-13-7,
60030300,Amylhexanoat,R01760,002,R01760,Austria Juice,540-07-8,
60030301,Phenethylacetat Halal Kosher,R01761,006,R01761,Austria Juice,103-45-7,
60030302,Phenethylalkohol Halal Kosher,R01762,005,R01762,Austria Juice,60-12-8,
60030303,Phenethylphenylacetat Halal,R01763,007,R01763,Austria Juice,102-20-5,
60030304_+K+,Phenylacetaldehyd Halal,R01764,004,R01764,Austria Juice,122-78-1,
60030305_+G+,Phenylessigsäure,R01765,005,R01765,Austria Juice,103-82-2,
60030307_+T+,Propionaldehyd Kosher Halal,R01767,005,R01767,Austria Juice,123-38-6,
60030308,Propanol Halal,R01768,005,R01768,Austria Juice,71-23-8,
60030309,Propionsäure Kosher Halal,R01769,005,R01769,Austria Juice,79-09-4,
60030310,Propylacetat Halal Kosher,R01770,007,R01770,Austria Juice,109-60-4,
60030311,Propylbutyrat Kosher,R01771,002,R01771,Austria Juice,105-66-8,
60030312,Propylhexanoat Halal Kosher,R01772,004,R01772,Austria Juice,626-77-7,
60030314_+K+,"Propylisovalerat, natürlich Halal Kosher",R01774,003,R01774,Austria Juice,557-00-6,
60030315,Propylpropionat,R01775,003,R01775,Austria Juice,106-36-5,
61020002,Propylenglycol Kosher Halal,R01776,014,R01776,Austria Juice,57-55-6,
60030318,Himbeerketon Halal Kosher,R01779,008,R01779,Austria Juice,5471-51-2,
60030320,S-(Methylthio)butyrat Halal Kosher,R01781,005,R01781,Austria Juice,2432-51-1,
60030321_+ÖK+,Safranal Halal,R01782,005,R01782,Austria Juice,116-26-7 ,
60030322,Sotolon Halal,R01784,007,R01784,Austria Juice,28664-35-9,
60030323,Styralylacetat Halal Kosher,R01785,004,R01785,Austria Juice,93-92-5,
60030324,Styralylalkohol Halal Kosher,R01786,012,R01786,Austria Juice,98-85-1,
60030325,Sulfurol Kosher Halal,R01787,006,R01787,Austria Juice,137-00-8,
60030327,Terpinen-4-ol Halal,R01789,007,R01789,Austria Juice,562-74-3,
60030328,Terpinolen,R01790,004,R01790,Austria Juice,586-62-9,
60030330,Thiomenthon Halal Kosher,R01792,007,R01792,Austria Juice,38462-22-5,
60030331,Thymol,R01793,002,R01793,Austria Juice,89-83-8,
60030333_+K+,p-Tolualdehyd Halal Kosher,R01795,007,R01795,Austria Juice,104-87-0,
60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,R01796,008,R01796,Austria Juice,2305-21-7,
60030335,trans-2-Hexenylacetat Kosher Halal,R01797,006,R01797,Austria Juice,2497-18-9,
60030336_+G+,trans-2-Hexenal Kosher Halal,R01798,007,R01798,Austria Juice,6728-26-3,
60030337,Triethylcitrat Halal,R01800,007,R01800,Austria Juice,77-93-0,
60030338,Tropathian Halal,R01801,004,R01801,Austria Juice,67715-80-4,
60030339_+K+,Undecanal,R01802,003,R01802,Austria Juice,112-44-7,
60030341_+K+,Valeraldehyd,R01804,003,R01804,Austria Juice,110-62-3,
60030342,Valeriansäure Kosher Halal,R01805,005,R01805,Austria Juice,109-52-4,
60030343,Vanillin Halal Kosher,R01806,008,R01806,Austria Juice,121-33-5,
60030344,Whiskeylacton,R01807,004,R01807,Austria Juice,39212-23-2  ,
60030346,Isoamylvalerat Halal,R01835,004,R01835,Austria Juice,2050-09-1,
60030347_+K+,"Furaneol, natürlich Halal Kosher",R01849,009,R01849,Austria Juice,3658-77-3,
60020015_+ZK+,Orangen-Öl Halal Kosher,R01856,015,R01856,Austria Juice,8028-48-6,
60020016_+ZK+,Zitronen-Öl italienisch Kosher Halal,R01859,011,R01859,Austria Juice,8008-56-8,
60020017_+ZK+,Limetten-Öl (Persian / Tahiti type) Halal,R01860,012,R01860,Austria Juice,90063-52-8,
60020018_+ZK+,Mandarinen-Öl,R01861,004,R01861,Austria Juice,84929-38-4,
60020019_+ZK+,Grapefrucht-Öl Pink,R01862,006,R01862,Austria Juice,90045-43-5,
60030348_+G+,"p-Cymen, natürlich Halal",R01865,007,R01865,Austria Juice,99-87-6,
60030349,"1,4-Cineol, natürlich Halal",R01866,006,R01866,Austria Juice,470-67-7,
60030350,"2,6-Dimethoxyphenol",R01867,003,R01867,Austria Juice,91-10-1,
60030351,2-Methylbutylisovalerat,R01868,004,R01868,Austria Juice,2445-77-4,
60030352,2-Methyl-1-butanol Halal Kosher,R01869,005,R01869,Austria Juice,137-32-6,
60030353,"2-Methylbutylacetat, natürlich Kosher Halal",R01870,008,R01870,Austria Juice,624-41-9,
60030354,"3-Mercaptohexylacetat, natürlich Halal",R01871,005,R01871,Austria Juice,136954-20-6,
60030355_+T+,"Acetaldehyd, natürlich Kosher Halal ",R01872,010,R01872,Austria Juice,75-07-0,
60030356,"alpha-Terpineol, natürlich Kosher Halal BG",R01873,010,R01873,Austria Juice,98-55-5,
60030357_+K+,beta-Damascenon Kosher Halal,R01876,009,R01876,Austria Juice,23696-85-7,
60030358_+K+,beta-Ionon Halal Kosher,R01877,008,R01877,Austria Juice,14901-07-6,
60030359,"Butanol, natürlich Halal",R01878,008,R01878,Austria Juice,71-36-3,
60030360,Butylacetat Kosher Halal,R01879,005,R01879,Austria Juice,123-86-4,
60030361,Buttersäure Halal Kosher,R01880,010,R01880,Austria Juice,107-92-6,
60030362,"Zimtsäure, natürlich",R01881,004,R01881,Austria Juice,140-10-3,
60030363,"cis-3-Hexenylbutyrat, natürlich Halal",R01882,008,R01882,Austria Juice,16491-36-4,
60030364,"cis-3-Hexenylacetat, natürlich Kosher Halal",R01883,012,R01883,Austria Juice,3681-71-8,
60030366,"Cycloten, natürlich Halal",R01888,009,R01888,Austria Juice,80-71-7,
60030367_+K+,"Decanal, natürlich Halal BG V",R01890,014,R01890,Austria Juice,112-31-2,
60030368,Methylisoeugenol,R01891,005,R01891,Austria Juice,93-16-3,
60030369,Ethyllactat Halal,R01893,007,R01893,Austria Juice,97-64-3,
60030370,Isobutylbutyrat Kosher Halal,R01894,005,R01894,Austria Juice,539-90-2,
60010006_+ZK+,Orangen-Öl terpenfrei Halal,R01896,008,R01896,Austria Juice,80028-48-6,
60030372,"Vanillin ex Eugenol, natürlich Halal Kosher, BG",R01899,011,R01899,Austria Juice,121-33-5,
60030373,"Maltol, natürlich Kosher, Halal",R01900,011,R01900,Austria Juice,118-71-8,
60030374,"Ethylacetat, natürlich Kosher Halal",R01901,012,R01901,Austria Juice,141-78-6,
60030375,"Isoamylalkohol, natürlich Kosher Halal",R01902,010,R01902,Austria Juice,123-51-3,
60030376,"Ethylbutyrat, natürlich Kosher Halal BG",R01903,013,R01903,Austria Juice,105-54-4,
60030377_+G+,"trans-2-Hexenal, natürlich Halal",R01904,010,R01904,Austria Juice,6728-26-3,
60030378,"Geraniol, natürlich Kosher Halal",R01905,009,R01905,Austria Juice,106-24-1,
60030379,"Linalool ex HO, natürlich Kosher Halal BG",R01906,011,R01906,Austria Juice,78-70-6,
60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",R01907,009,R01907,Austria Juice,2305-21-7,
60030381_+K+,"Hexanal, natürlich Halal",R01908,008,R01908,Austria Juice,66-25-1,
60030382,"Anisaldehyd, natürlich Halal Kosher",R01909,010,R01909,Austria Juice,123-11-5,
60030383,"Himbeerketon, natürlich Kosher Halal",R01910,010,R01910,Austria Juice,5471-51-2,
60030384,"Octansäure, natürlich Kosher Halal",R01911,009,R01911,Austria Juice,124-07-2,
60030385_+K+,"Nerylacetat, natürlich Halal",R01913,006,R01913,Austria Juice,141-12-8,
60030386,"Ethyllevulinat, natürlich Halal",R01914,009,R01914,Austria Juice,539-88-8 ,
60030387,"Ethylbenzoat, natürlich Halal",R01915,006,R01915,Austria Juice,93-89-0,
60030388,"Methyl-trans-cinnamat, natürlich Kosher Halal",R01916,012,R01916,Austria Juice,103-26-4,
60030389,"Ethylphenylacetat, natürlich Halal",R01917,009,R01917,Austria Juice,101-97-3,
60030390,"gamma-Decalacton, natürlich Kosher Halal BG",R01918,013,R01918,Austria Juice,706-14-9,
60030391_+K+,"Benzaldehyd, natürlich Kosher Halal, BG",R01919,013,R01919,Austria Juice,100-52-7,
60030392,"Geranylacetat, natürlich Kosher Halal",R01920,008,R01920,Austria Juice,105-87-3,
60030393,"Eugenol, natürlich Kosher Halal",R01921,010,R01921,Austria Juice,97-53-0,
60030394,"gamma-Hexalacton, natürlich Halal",R01922,007,R01922,Austria Juice,695-06-7,
60050047_+ÖK+,Labdanum Resinoid Halal,R01923,006,R01923,Austria Juice,8016-26-0,
60030395,"Dihydrocoumarin, natürlich Kosher Halal, BG",R01926,008,R01926,Austria Juice,119-84-6,
60020021_+ÖK+,Mastix-Öl Halal,R01927,004,R01927,Austria Juice,68991-39-9,
60020022_+ÖK+,Ylang-Öl VOP,R01928,006,R01928,Austria Juice,8006-81-3,
60020023_+ÖK+,BIO Ylang-Öl Mada Complete (Nicht-EU-LW),R01929,007,R01929,Austria Juice,8006-81-3,
60020024_+ÖK+,Verbena-Öl Marokko Halal,R01931,010,R01931,Austria Juice,8024-12-2,
60020025_+ÖK+,Rosen-Öl,R01933,007,R01933,Austria Juice,8007-01-0,
60040009_+ÖK+,"Violet Pays-Absolue, Typ Marine  Koscher Halal",R01934,008,R01934,Austria Juice,8024-08-6,
60030057,Triacetin Kosher Halal,R01935,014,R01935,Austria Juice,102-76-1,
60030396,"gamma-Dodecalacton, natürlich Halal",R01937,006,R01937,Austria Juice,2305-05-7,
60030397,"Ethylisovalerat, natürlich Kosher Halal  BG",R01938,012,R01938,Austria Juice,108-64-5,
60020026_+ÖK+,Ambrettsamen-Öl Kosher Halal,R01939,011,R01939,Austria Juice,8015-62-1,
60030398,"Ethylacetoacetat, natürlich",R01940,003,R01940,Austria Juice,141-97-9,
60030399,"Ethylhexanoat, natürlich Kosher Halal",R01941,012,R01941,Austria Juice,123-66-0,
60030400,"Hexylacetat, natürlich Kosher Halal",R01942,011,R01942,Austria Juice,142-92-7,
60030401,"Benzylacetat, natürlich Kosher Halal",R01943,012,R01943,Austria Juice,140-11-4,
60030402,"Isoamylisovalerat, natürlich Halal",R01944,007,R01944,Austria Juice,659-70-1,
60020027_+ÖK+,Galbanum-Öl Halal,R01945,009,R01945,Austria Juice,8023-91-4,
60030403,"Triethylcitrat, natürlich",R01946,005,R01946,Austria Juice,77-93-0,
60030404,"Ethylpropionat, natürlich Kosher Halal",R01947,008,R01947,Austria Juice,105-37-3,
60030405,"Ethyl-2-methylbutyrat, natürlich Kosher Halal BG",R01948,012,R01948,Austria Juice,7452-79-1,
60030406,"Hexanol, natürlich Kosher Halal",R01949,009,R01949,Austria Juice,111-27-3,
60030407,"Hexansäure kräftig, natürlich Halal",R01950,007,R01950,Austria Juice,142-62-1,
60030409,"trans-2-Hexenylacetat, natürlich Halal",R01954,012,R01954,Austria Juice,2497-18-9,
60030410,"Butylbutyrat, natürlich Kosher",R01955,008,R01955,Austria Juice,109-21-7,
60030411,"cis-3-Hexen-1-ol, natürlich Kosher Halal V",R01956,010,R01956,Austria Juice,928-96-1,
60030412,"Isobutanol, natürlich Kosher Halal",R01957,010,R01957,Austria Juice,78-83-1,
60030413,"Isobutylacetat, natürlich Kosher Halal",R01958,010,R01958,Austria Juice,110-19-0,
60030414,"Isovaleriansäure, natürlich Halal",R01959,006,R01959,Austria Juice,503-74-2,
60020028_+ÖK+,Elemi-Öl,R01960,009,R01960,Austria Juice,8023-89-0,
60020029_+ÖK+,Muskatellersalbei-Öl,R01961,002,R01961,Austria Juice,8016-63-5,
60030415,"Isoamylacetat, natürlich Kosher Halal BG",R01962,011,R01962,Austria Juice,123-92-2,
60030416,"Terpinen-4-ol, natürlich Kosher Halal",R01963,010,R01963,Austria Juice,562-74-3,
60030417,"delta-Decalacton, natürlich Halal, BG",R01964,010,R01964,Austria Juice,705-86-2,
60030418_+K+,"Isovaleraldehyd, natürlich Kosher Halal",R01965,010,R01965,Austria Juice,590-86-3,
60030419_+K+,"Ethylpyruvat, natürlich",R01966,007,R01966,Austria Juice,617-35-6,
60030420,"Methylbutyrat, natürlich Halal",R01967,006,R01967,Austria Juice,623-42-7,
60030421,"Methylhexanoat, natürlich Halal",R01968,006,R01968,Austria Juice,106-70-7,
60030422,"Essigsäure, natürlich Halal Kosher",R01969,012,R01969,Austria Juice,64-19-7,
60030423_+K+,"Acetoin, natürlich Kosher Halal",R01970,009,R01970,Austria Juice,513-86-0,
60030424,"Acetal, natürlich Halal BG V",R01971,009,R01971,Austria Juice,105-57-7,
60030425,"Ethylisobutyrat, natürlich Halal",R01972,007,R01972,Austria Juice,97-62-1,
60030426,"Methyl-2-methylbutyrat, natürlich Halal",R01973,007,R01973,Austria Juice,868-57-5,
60030427,"Isobuttersäure, natürlich Halal Kosher",R01974,007,R01974,Austria Juice,79-31-2,
60030428,"2-Methylbuttersäure, natürlich Kosher, Halal, BG",R01975,011,R01975,Austria Juice,116-53-0,
60030429_+K+,"2-Heptanon, natürlich Halal",R01976,008,R01976,Austria Juice,110-43-0,
60030431_+K+,"Mesifuran, natürlich",R01978,004,R01978,Austria Juice,4077-47-8,
60030432,"Terpinolen, natürlich Halal",R01979,005,R01979,Austria Juice,586-62-9,
60030433,"Hexyl-2-methylbutyrat, natürlich Halal",R01980,007,R01980,Austria Juice,10032-15-2,
60030434_+K+,"Ethyl-trans,cis-2,4-decadienoat, natürlich Halal",R01981,010,R01981,Austria Juice,3025-30-7,
60030435,"Nerolidol, natürlich (Aromaextrakt) Halal",R01982,009,R01982,Austria Juice,7212-44-4,
60030436,"Citronellol, natürlich Kosher, Halal",R01983,008,R01983,Austria Juice,106-22-9,
60030437,"Geranylbutyrat, natürlich Halal",R01984,008,R01984,Austria Juice,106-29-6,
60030438,"gamma-Undecalacton, natürlich Halal",R01985,008,R01985,Austria Juice,104-67-6,
60030439,"Thiomenthon, natürlich Halal",R01986,006,R01986,Austria Juice,38462-22-5,
60020030_+ZK+,Zitronenterpene Kosher Halal,R01987,010,R01987,Austria Juice,68917-33-9,
60030440_+K+,"Octanal, natürlich Halal BG V",R01988,013,R01988,Austria Juice,124-13-0,
60030441,"Citronellal, natürlich Halal",R01989,006,R01989,Austria Juice,106-23-0,
60030442_+K+,"alpha-Sinensal 20%, natürlich Halal",R01990,008,R01990,Austria Juice,8028-48-6,
60030443_+K+,"Dodecanal, natürlich",R01991,008,R01991,Austria Juice,112-54-9,
60020031_+ZK+,"Orangenterpene, natürlich Kosher Halal BG V",R01992,014,R01992,Austria Juice,68647-72-3,
60030444,"Eucalyptol, natürlich Kosher Halal BG",R01993,009,R01993,Austria Juice,470-82-6,
60030445,"Ethylmyristat, natürlich Kosher Halal",R01994,006,R01994,Austria Juice,124-06-1,
60030446,"Linalylacetat, natürlich Kosher, Halal, BG",R01995,010,R01995,Austria Juice,115-95-7,
60030447_+ZK+,"Citral, natürlich Halal",R01996,013,R01996,Austria Juice,5392-40-5,
60030448,4-Methyl-4-mercaptopentan-2-on 1% in PG Halal,R01997,005,R01997,Austria Juice,19872-52-7 ,
60030449_+TK+G+,"Furfural, natürlich Kosher Halal",R01999,012,R01999,Austria Juice,98-01-1,
60030450,"Phenethylalkohol, natürlich Kosher Halal",R02000,010,R02000,Austria Juice,60-12-8,
60030451,"alpha-Ionon, natürlich Kosher Halal",R02002,009,R02002,Austria Juice,127-41-3,
60030452,"Methylheptenon, natürlich Kosher; Halal V;",R02003,009,R02003,Austria Juice,110-93-0,
60030453,"gamma-Nonalacton, natürlich, BG",R02004,007,R02004,Austria Juice,104-61-0,
60030454_+G+,"Phenylessigsäure, natürlich Halal",R02005,007,R02005,Austria Juice,103-82-2,
60030455,"gamma-Octalacton, natürlich Halal, BG",R02006,009,R02006,Austria Juice,104-50-7,
60030456,"Citronellylacetat, natürlich Halal",R02007,007,R02007,Austria Juice,150-84-5,
60030457,"2-Methylbutyl-2-methylbutyrat, natürlich Halal",R02009,008,R02009,Austria Juice,2445-78-5,
60030458,"Propylacetat, natürlich Halal",R02010,006,R02010,Austria Juice,109-60-4,
60030459,"Phenethylacetat, natürlich Halal",R02011,006,R02011,Austria Juice,103-45-7,
60030461,4-Ethylguajacol,R02013,003,R02013,Austria Juice,2785-89-9,
60030462,Nonansäure,R02014,002,R02014,Austria Juice,112-05-0,
60030463,"4-Ethylguajacol, natürlich",R02015,005,R02015,Austria Juice,2785-89-9,
60030466,Vanillinsäure,R02018,002,R02018,Austria Juice,121-34-6 ,
60030467_+K+,trans-Tiglinaldehyd (trans-2-Methyl-2-butenal),R02019,003,R02019,Austria Juice,497-03-0,
60030468,2-Heptanol ,R02020,004,R02020,Austria Juice,543-49-7,
60030469,Heptansäure,R02021,003,R02021,Austria Juice,111-14-8 ,
60030470,"Heptansäure, natürlich",R02022,003,R02022,Austria Juice,111-14-8 ,
60030471,Methylbenzoat Halal,R02023,005,R02023,Austria Juice,93-58-3,
60030472,"Methylbenzoat, natürlich Halal",R02024,008,R02024,Austria Juice,93-58-3,
60030473,Ethylsalicylat Halal,R02025,006,R02025,Austria Juice,118-61-6,
60030474,Ethylmaltol Kosher Halal,R02026,009,R02026,Austria Juice,4940-11-8,
60030475_+K+,"trans,trans-2,4-Decadienal Halal",R02027,005,R02027,Austria Juice,25152-84-5 ,
60030476,1-Decanol,R02028,004,R02028,Austria Juice,112-30-1 ,
60030479_+K+,Furaneol Halal Kosher,R02032,007,R02032,Austria Juice,3658-77-3,
60030480,"Ethylheptanoat, natürlich Halal",R02033,007,R02033,Austria Juice,106-30-9,
60030481_+G+,"Allylhexanoat, natürlich Halal",R02034,009,R02034,Austria Juice,123-68-2,
60030482,"trans-Anethol, natürlich Halal",R02035,006,R02035,Austria Juice,4180-23-8,
60030483,"Ethyloctanoat, natürlich Kosher Halal, V",R02038,010,R02038,Austria Juice,106-32-1,
60030484,"Decansäure, natürlich Kosher Halal",R02039,008,R02039,Austria Juice,334-48-5,
60030485,"Ethyllaurat, natürlich Kosher Halal",R02040,007,R02040,Austria Juice,106-33-2,
60030486,"Ethyldecanoat, natürlich, Kosher Halal, V",R02041,011,R02041,Austria Juice,110-38-3,
60030487,"Laurinsäure, natürlich Kosher Halal",R02042,006,R02042,Austria Juice,143-07-7,
60030488,"Ethyl-3-(methylthio)propionat, natürlich Halal",R02043,008,R02043,Austria Juice,13327-56-5,
60030489,"Methyl-3-(methylthio)propionat, natürlich Halal",R02044,005,R02044,Austria Juice,13532-18-8,
60030490,"S-(Methylthio)butyrat, natürlich Halal",R02045,007,R02045,Austria Juice,2432-51-1,
60030491,"Tropathian, natürlich Halal",R02046,007,R02046,Austria Juice,67715-80-4,
60030492,"Isoamylbutyrat, natürlich Halal Kosher",R02047,009,R02047,Austria Juice,106-27-4,
60020033_+ZK+,Lime Oil Expressed Terpenless,R02050,008,R02050,Austria Juice,8008-26-2,
60020034_+ZK+,Citreatt Lime 6134,R02051,006,R02051,Austria Juice,8008-26-2,
60030493,"Citronellylbutyrat, natürlich",R02053,003,R02053,Austria Juice,141-16-2,
60020036_+ÖK+,"Patchouli-Öl ""Indo"" Halal",R02055,007,R02055,Austria Juice,8014-09-3 ,
60030495_+K+,"Acetylpropionyl, natürlich Kosher Halal",R02057,005,R02057,Austria Juice,600-14-6,
60050050_+EK+,"Lakritz-Extrakt, Paste",R02060,005,R02060,Austria Juice,68916-91-6 ,
60030498,"Heptylacetat, natürlich",R02062,006,R02062,Austria Juice,112-06-1,
60030499,"Ethyl-trans-2-crotonat, natürlich Halal",R02063,004,R02063,Austria Juice,623-70-1,
60030500,Toffeefuranon,R02064,002,R02064,Austria Juice,19322-27-1,
60030502,"Isopropanol, natürlich Kosher",R02066,004,R02066,Austria Juice,67-63-0,
60030503_+K+,"Phenylacetaldehyd 10% in Ethanol, natürlich",R02067,006,R02067,Austria Juice,122-78-1 /  64-17-5,
60030504,"2-Undecanon, natürlich Halal",R02068,007,R02068,Austria Juice,112-12-9,
60030505,"2-Nonanon, natürlich Halal",R02069,006,R02069,Austria Juice,821-55-6,
60030506,"2-Pentanon, natürlich Halal",R02070,007,R02070,Austria Juice,107-87-9,
60030507,"Cinnamylacetat, natürlich Halal",R02071,006,R02071,Austria Juice,103-54-8,
60030508,"Methylanthranilat, natürlich Halal",R02072,009,R02072,Austria Juice,134-20-3,
60030509,"delta-Dodecalacton, natürlich Halal",R02073,011,R02073,Austria Juice,713-95-1,
60030510,"Ethylcinnamat, natürlich Halal",R02074,005,R02074,Austria Juice,103-36-6,
60030511,"Hexylbutyrat, natürlich Halal",R02076,009,R02076,Austria Juice,2639-63-6,
60030512_+G+,"1-Octen-3-ol, natürlich Halal",R02077,008,R02077,Austria Juice,3391-86-4 ,
60020037_+ÖK+,Cognac-Öl weiß,R02079,008,R02079,Austria Juice,8016-21-5,
60020038_+ÖK+, Angelikasamen-Öl Typ Moschus,R02081,006,R02081,Austria Juice,8015-64-3,
60020039_+ÖK+,Nardenähren-Öl,R02082,005,R02082,Austria Juice,8022-22-8,
60020040_+ZK+,Zitronen-Öl terpenfrei Extra Halal,R02083,009,R02083,Austria Juice,68648-39-5,
60020041_+ZK+,Limetten-Öl destilliert terpenfrei Halal,R02084,009,R02084,Austria Juice,90063-52-8,
60020042_+ZK+,Limetten-Öl kaltgepresst terpenfrei Halal,R02085,007,R02085,Austria Juice,68916-84-7,
60020044_+ZK+,Orangen-Öl bitter,R02087,005,R02087,Austria Juice,68916-04-1,
60020045_+ÖK+,Kamillenblüten-Öl Blau,R02088,004,R02088,Austria Juice,8002-66-2,
60020046_+ZK+,Orangen-Öl 10-fach,R02089,005,R02089,Austria Juice,8028-48-6,
60020047_+ÖK+,Karottensamen-Öl,R02090,009,R02090,Austria Juice,84929-61-3,
60030514_+T+,trans-2-Decen-1-al,R02091,003,R02091,Austria Juice,3913-81-3,
60050051,Quassia-Extrakt ex. Naturex Halal,R02092,013,R02092,Austria Juice,84604-10-4 ,
60030515,"Butyl-2-methylbutyrat, natürlich",R02093,005,R02093,Austria Juice,15706-73-7,
60030516,"cis-3-Hexenylhexanoat, natürlich Halal",R02094,009,R02094,Austria Juice,31501-11-8,
60030517,"Styralylacetat, natürlich Halal",R02097,007,R02097,Austria Juice,93-92-5,
60030518,"Styralylalkohol, natürlich",R02098,009,R02098,Austria Juice,98-85-1 ,
60030519,"Menthylacetat, natürlich Halal",R02100,008,R02100,Austria Juice,16409-45-3,
60030520,"Dimethylanthranilat, natürlich Halal",R02101,007,R02101,Austria Juice,85-91-6,
60030521,Benzylvalerat,R02105,002,R02105,Austria Juice,10361-39-4,
60030522,Diethylsuccinat,R02106,003,R02106,Austria Juice,123-25-1,
60030524,Isobutylphenylacetat Halal,R02108,006,R02108,Austria Juice,102-13-6,
60030525,"Propanol, natürlich Kosher Halal",R02110,010,R02110,Austria Juice,71-23-8,
60030526,Isoamylphenylacetat Halal Kosher,R02112,007,R02112,Austria Juice,102-19-2,
60030527,"Isoamylphenylacetat, natürlich",R02113,005,R02113,Austria Juice,102-19-2,
60030528,"L-Menthol ex Minze, natürlich Halal",R02114,010,R02114,Austria Juice,89-78-1,
61020000,Ethanol (unversteuert) IP Kosher,R02119,010,R02119,Austria Juice,64-17-5,
60030530_+G+,1-Octen-3-ol Halal,R02122,006,R02122,Austria Juice,3391-86-4 ,
60030531,delta-Jasmolacton Halal,R02123,005,R02123,Austria Juice,25524-95-2,
60030532,"Octylacetat, natürlich Halal",R02124,007,R02124,Austria Juice,112-14-1,
60030533,Cananga Extrakt (70% Farnesen) Halal,R02125,007,R02125,Austria Juice,83863-30-3,
60030538,"Methionylacetat, natürlich",R02131,001,R02131,Austria Juice,16630-55-0 ,
60030539_+K+,Acetylpropionyl Halal,R02134,005,R02134,Austria Juice,600-14-6,
60030541,"Methylsalicylat, natürlich Halal",R02136,008,R02136,Austria Juice,119-36-8,
60030542,Benzylbenzoat Halal,R02137,005,R02137,Austria Juice,120-51-4,
60020048_+ÖK+,Grüne Minze-Öl Schottisch,R02138,004,R02138,Austria Juice,8008-79-5,
60020049_+ZK+,Limetten-Öl destilliert WONF Halal,R02140,007,R02140,Austria Juice,8008-26-2,
60030543,"Propylhexanoat, natürlich",R02141,007,R02141,Austria Juice,626-77-7,
60030544_+G+,"Diacetyl, natürlich Kosher Halal",R02142,009,R02142,Austria Juice,431-03-8,
60030545_+K+,"Linalooloxid, natürlich Halal",R02145,006,R02145,Austria Juice,1365-19-1,
60030547,Citronellylpropionat Halal Kosher,R02148,007,R02148,Austria Juice,141-14-0,
60030548_+K+,"Nonanal, natürlich Halal",R02149,006,R02149,Austria Juice,124-19-6,
60030549,"Nonansäure, natürlich",R02150,003,R02150,Austria Juice,112-05-0,
60030551_+K+,"4-Vinylguajacol 1% in PG, natürlich",R02152,005,R02152,Austria Juice,7786-61-0,
60030552_+K+,beta-Ocimen natural Halal,R02153,007,R02153,Austria Juice,13877-91-3,
60030553,"Propionsäure, natürlich Halal",R02154,005,R02154,Austria Juice,79-09-4,
60030554,"Methylpropionat, natürlich",R02155,002,R02155,Austria Juice,554-12-1,
60030555_+ÖK+,Davana-Öl,R02157,007,R02157,Austria Juice,8016-03-3,
60030556_+K+,Zimtaldehyd (trans) Halal,R02158,006,R02158,Austria Juice,104-55-2,
60030558,"Acetophenon, natürlich Halal",R02160,006,R02160,Austria Juice,98-86-2,
