Einzelwerte / Material,,,,,,,
,,,,,,,Benutzer: Petka Jan
Auswahl: CAS,,,,,,,Datum: 27.01.2026 13:22:00
,,,,,,,
"Bearbeitungsstatus: Freigabe zur Entwicklung/Bemusterung, Produktion/freigegeben",,,,,,,
"Lenkungsstatus: , freigegeben",,,,,,,
Abteilung/Sortiment: Abteilung,,,,,,,
Art/Gebiet/Bereich: Rohwaren,,,,,,,
"Werke:RohwarenAustria Juice Bingen, Austria Juice Krdf.",,,,,,,
,,,,,,,
Alle Regeln treffen zu:,,,,,,,
Attribute - Bezeichnung gleich CAS-Nr.:; Hinweis 1 nicht wie ,,,,,,,
,,,,,,,
Stamm-Nr.,Stammbezeichnung,Ident.,Vers.,Int. Id.,Partner,CAS-Nr.: - Hinweis 1,
60030559,trans-Menthon Kosher Halal,R02161,004,R02161,Austria Juice,89-80-5,
60030560_+K+,"Aceton, natürlich Kosher",R02162,005,R02162,Austria Juice,67-64-1,
60030561_+K+,"Butyraldehyd, natürlich Halal",R02164,006,R02164,Austria Juice,123-72-8,
60030562,"Octanol, natürlich",R02165,004,R02165,Austria Juice,111-87-5,
60030564_+ZK+,L-Carvon,R02167,003,R02167,Austria Juice,6485-40-1,
60030565,Cyclohexylbutyrat,R02168,002,R02168,Austria Juice,1551-44-6,
60030566_+K+,"4-Methyl-4-mercaptopentan-2-on 1% in PG, natürlich Halal",R02170,008,R02170_+K+,Austria Juice,19872-52-7 ,
60030568,Himbeerketonmethylether Halal,R02172,004,R02172,Austria Juice,104-20-1,
60030569_+G+,"Heliotropin, natürlich Kosher Halal",R02173,010,R02173,Austria Juice,120-57-0,
60030570_+K+,Linalooloxid Halal Kosher,R02176,007,R02176,Austria Juice,1365-19-1,
60030571,2-Methyl-2-pentensäure Halal Kosher,R02178,005,R02178,Austria Juice,3142-72-1,
60030574,"Pfirsich thiazol, natürlich Halal",R02181,007,R02181,Austria Juice,15679-13-7,
60030575,"Zimtalkohol, natürlich",R02182,003,R02182,Austria Juice,104-54-1,
60030577,"Hexylhexanoat, natürlich Halal",R02183,009,R02183,Austria Juice,6378-65-0,
60030578,"Toffeefuranon 5% in PG, natürlich",R02184,005,R02184,Austria Juice,19322-27-1,
60030580,"Octylbutyrat, natürlich",R02186,006,R02186,Austria Juice,110-39-4,
60030581,"Rosenoxid, natürlich, Halal",R02187,006,R02187,Austria Juice,16409-43-1,
60030584,"Nerol, natürlich Halal",R02190,009,R02190,Austria Juice,106-25-2,
60030585,"Diethylsuccinat, natürlich Halal",R02193,007,R02193,Austria Juice,123-25-1,
60030586_+K+,"Nootkaton, natürlich",R02194,004,R02194,Austria Juice,4674-50-4,
60030587_+K+,"Methylmercaptan 1% in PG, natürlich",R02195,003,R02195,Austria Juice,74-93-1,
60020052_+ZK+,Limetten-Öl 4x destilliert Halal,R02196,009,R02196,Austria Juice,8008-26-2,
60030588,Abelmoschus-Öl (Ambrettolid-Fraktionen) Halal,R02197,004,R02197,Austria Juice,8015-62-1,
60030590,Geranylformiat Halal,R02199,003,R02199,Austria Juice,105-86-2,
60030591,Citronellylformiat,R02200,003,R02200,Austria Juice,105-85-1,
60030594,"alpha-Phellandren, natürlich Halal",R02203,005,R02203,Austria Juice,99-83-2,
60030595,"Ethylformiat, natürlich",R02204,005,R02204,Austria Juice,109-94-4,
60020053_+ÖK+,Basilikum-Öl exotisch,R02206,006,R02206,Austria Juice,8015-73-4,
60020057_+ÖK+,Zimtkassie-Öl,R02210,007,R02210,Austria Juice,8007-80-5,
60020058_+ÖK+,Zimtblätter-Öl,R02211,006,R02211,Austria Juice,8015-91-6,
60020059_+ÖK+,Zitronengras-Öl Typ Citronellal Halal,R02212,007,R02212,Austria Juice,8007-02-1,
60020060_+ÖK+,Peru-Balsam-Öl Halal,R02213,006,R02213,Austria Juice,8007-00-9,
60020061_+ÖK+,Tolu-Balsam-Absolue,R02214,002,R02214,Austria Juice,9000-64-0 ,
60020062_+ÖK+,Geranium-Öl Typ Minzig Halal,R02215,008,R02215,Austria Juice,8000-46-2,
60020063_+ÖK+,Geranium-Öl Typ Rose,R02216,010,R02216,Austria Juice,8000-46-2,
60040010_+ÖK+,Lavender-Absolue,R02218,005,R02218,Austria Juice,8000-28-0,
60040011_+ÖK+,Mimosa-Absolue,R02219,006,R02219,Austria Juice,8031-03-6,
60040012_+ÖK+,Boronia-Absolue,R02220,004,R02220,Austria Juice,"8053-33-6
",
60030600,Butylhydroxyanisol (BHA) Halal,R02222,006,R02222,Austria Juice,25013-16-5 ,
60030598,"Citronellylformiat, natürlich",R02223,006,R02223,Austria Juice,105-85-1,
60030602,2-Methylbutylbutyrat,R02224,004,R02224,Austria Juice,51115-64-1,
60030605,"Citronellylpropionat, natürlich Halal",R02225,006,R02225,Austria Juice,141-14-0,
60030604,"beta-Caryophyllen, natürlich Halal",R02226,007,R02226,Austria Juice,87-44-5,
60030603,"L-Menthon ex Minze, natürlich (Öl-Fraktion) Kosher Halal",R02227,010,R02227,Austria Juice,89-80-5,
60030634,Exaltolid (16-oxacyclohexadecan-1-one),R02232,002,R02232,Austria Juice,106-02-5,
60030606,Ethyl-trans-2-hexenoat Halal,R02235,003,R02235,Austria Juice,27829-72-7,
60030615,Terpineole (alpha ca. 70%),R02236,006,R02236,Austria Juice,8000-41-7,
60030550,"Isoamyl-2-methylbutyrat, natürlich",R02237,004,R02237,Austria Juice,27625-35-0,
60030567,"cis-3-Hexenyllactat, natürlich Halal",R02238,006,R02238,Austria Juice,61931-81-5 ,
60030654_+K+,"Ameisensäure 80%, natürlich Kosher, Halal",R02240,010,R02240,Austria Juice,64-18-6,
60030680_+K+,"trans,trans-2,4-Decadienal, natürlich Kosher Halal",R02241,007,R02241,Austria Juice,25152-84-5,
60030513,2-Ethyl-4-methylthiazol Halal,R02244,006,R02244,Austria Juice,15679-12-6,
60030639_+T+,"trans-2-Decen-1-al, natürlich",R02246,003,R02246,Austria Juice,3913-81-3,
60030653,2-Isobutyl-3-methoxypyrazin,R02247,004,R02247,Austria Juice,24683-00-9,
60030757_+K+,Melonal Halal,R02248,004,R02248,Austria Juice,106-72-9  ,
60030607_+K+,"Melonal, natürlich Kosher Halal",R02249,007,R02249,Austria Juice,106-72-9  ,
60030825,"Geranylpropionat, natürlich",R02251,004,R02251,Austria Juice,105-90-8,
60050067,"Vanille-Extrakt, BG",R02255,007,R02255,Austria Juice,64-17-5,
60030647,beta-Caryophyllenoxid Halal,R02256,007,R02256,Austria Juice,1139-30-6 ,
60030610,Phenethyl-2-methylbutyrat Halal,R02257,007,R02257,Austria Juice,24817-51-4,
60030624,Hexylisovalerat Halal Kosher,R02258,003,R02258,Austria Juice,10032-13-0,
60030717_+K+,Ethylfuraneol Kosher Halal,R02260,008,R02260,Austria Juice,27538-09-6 ,
60030644_+K+,"Ethylfuraneol, natürlich",R02261,004,R02261,Austria Juice,27538-09-6 ,
60020122_+ÖK+,Thymian-Öl Halal,R02264,007,R02264,Austria Juice,84929-51-1,
60020065_+ZK+,Orangen-Öl 5-fach,R02265,004,R02265,Austria Juice,8008-57-9,
60030623,trans-2-Hexensäure Kosher Halal,R02268,005,R02268,Austria Juice,13419-69-7,
60030704_+K+,"Fenchol, natürlich Halal",R02269,007,R02269,Austria Juice,1632-73-1,
60030706_+K+,"Undecanal, natürlich",R02270,003,R02270,Austria Juice,112-44-7,
60030648_+K+,Hexylformiat Halal,R02271,004,R02271,Austria Juice,629-33-4,
60030611_+K+,cis-4-Decenal,R02274,001,R02274,Austria Juice,21662-09-9,
60020113_+ÖK+,Citronell-Öl,R02277,007,R02277,Austria Juice,91771-61-8,
60030613,"Anisylalkohol, natürlich",R02278,005,R02278,Austria Juice,105-13-5,
60030637_+K+,Acetaldehyd PG acetal Halal,R02279,004,R02279,Austria Juice,3390-12-3,
60030056_+K+,"alpha-Pinen, natürlich Halal BG V",R02283,011,R02283,Austria Juice,80-56-8,
60030616_+K+,Veratraldehyd Kosher Halal,R02285,005,R02285,Austria Juice,120-14-9,
60030617_+K+,4-Methylguajacol Halal,R02286,004,R02286,Austria Juice,93-51-6,
60030618,Diphenyloxid Halal Kosher,R02287,004,R02287,Austria Juice,101-84-8,
60030619,Allyl cyclohexyl propionate,R02288,002,R02288,Austria Juice,2705-87-5,
60030620,Allyl phenoxyacetate,R02289,003,R02289,Austria Juice,7493-74-5,
60030636,"Isobutylisovalerat, natürlich Halal",R02290,006,R02290,Austria Juice,589-59-3,
60030676,"ortho-Guajacol, natürlich Kosher Halal",R02298,009,R02298,Austria Juice,90-05-1,
60010019_+ÖK+,Rum-Essenz,R02300,004,R02300,Austria Juice,91770-72-8,
60010024_+EK+,Ingwer-Extrakt TO,R02301,005,R02301,Austria Juice,84696-15-1,
60050061_+EK+,Ingwer-Extrakt SE,R02302,004,R02302,Austria Juice,84696-15-1,
60020087_+ÖK+,Koriandersamen-Öl,R02309,009,R02309,Austria Juice,84775-50-8,
60020078_+ÖK+,Korianderblätter-Öl Halal,R02310,012,R02310,Austria Juice,8008-52-4,
60020069_+ÖK+,Muskatnuss-Öl Terpenfrei,R02311,006,R02311,Austria Juice,8008-45-5,
60030672,"gamma-Terpinen, natürlich Halal BG V",R02312,014,R02312,Austria Juice,99-85-4,
60030673,"beta-Pinen, natürlich Halal",R02313,007,R02313,Austria Juice,127-91-3,
60030625_+K+,"Myrcen, natürlich Halal BG V",R02314,013,R02314,Austria Juice,123-35-3,
60030807,"alpha-Terpinylacetat, natürlich Halal",R02315,007,R02315,Austria Juice,80-26-2,
60030622,p-Acetanisol Halal Kosher,R02316,005,R02316,Austria Juice,100-06-1,
60030692,"Isoamylpropionat, natürlich",R02324,003,R02324,Austria Juice,105-68-0,
60030720,"Isoamyloctanoat, natürlich Kosher Halal",R02326,007,R02326,Austria Juice,2035-99-6,
60030908,3-Hexanol,R02327,002,R02327,Austria Juice,623-37-0  ,
60030878,"Heptanol, natürlich",R02331,004,R02331,Austria Juice,111-70-6,
60030836,"Isoamylisobutyrat, natürlich",R02332,003,R02332,Austria Juice,2050-01-3,
60030901,"Geranylisobutyrat, natürlich",R02333,003,R02333,Austria Juice,2345-26-8,
60030690,Methylacetat,R02335,003,R02335,Austria Juice,79-20-9,
60030738_+K+,para-alpha-Dimethylstyren,R02336,004,R02336,Austria Juice,1195-32-0,
60030815,Amylacetat,R02337,005,R02337,Austria Juice,628-63-7,
60030640_+K+,3-Phenyl-1-propanol,R02338,004,R02338,Austria Juice,122-97-4,
60030886,Isopropylcinnamat,R02339,002,R02339,Austria Juice,7780-06-5,
60030939_+K+,Zingeron (Vanillylaceton),R02340,003,R02340,Austria Juice,122-48-5,
60030712,Benzylformiat Halal,R02342,006,R02342,Austria Juice,104-57-4,
60030715,Tyrosol,R02344,001,R02344,Austria Juice,501-94-0,
60030812,Prenylacetat,R02345,004,R02345,Austria Juice,1191-16-8,
60030737_+K+,"trans-2,cis-6-Nonadienal 1% in Ethanol, natürlich Halal",R02347,008,R02347,Austria Juice,557-48-2,
R02348,4-Pentenylacetat,R02348,002,R02348,Austria Juice,1576-85-8,
R02349,"Hexylisovalerat, natürlich",R02349,004,R02349,Austria Juice,10032-13-0,
60030785,Isoamyllactat,R02350,005,R02350,Austria Juice,19329-89-6,
60030626_+K+,"Heptanal, natürlich",R02354,004,R02354,Austria Juice,111-71-7,
60030627,Anisylalkohol,R02356,004,R02356,Austria Juice,105-13-5,
60030646,"Benzylalkohol, natürlich Kosher Halal",R02359,012,R02359,Austria Juice,100-51-6,
60030632,"delta-Octalacton, natürlich",R02363,007,R02363,Austria Juice,698-76-0,
60030631,"Ethyl-3-hydroxyhexanoat, natürlich",R02364,002,R02364,Austria Juice,2305-25-1,
60030630,"Ethyl-3-hydroxybutyrat, natürlich Kosher Halal",R02365,008,R02365,Austria Juice,5405-41-4,
60020081_+ÖK+,Hopfen-Öl,R02368,008,R02368,Austria Juice,8007-04-3,
60030735,"2,3,5-Trimethylpyrazin, natürlich Halal",R02369,006,R02369,Austria Juice,14667-55-1,
60030713_+G+,"Indol, natürlich Halal",R02370,009,R02370,Austria Juice,120-72-9,
60030665,Anisylacetat Halal,R02371,005,R02371,Austria Juice,104-21-2,
60010023_+ZK+,"Citral ex Zitrone, natürlich",R02372,006,R02372,Austria Juice,84929-31-7,
60030638,Benzylbutyrat Halal,R02374,003,R02374,Austria Juice,103-37-7,
60030748,"Anisylacetat, natürlich Halal",R02375,007,R02375,Austria Juice,104-21-2,
60020077_+ÖK+,Pfefferminz-Öl Typ Willamette Top Kosher,R02376,007,R02376,Austria Juice,8006-90-4,
60020100_+ÖK+,Pfefferminz-Öl Typ Yakima,R02377,006,R02377,Austria Juice,8006-90-4,
60030643_+K+,"beta-Damascenon, natürlich Kosher Halal",R02378,008,R02378,Austria Juice,23696-85-7,
60030845,Hexansäure kräftig Kosher Halal,R02379,004,R02379,Austria Juice,142-62-1,
60030641,"Hexansäure mild, natürlich Halal",R02380,007,R02380,Austria Juice,142-62-1,
60030791,cis-3-Hexenyl-2-methylbutyrat Halal Kosher,R02381,006,R02381,Austria Juice,53398-85-9,
R02384_+K+,1-(Methylthio)pentan-3-on,R02384,003,R02384,Austria Juice,66735-69-1,
60030733_+G+,Methional Kosher Halal,R02386,008,R02386,Austria Juice,3268-49-3,
60030707_+G+,"Methional, natürlich Halal",R02388,010,R02388,Austria Juice,3268-49-3,
60030749_+T+,"Propionaldehyd, natürlich Kosher",R02389,008,R02389,Austria Juice,123-38-6,
60040013_+ÖK+,"Iris-Absolue, ca. 75% Iron Kosher Halal",R02390,010,R02390,Austria Juice,8002-73-1,
60020067_+ZK+,Orangenöl Florida Premium NFC,R02391,004,R02391,Austria Juice,"8008-57-9, 8028-48-6",
60040029_+EK+,Süße-Akazien-Absolut,R02392,005,R02392,Austria Juice,8023-82-3,
R02393,WS-3,R02393,002,R02393,Austria Juice,39711-79-0,
60030695,"2,3-Dimethylpyrazin Halal Kosher",R02394,007,R02394,Austria Juice,5910-89-4,
60020182_+ZK+,Mandarinen-Öl 5x Rot,R02397,003,R02397,Austria Juice,84929-38-4,
60030696_+G+,2-Acetylfuran Halal,R02398,004,R02398,Austria Juice,1192-62-7,
60030824_+G+,"2-Acetylfuran, natürlich",R02399,002,R02399,Austria Juice,1192-62-7,
60030772,Methylfurfuryldisulfid,R02400,002,R02400,Austria Juice,57500-00-2,
60030909,"Methylfurfuryldisulfid, natürlich",R02401,001,R02401,Austria Juice,57500-00-2,
60030912_+K+,"Hexylpropionat, natürlich",R02402,003,R02402,Austria Juice,2445-76-3,
R02403_+K+,o-Methoxyzimtaldehyd,R02403,001,R02403,Austria Juice,1504-74-1,
60020066_+ÖK+,"Nelkenknospen-Öl, Typ holzig Halal",R02412,011,R02412,Austria Juice,8000-34-8,
60030660_+K+,"Borneol, natürlich Kosher Halal",R02413,007,R02413,Austria Juice,507-70-0,
R02416_+K+,Aldehyd C-16,R02416,001,R02416,Austria Juice,77-83-8,
60030649,4-Ethylphenol,R02417,003,R02417,Austria Juice,123-07-9,
60030104_+G+,Allylisothiocyanat,R02418,006,R02418,Austria Juice,57-06-7,
60030038,gamma-Heptalacton Halal,R02419,005,R02419,Austria Juice,105-21-5,
61050017,Sucralose (E 955) Halal,R02421,011,8402504,Austria Juice,56038-13-2,
60030829,2-Octen-4-on,R02423,001,R02423,Austria Juice,4643-27-0,
60020106_+ÖK+,Ingwer-Öl Terpenfrei,R02431,005,R02431,Austria Juice,8007-08-7,
60030918_+ÖK+,Ingwer Oleoresin,R02432,004,R02432,Austria Juice,84696-15-1,
60030684_+G+,Furfurylalkohol Halal,R02434,005,R02434,Austria Juice,98-00-0,
60040016_+ÖK+,Schwarze Johannisbeerknospen-Absolue,R02436,006,R02436,Austria Juice,97676-19-2,
60030650,3-Phenylpropylcinnamat,R02445,002,R02445,Austria Juice,122-68-9,
60030813,Ethyl-trans-2-octenoat,R02447,005,R02447,Austria Juice,7367-82-0,
60030765_+T+,"Valeraldehyd, natürlich",R02451,002,R02451,Austria Juice,110-62-3,
60050062_+D+EK+,Kardamom-Extrakt Halal,R02452,006,R02452,Austria Juice,96507-91-4,
60030718_+K+,"Prenylmercaptan, natürlich, 1% in Ethanol",R02454,004,R02454,Austria Juice,5287-45-6,
60020083_+ÖK+,Macis-Öl,R02456,004,R02456,Austria Juice,8007-12-3,
60030726,"2-Octen-4-on, natürlich Kosher Halal",R02467,005,R02467,Austria Juice,4643-27-0,
60010052_+ÖK+,Isopulegol Fraktion ex Eukalyptus,R02471,003,R02471,Austria Juice,7786-67-6,
60030652,cis-3-Hexenylformiat Kosher Halal,R02484,005,R02484,Austria Juice,33467-73-1,
60030699,"cis-3-Hexenylformiat, natürlich Halal",R02485,004,R02485,Austria Juice,33467-73-1,
60050059,Traubenschalen-Extrakt (Anthocyane E 163),R02508,004,AL 300,Austria Juice,84929-27-1,
60030700,"beta-Caryophyllenoxid, natürlich Halal Kosher",R02512,006,R02512,Austria Juice,1139-30-6 ,
60030659,Cinnamylcinnamat,R02513,002,R02513,Austria Juice,122-69-0,
60030745,Benzylcinnamat Halal,R02514,004,R02514,Austria Juice,103-41-3,
61000033,Azorubin/Carmoisin (E122),R02515,004,R02515,Austria Juice,3567-69-9,
61000034,Brillantblau FCF Farbstoff (E 133) Halal,R02518,007,R02518,Austria Juice,3844-45-9,
60030697_+K+,2-Ethyl-6-methylpyrazin Halal,R02524,003,R02524,Austria Juice,13925-03-6,
60030685,Hazelton Halal Kosher,R02525,007,R02525,Austria Juice,81925-81-7,
60030686,2-Acetylpyridin Halal Kosher,R02526,008,R02526,Austria Juice,1122-62-9,
60030662,Methylphenylacetat Halal,R02527,004,R02527,Austria Juice,101-41-7,
60030687,Benzylphenylacetat Halal,R02528,005,R02528,Austria Juice,102-16-9 ,
60030693,Acetyl N-methylanthranilat,R02529,002,R02529,Austria Juice,2719-08-6,
60030857,2-Acetylpyrrol Halal,R02531,005,R02531,Austria Juice,1072-83-9,
60030716,Methionylacetat,R02532,002,R02532,Austria Juice,16630-55-0 ,
60000143_+KR+,Zucker-Aroma,R02534,003,R02534,Austria Juice,91722-22-4,
60020111_+ÖK+,Schwarzer Pfeffer-Öl Halal,R02535,008,R02535,Austria Juice,8006-82-4,
60020071_+ZK+,Grapefruit-Öl 5-fach,R02536,005,R02536_+ZK+,Austria Juice,90045-43-5,
60030701,"Isoamylhexanoat, natürlich Halal",R02537,006,R02537,Austria Juice,2198-61-0,
60030645,"D-Kampfer, natürlich Halal",R02549,006,R02549,Austria Juice,464-49-3,
60020097_+ÖK+,Ysop-Öl,R02551,005,R02551,Austria Juice,84603-66-7    8006-83-5,
60020098_+ÖK+,Salbei-Öl Typ Kampfer,R02552,008,R02552,Austria Juice,8022-56-8,
60030714_+K+,Farnesylacetat Halal Kosher,R02554,007,R02554,Austria Juice,29548-30-9,
60030800,"Himbeerketonmethylether, natürlich",R02555,003,R02555,Austria Juice,104-20-1,
60030688_+K+,"Isobutyraldehyd, natürlich Halal",R02557,005,R02557,Austria Juice,78-84-2,
60030795,"delta-Undecalacton, natürlich",R02560,002,R02560,Austria Juice,710-04-3,
60020084_+ÖK+,Grüne Minze-Öl Amerikanisch Halal,R02561,007,R02561,Austria Juice,8008-79-5,
60030924,Ethyl-2-methylvalerat,R02562,001,R02562,Austria Juice,39255-32-8,
60030830,Geranylphenylacetat,R02563,002,R02563,Austria Juice,102-22-7,
60030881,Furfurylacetat,R02564,002,R02564,Austria Juice,623-17-6,
60030722_+K+,"Thymol, natürlich Halal",R02566,005,R02566,Austria Juice,89-83-8,
60020095_+ÖK+,Ajowan-Öl Kosher,R02567,007,R02567,Austria Juice,8001-99-8,
60030787,"2-Octanon, natürlich",R02569,002,R02569,Austria Juice,111-13-7,
60030777_+K+,alpha-Amylzimtaldehyd,R02570,003,R02570,Austria Juice,122-40-7,
60030677,"Chininhydrochlorid Dihydrat, BG",R02571,014,0071,Austria Juice,6119-47-7,
60030694,Phenethylbutyrat,R02572,003,R02572,Austria Juice,103-52-6  ,
60020112_+ÖK+,Immortelle-Öl,R02576,003,R02576,Austria Juice,8023-95-8,
60020148_+ÖK+,Schafgarben-Öl,R02577,003,R02577,Austria Juice,"8022-07-9, 84082-83-7",
60030724,"2-Acetylpyrazin, natürlich Halal",R02579,008,R02579,Austria Juice,22047-25-2,
60030708,"Ethylnonanoat, natürlich",R02580,003,R02580,Austria Juice,123-29-5,
60030839,"Phenethylphenylacetat, natürlich",R02581,003,R02581,Austria Juice,102-20-5,
60030840,"Isobutylphenylacetat, natürlich Halal",R02582,006,R02582,Austria Juice,102-13-6,
60030728_+G+,"Furfurylalkohol, natürlich Kosher Halal",R02583,005,R02583,Austria Juice,98-00-0,
60030752,"Hazelton, natürlich Halal",R02584,006,R02584,Austria Juice,81925-81-7,
60030841,"Methylphenylacetat, natürlich",R02586,003,R02586,Austria Juice,101-41-7,
60030709,"Benzylphenylacetat, natürlich",R02587,003,R02587,Austria Juice,102-16-9 ,
60030744,"alpha-Terpinen, natürlich",R02590,004,R02590,Austria Juice,99-86-5,
61070005,L-Carnitin,R02593,006,R02593,Austria Juice,541-15-1,
60030804,Benzylisovalerat,R02611,003,R02611,Austria Juice,103-38-8,
60040015_+ÖK+,Tonkabohnen-Absolue Halal,R02612,010,R02612,Austria Juice,8024-04-2,
60030675_+K+,"alpha-Bisabolen, natürlich Halal",R02614,004,R02614,Austria Juice,495-62-5,
61070002,Inosit,R02616,005,R02616,Austria Juice,87-89-8,
61010012,Dikaliumphosphat (E 340ii),R02618,001,R02618,Austria Juice,7758-11-4,
61060009,Kaliumchlorid (oder E 508),R02619,001,R02619,Austria Juice," 7447-40-7
",
60030656,"Propylpropionat, natürlich",R02624,004,R02624,Austria Juice,106-36-5,
60030657_+K+,"Butylpropionat, natürlich",R02625,004,R02625,Austria Juice,590-01-2,
61070039,Maltodextrin DE 17-20,R02638,007,R02638,Austria Juice,9050-36-6,
60020068_+ÖK+,"Nelkenknospen-Öl, Typ Rosine",R02665,007,R02665,Austria Juice,8000-34-8,
61030028,Niacin (Nicotinamid),R02670,004,R02670,Austria Juice,98-92-0,
60010010_+EK+,Wassermelonen-Destillat Kosher,R02695,007,9724,Austria Juice,90244-99-8,
60030666_+K+,cis-6-Nonenal Halal,R02700,004,R02700,Austria Juice,2277-19-2,
60030667_+K+,cis-3-Nonen-1-ol Halal,R02701,004,R02701,Austria Juice,10340-23-5,
60030668_+T+,"trans-3,cis-6-Nonadien-1-ol Halal",R02702,004,R02702,Austria Juice,56805-23-3,
60030669_+T+,trans-2-cis-6-Nonadien-1-ol Halal,R02703,004,R02703,Austria Juice,28069-72-9,
60030670_+K+,"trans-2,cis-6-Nonadienal Halal Kosher",R02704,007,R02704,Austria Juice,557-48-2,
60030671_+K+,trans-2-Nonenal Halal,R02705,005,R02705,Austria Juice,18829-56-6,
61060008,"Speisesalz fein unjodiert, BG",R02711,008,R02711,Austria Juice,7647-14-5,
61040011,Pektin GENU VIS-Z (zuckerfrei) (E440) Halal,R02718,010,R02718,Austria Juice,9000-69-5,
60030663,4-Methylacetophenon,R02738,003,R02738,Austria Juice,122-00-9,
60030664,Geranylisovalerat,R02740,002,R02740,Austria Juice,109-20-6 ,
60020120_+ÖK+,Polei-Minz-Öl Halal,R02741,006,R02741,Austria Juice,8013-99-8,
60030774,"Methylethylketon, natürlich",R02799,002,R02799,Austria Juice,78-93-3,
60030727,3-Hexen-1-ol cis:trans 50:50,R02850,002,R02850,Austria Juice,544-12-7,
60010062,Pyrazin-Mischung 10,R02866,003,R02866,Austria Juice,"13360-65-1, 13925-03-6, 13360-64-0, 14667-55-1, 15707-34-3, 13925-07-0, 123-32-0, 108-50-9, 15707-23-0, 18138-04-0, 18138-05-1, 32736-91-7",
60010059,Pyrazin-Mischung 26,R02873,003,R02873,Austria Juice,"13925-03-6, 13360-64-0, 14667-55-1",
60020157_+ZK+,Zitronen-Öl italienisch entwachst,R02906,004,R02906,Austria Juice,"8008-56-8, 84929-31-7",
60020102_+ÖK+,Kamillenblüten-Öl Marokko,R02945,004,R02945,Austria Juice,68916-68-7,
60020093_+ÖK+,Basilikum-Öl Egypt Halal,R02947,007,R02947,Austria Juice,8015-73-4,
60010030_+ÖK+,Weihnachtsbeeren-Extrakt CO2 Halal,R02949,007,R02949,Austria Juice,949495-68-5,
60030710,Furaneolacetat Halal Kosher,R02951,006,R02951,Austria Juice,4166-20-5,
60030674,"Isobutylpropionat, natürlich",R02974,004,R02974,Austria Juice,540-42-1,
60010012_+ZK+,Mandarinen-Extrakt Halal,R02984,006,R02984,Austria Juice,84929-38-4,
60010013_+ZK+,Blutorangensaft-Aromaextrakt Halal,R02985,009,R02985,Austria Juice,8028-48-6,
61050035,Erythrit (E 968),R03070,005,R03070,Austria Juice,149-32-6,
60020107_+ÖK+,Cognac-Öl grün,R03074,005,R03074,Austria Juice,8016-21-5,
60020089_+ÖK+,Fenchel-Öl süß,R03075,005,R03075,Austria Juice,8006-84-6,
60020073_+ÖK+,Zedernholz-Öl (Virginia),R03085,009,R03085,Austria Juice,85085-41-2,
60020076_+ÖK+,Zedernblätter-Öl,R03086,005,R03086,Austria Juice,8007-20-3,
60030723,"Ethylacrylat 1% in PG, natürlich Halal Kosher",R03097,011,R03097,Austria Juice,140-88-5,
60020180_+ÖK+,Eucalyptus-Öl,R03187,002,R03187,Austria Juice,97926-40-4,
60020118_+ÖK+,Petitgrain-Öl (Paraguay) Halal,R03188,006,R03188,Austria Juice,"8014-17-3	",
60020168_+ÖK+,Fichtennadel-Öl (Sibirien) ,R03189,007,R03189,Austria Juice,8021-29-2,
61060015,Tri-Magnesium-Dicitrat (als Mineralstoff),R03191,001,R03191,Austria Juice,3344-18-1,
61050008,"Flüssigzucker (Saccharose) 66,5°Bx",R03203,006,R03203,Austria Juice,57-50-1,
60030794_+K+,"5-Methyl-2-phenyl-2-hexenal, natürlich",R03218,005,R03218,Austria Juice,21834-92-4,
60020079_+ÖK+,Perillablätter-Öl,R03220,006,R03220,Austria Juice,68132-21-8,
60050135_+ÖK+,Safran-Extrakt dickflüssig,R03221,006,R03221,Austria Juice,84604-17-1,
60030729,"2,3,5,6-Tetramethylpyrazin Halal Kosher",R03222,005,R03222,Austria Juice,1124-11-4,
60030730_+K+,"2-Ethyl-3,(5 oder 6)-Dimethylpyrazin Halal Kosher",R03223,007,R03223,Austria Juice,55031-15-7,
60030731_+K+,5-Methyl-2-phenyl-2-hexenal Halal Kosher,R03224,006,R03224,Austria Juice,21834-92-4,
61040012,Apfelpektin Classic AU 202 (E 440),R03225,006,R03225,Austria Juice,9000-69-5,
60050157,Kolanuss-Extrakt,R03229,003,R03229,Austria Juice,68916-19-8,
60020090_+ÖK+,Ambrettsamen-Öl Fraktion Kosher,R03230,009,R03230,Austria Juice,8015-62-1,
60030678_+K+,2-Octanol,R03236,001,R03236,Austria Juice,123-96-6,
60030877_+K+,Butylformiat Halal,R03237,006,R03237,Austria Juice,592-84-7,
60020121_+ÖK+,Rosa Pfeffer-Öl (Schinus molle),R03240,003,R03240,Austria Juice,68917-52-2  ,
60030936,Styrallylisobutyrat,R03247,001,R03247,Austria Juice,7775-39-5,
60030281,Nerol Halal Kosher,R03250,006,R03250,Austria Juice,106-25-2,
60030786,Benzylpropionat,R03251,005,R03251,Austria Juice,122-63-4,
60030691,trans-2-Hexenylbutyrat,R03252,002,R03252,Austria Juice,53398-83-7,
60030893,2-Pentanol,R03254,002,R03254,Austria Juice,6032-29-7 ,
60030683,Phenethylisovalerat,R03255,005,R03255,Austria Juice,140-26-1,
60030758_+T+,2-Methylbutyraldehyd Halal,R03260,006,R03260,Austria Juice,96-17-3,
60030741_+G+,p-Cresol (4-Methylphenol) Halal Kosher,R03261,006,R03261,Austria Juice,106-44-5,
