Rez.-Nr.,Ident,ERP-Nr.,Name,Totalmenge,Richtdosierung in g/l,CAS-Nr.,Odour-Type 1,Odour-Type 2,Odour-Type 3,Threshold
185.644P,R01776,61020002,Propylenglycol Kosher Halal,"0,668074514","0,180",57-55-6,odorless,,,k.E.
185.675P,R01776,61020002,Propylenglycol Kosher Halal,"0,8335","0,600",57-55-6,odorless,,,k.E.
185.727P,R01776,61020002,Propylenglycol Kosher Halal,"0,95082","1,000",57-55-6,odorless,,,k.E.
185.741P,R01776,61020002,Propylenglycol Kosher Halal,"0,7894995","1,000",57-55-6,odorless,,,k.E.
185.748P,R01776,61020002,Propylenglycol Kosher Halal,"0,714082066","0,100",57-55-6,odorless,,,k.E.
185.796P,R01776,61020002,Propylenglycol Kosher Halal,"0,857720605","0,860",57-55-6,odorless,,,k.E.
185.902P,R01776,61020002,Propylenglycol Kosher Halal,"0,98858257","0,500",57-55-6,odorless,,,k.E.
185.922P,R01776,61020002,Propylenglycol Kosher Halal,"0,984123","0,500",57-55-6,odorless,,,k.E.
185.984P,R01776,61020002,Propylenglycol Kosher Halal,"0,972777","0,400",57-55-6,odorless,,,k.E.
186.179P,R01776,61020002,Propylenglycol Kosher Halal,"0,922810215","0,400",57-55-6,odorless,,,k.E.
186.190P,R01776,61020002,Propylenglycol Kosher Halal,"0,1133232","0,300",57-55-6,odorless,,,k.E.
186.277P,R01776,61020002,Propylenglycol Kosher Halal,"0,362675","0,500",57-55-6,odorless,,,k.E.
186.293P,R01776,61020002,Propylenglycol Kosher Halal,"0,025","1,100",57-55-6,odorless,,,k.E.
186.395P,R01776,61020002,Propylenglycol Kosher Halal,"0,91429555","1,000",57-55-6,odorless,,,k.E.
186.396P,R01776,61020002,Propylenglycol Kosher Halal,"0,92477434","1,000",57-55-6,odorless,,,k.E.
186.490P,R01776,61020002,Propylenglycol Kosher Halal,"0,88435005","0,500",57-55-6,odorless,,,k.E.
186.569P,R01776,61020002,Propylenglycol Kosher Halal,"0,965913768","0,300",57-55-6,odorless,,,k.E.
186.950P,R01776,61020002,Propylenglycol Kosher Halal,"0,8907827","1,000",57-55-6,odorless,,,k.E.
186.985P,R01776,61020002,Propylenglycol Kosher Halal,"0,06030486","1,200",57-55-6,odorless,,,k.E.
187.004P,R01776,61020002,Propylenglycol Kosher Halal,"0,00400415","0,200",57-55-6,odorless,,,k.E.
187.015P,R01776,61020002,Propylenglycol Kosher Halal,"0,86534","0,350",57-55-6,odorless,,,k.E.
187.061P,R01776,61020002,Propylenglycol Kosher Halal,"0,962259","1,000",57-55-6,odorless,,,k.E.
187.064P,R01776,61020002,Propylenglycol Kosher Halal,"0,865462","0,500",57-55-6,odorless,,,k.E.
187.119P,R01776,61020002,Propylenglycol Kosher Halal,"0,486505","1,900",57-55-6,odorless,,,k.E.
187.246P,R01776,61020002,Propylenglycol Kosher Halal,"0,8874421","0,300",57-55-6,odorless,,,k.E.
187.414P,R01776,61020002,Propylenglycol Kosher Halal,"0,736956445","0,400",57-55-6,odorless,,,k.E.
187.482P,R01776,61020002,Propylenglycol Kosher Halal,"0,0007225","0,965",57-55-6,odorless,,,k.E.
187.483P,R01776,61020002,Propylenglycol Kosher Halal,"0,81144115","0,350",57-55-6,odorless,,,k.E.
187.507P,R01776,61020002,Propylenglycol Kosher Halal,"0,874622065","0,600",57-55-6,odorless,,,k.E.
187.519P,R01776,61020002,Propylenglycol Kosher Halal,"0,00240331","0,400",57-55-6,odorless,,,k.E.
187.521P,R01776,61020002,Propylenglycol Kosher Halal,"0,0114563","0,600",57-55-6,odorless,,,k.E.
187.522P,R01776,61020002,Propylenglycol Kosher Halal,"0,1246483","0,500",57-55-6,odorless,,,k.E.
187.567P,R01776,61020002,Propylenglycol Kosher Halal,"0,90972142","0,200",57-55-6,odorless,,,k.E.
187.571P,R01776,61020002,Propylenglycol Kosher Halal,"0,05742375","0,100",57-55-6,odorless,,,k.E.
187.608P,R01776,61020002,Propylenglycol Kosher Halal,"0,1872023","0,200",57-55-6,odorless,,,k.E.
187.657P,R01776,61020002,Propylenglycol Kosher Halal,"0,872089","0,200",57-55-6,odorless,,,k.E.
187.662P,R01776,61020002,Propylenglycol Kosher Halal,"0,6760288","0,500",57-55-6,odorless,,,k.E.
187.694P,R01776,61020002,Propylenglycol Kosher Halal,"0,40568349","0,400",57-55-6,odorless,,,k.E.
187.695P,R01776,61020002,Propylenglycol Kosher Halal,"0,323762135","0,750",57-55-6,odorless,,,k.E.
187.746P,R01776,61020002,Propylenglycol Kosher Halal,"0,01478825","1,000",57-55-6,odorless,,,k.E.
187.752P,R01776,61020002,Propylenglycol Kosher Halal,"0,14565855","0,170",57-55-6,odorless,,,k.E.
187.753P,R01776,61020002,Propylenglycol Kosher Halal,"0,14565855","0,170",57-55-6,odorless,,,k.E.
187.773P,R01776,61020002,Propylenglycol Kosher Halal,"0,75093395","0,800",57-55-6,odorless,,,k.E.
187.783P,R01776,61020002,Propylenglycol Kosher Halal,"0,005954","2,500",57-55-6,odorless,,,k.E.
187.786P,R01776,61020002,Propylenglycol Kosher Halal,"0,889675","0,400",57-55-6,odorless,,,k.E.
187.787P,R01776,61020002,Propylenglycol Kosher Halal,"0,78988372","0,200",57-55-6,odorless,,,k.E.
187.791P,R01776,61020002,Propylenglycol Kosher Halal,"0,933351","1,000",57-55-6,odorless,,,k.E.
187.796P,R01776,61020002,Propylenglycol Kosher Halal,"0,543344639","0,150",57-55-6,odorless,,,k.E.
187.799P,R01776,61020002,Propylenglycol Kosher Halal,"0,932420115","0,700",57-55-6,odorless,,,k.E.
187.800P,R01776,61020002,Propylenglycol Kosher Halal,"0,82002493","1,000",57-55-6,odorless,,,k.E.
187.826P,R01776,61020002,Propylenglycol Kosher Halal,"4,25E-6","1,200",57-55-6,odorless,,,k.E.
187.829P,R01776,61020002,Propylenglycol Kosher Halal,"0,7385062","0,500",57-55-6,odorless,,,k.E.
187.834P,R01776,61020002,Propylenglycol Kosher Halal,"0,491841","0,700",57-55-6,odorless,,,k.E.
187.870P,R01776,61020002,Propylenglycol Kosher Halal,"0,70298905","1,000",57-55-6,odorless,,,k.E.
187.871P,R01776,61020002,Propylenglycol Kosher Halal,"0,908684125","1,000",57-55-6,odorless,,,k.E.
187.885P,R01776,61020002,Propylenglycol Kosher Halal,"0,915288898","0,900",57-55-6,odorless,,,k.E.
187.892P,R01776,61020002,Propylenglycol Kosher Halal,"0,47576908","0,200",57-55-6,odorless,,,k.E.
187.896P,R01776,61020002,Propylenglycol Kosher Halal,"0,69342318","0,250",57-55-6,odorless,,,k.E.
187.897P,R01776,61020002,Propylenglycol Kosher Halal,"0,94282845","0,350",57-55-6,odorless,,,k.E.
187.914P,R01776,61020002,Propylenglycol Kosher Halal,"0,8699993","0,700",57-55-6,odorless,,,k.E.
187.916P,R01776,61020002,Propylenglycol Kosher Halal,"0,82313993","1,000",57-55-6,odorless,,,k.E.
187.920P,R01776,61020002,Propylenglycol Kosher Halal,"0,3710674","0,200",57-55-6,odorless,,,k.E.
187.923P,R01776,61020002,Propylenglycol Kosher Halal,"0,9802796","0,500",57-55-6,odorless,,,k.E.
188.118P,R01776,61020002,Propylenglycol Kosher Halal,"0,96202","0,250",57-55-6,odorless,,,k.E.
188.375P,R01776,61020002,Propylenglycol Kosher Halal,"0,4608","0,600",57-55-6,odorless,,,k.E.
188.412P,R01776,61020002,Propylenglycol Kosher Halal,"0,931653","0,400",57-55-6,odorless,,,k.E.
188.462KHP,R01776,61020002,Propylenglycol Kosher Halal,"0,87727126","0,700",57-55-6,odorless,,,k.E.
188.481KHP,R01776,61020002,Propylenglycol Kosher Halal,"0,791496485","1,000",57-55-6,odorless,,,k.E.
188.491P,R01776,61020002,Propylenglycol Kosher Halal,"0,8949756","0,200",57-55-6,odorless,,,k.E.
188.560P,R01776,61020002,Propylenglycol Kosher Halal,"0,94","0,400",57-55-6,odorless,,,k.E.
188.628P,R01776,61020002,Propylenglycol Kosher Halal,"0,74924413","0,300",57-55-6,odorless,,,k.E.
188.639P,R01776,61020002,Propylenglycol Kosher Halal,"0,102",0.2,57-55-6,odorless,,,k.E.
188.656P,R01776,61020002,Propylenglycol Kosher Halal,"0,83142","0,800",57-55-6,odorless,,,k.E.
188.668P,R01776,61020002,Propylenglycol Kosher Halal,"0,53","0,500",57-55-6,odorless,,,k.E.
188.740P,R01776,61020002,Propylenglycol Kosher Halal,"0,9739398","1,000",57-55-6,odorless,,,k.E.
188.819,R01776,61020002,Propylenglycol Kosher Halal,0.809986,"0,3",57-55-6,odorless,,,k.E.
188.820,R01776,61020002,Propylenglycol Kosher Halal,0.9255195,"0,3",57-55-6,odorless,,,k.E.
188.822,R01776,61020002,Propylenglycol Kosher Halal,0.83583,0.2,57-55-6,odorless,,,k.E.
188.866,R01776,61020002,Propylenglycol Kosher Halal,0.7502815,0.5,57-55-6,odorless,,,k.E.
188.894,R01776,61020002,Propylenglycol Kosher Halal,0.86499958,0.5,57-55-6,odorless,,,k.E.
188.976,R01776,61020002,Propylenglycol Kosher Halal,0.8350002,0.5,57-55-6,odorless,,,k.E.
188.977,R01776,61020002,Propylenglycol Kosher Halal,0.828223,0.6,57-55-6,odorless,,,k.E.
188.992,R01776,61020002,Propylenglycol Kosher Halal,0.7379465,0.4,57-55-6,odorless,,,k.E.
189.012,R01776,61020002,Propylenglycol Kosher Halal,0.939035,0.3,57-55-6,odorless,,,k.E.
189.014,R01776,61020002,Propylenglycol Kosher Halal,0.78797005,1,57-55-6,odorless,,,k.E.
189.051,R01776,61020002,Propylenglycol Kosher Halal,0.952935,0.2,57-55-6,odorless,,,k.E.
189.068,R01776,61020002,Propylenglycol Kosher Halal,0.6715887,0.5,57-55-6,odorless,,,k.E.
189.075,R01776,61020002,Propylenglycol Kosher Halal,0.71037304,0.25,57-55-6,odorless,,,k.E.
185.044,R01776,61020002,Propylenglycol Kosher Halal,0.809986,0.3,57-55-6,odorless,,,k.E.
185.294,R01776,61020002,Propylenglycol Kosher Halal,0.874206,0.8,57-55-6,odorless,,,k.E.
185.664,R01776,61020002,Propylenglycol Kosher Halal,0.92737045,0.4,57-55-6,odorless,,,k.E.
186.192,R01776,61020002,Propylenglycol Kosher Halal,0.1179732,0.23,57-55-6,odorless,,,k.E.
187.365,R01776,61020002,Propylenglycol Kosher Halal,0.84984885,0.5,57-55-6,odorless,,,k.E.
187.776,R01776,61020002,Propylenglycol Kosher Halal,0.85800705,0.4,57-55-6,odorless,,,k.E.
185.309P,R01772,60030312,Propylhexanoat,9E-5,"0,500",626-77-7,fruity,exotic,,"0,1"
185.514,R01772,60030312,Propylhexanoat,3E-6,"0,250",626-77-7,fruity,exotic,,"0,1"
186.293P,R02141,60030543,"Propylhexanoat, natürlich","0,000393","1,100",626-77-7,fruity,exotic,,"0,1"
185.133,R02141,60030543,"Propylhexanoat, natürlich",0.000004,1,626-77-7,fruity,exotic,,"0,1"
186.821,R02141,60030543,"Propylhexanoat, natürlich",0.00000408,1,626-77-7,fruity,exotic,,"0,1"
187.885P,R01781,60030320,S-(Methylthio)butyrat,"0,00038","0,900",2432-51-1,unpleasant,warm,,"0,001"
188.639P,R01781,60030320,S-(Methylthio)butyrat Halal Kosher,"0,00025",0.2,2432-51-1,unpleasant,warm,,"0,001"
187.119P,R02045,60030490,"S-(Methylthio)butyrat, natürlich Halal","1,5E-6","1,900",2432-51-1,unpleasant,warm,,"0,001"
187.657P,R02045,60030490,"S-(Methylthio)butyrat, natürlich Halal",1E-5,"0,200",2432-51-1,unpleasant,warm,,"0,001"
187.799P,R02045,60030490,"S-(Methylthio)butyrat, natürlich Halal","4,5E-6","0,700",2432-51-1,unpleasant,warm,,"0,001"
187.695P,R03754,60000226_+KR+,Schwarztee Treattarome 9761 Halal,"0,266667","0,750",84650-60-2,warm,floral,,
187.015P,R01784,60030322,Sotolon Halal,5E-6,"0,350",28664-35-9,warm,balsamic,,0.066666667
187.796P,R01784,60030322,Sotolon Halal,"3,889E-6","0,150",28664-35-9,warm,balsamic,,0.066666667
187.119P,R05201,60000184,Stevia-Aroma (FMP; 4% Reb A; MD) Halal,"0,03","1,900",91722-21-3,odorless,,,
185.513P,R01785,60030323,Styralylacetat Halal,"5,5E-5","0,800",93-92-5,green,warm,woody,"0,5"
185.514,R01785,60030323,Styralylacetat Halal,"0,002534","0,250",93-92-5,green,warm,woody,"0,5"
185.675P,R01785,60030323,Styralylacetat Halal Kosher,"2,8E-5","0,600",93-92-5,green,warm,woody,"0,5"
188.462KHP,R01785,60030323,Styralylacetat Halal Kosher,"0,00033","0,700",93-92-5,green,warm,woody,"0,5"
188.412P,R02097,60030517,"Styralylacetat, natürlich Halal","0,000242","0,400",93-92-5,green,warm,woody,"0,5"
188.992,R02097,60030517,"Styralylacetat, natürlich Halal",0.00008,0.4,93-92-5,green,warm,woody,"0,5"
185.513P,R01786,60030324,Styralylalkohol Halal,2E-5,"0,800",98-85-1,warm,floral,,
185.514,R01786,60030324,Styralylalkohol Halal,"5,6E-5","0,250",98-85-1,warm,floral,,
185.043P,R01979,60030432,"Terpinolen, natürlich Halal","5,9E-5","0,800",586-62-9,fresh,woody,,
188.819,R01979,60030432,"Terpinolen, natürlich Halal",0.000059,"0,3",586-62-9,fresh,woody,,
185.044,R01979,60030432,"Terpinolen, natürlich Halal",0.000059,0.3,586-62-9,fresh,woody,,
186.293P,R01986,60030439,"Thiomenthon, natürlich Halal",4E-6,"1,100",38462-22-5,exotic,unpleasant,,
188.740P,R02027,60030475_+K+,"trans,trans-2,4-Decadienal Halal",2E-7,"1,000",25152-84-5 ,warm,,,0.0003
185.621P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000475","0,200",2305-21-7,green,fresh,fruity,"0,666666667"
185.644P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000387","0,180",2305-21-7,green,fresh,fruity,"0,666666667"
186.190P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,003274","0,300",2305-21-7,green,fresh,fruity,"0,666666667"
186.950P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,0004","1,000",2305-21-7,green,fresh,fruity,"0,666666667"
187.061P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000421","1,000",2305-21-7,green,fresh,fruity,"0,666666667"
187.567P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"3,6E-5","0,200",2305-21-7,green,fresh,fruity,"0,666666667"
187.608P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000274","0,200",2305-21-7,green,fresh,fruity,"0,666666667"
187.694P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000387","0,400",2305-21-7,green,fresh,fruity,"0,666666667"
187.695P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,000241","0,750",2305-21-7,green,fresh,fruity,"0,666666667"
187.893P,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,00051","2,300",2305-21-7,green,fresh,fruity,"0,666666667"
188.462KHP,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,"0,00126","0,700",2305-21-7,green,fresh,fruity,"0,666666667"
186.192,R01796,60030334_+K+,trans-2-Hexen-1-ol Halal Kosher,0.003143,0.23,2305-21-7,green,fresh,fruity,"0,666666667"
185.028,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","1,93375E-5","0,400",2305-21-7,green,fresh,fruity,"0,666666667"
185.339P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","2,4E-5","1,000",2305-21-7,green,fresh,fruity,"0,666666667"
185.382P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","0,00096","1,000",2305-21-7,green,fresh,fruity,"0,666666667"
185.507P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",3E-6,"0,300",2305-21-7,green,fresh,fruity,"0,666666667"
185.796P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",2E-6,"0,860",2305-21-7,green,fresh,fruity,"0,666666667"
186.179P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",3E-6,"0,400",2305-21-7,green,fresh,fruity,"0,666666667"
187.119P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","0,00022","1,900",2305-21-7,green,fresh,fruity,"0,666666667"
187.482P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","0,00096","0,965",2305-21-7,green,fresh,fruity,"0,666666667"
188.491P,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal","0,000141","0,200",2305-21-7,green,fresh,fruity,"0,666666667"
187.365,R01907,60030380_+K+,"trans-2-Hexen-1-ol, natürlich Halal",0.001708,0.5,2305-21-7,green,fresh,fruity,"0,666666667"
185.675P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,"0,000248","0,600",6728-26-3,green,fresh,,"0,1"
186.490P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,"0,000236","0,500",6728-26-3,green,fresh,,"0,1"
187.015P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,2E-5,"0,350",6728-26-3,green,fresh,,"0,1"
187.061P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,"3,7E-5","1,000",6728-26-3,green,fresh,,"0,1"
187.519P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,"8,76E-5","0,400",6728-26-3,green,fresh,,"0,1"
187.920P,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,"0,0001064","0,200",6728-26-3,green,fresh,,"0,1"
188.894,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,0.0004236,0.5,6728-26-3,green,fresh,,"0,1"
185.664,R01798,60030336_+G+,trans-2-Hexenal Kosher Halal,0.000059,0.4,6728-26-3,green,fresh,,"0,1"
185.028,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","8,75E-5","0,400",6728-26-3,green,fresh,,"0,1"
185.267,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,000282","0,500",6728-26-3,green,fresh,,"0,1"
185.382P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,000208","1,000",6728-26-3,green,fresh,,"0,1"
185.507P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,000162","0,300",6728-26-3,green,fresh,,"0,1"
185.796P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","7,5E-5","0,860",6728-26-3,green,fresh,,"0,1"
185.922P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","1,1E-5","0,500",6728-26-3,green,fresh,,"0,1"
186.179P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,000162","0,400",6728-26-3,green,fresh,,"0,1"
186.395P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","9,4E-5","1,000",6728-26-3,green,fresh,,"0,1"
186.396P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","7,8E-5","1,000",6728-26-3,green,fresh,,"0,1"
187.119P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal",5E-5,"1,900",6728-26-3,green,fresh,,"0,1"
187.482P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,000208","0,965",6728-26-3,green,fresh,,"0,1"
187.507P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,00013","0,600",6728-26-3,green,fresh,,"0,1"
187.746P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","4,8E-5","1,000",6728-26-3,green,fresh,,"0,1"
187.799P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","5,28E-5","0,700",6728-26-3,green,fresh,,"0,1"
188.628P,R01904,60030377_+G+,"trans-2-Hexenal, natürlich Halal","0,00026","0,300",6728-26-3,green,fresh,,"0,1"
185.748P,R02268,60030623,trans-2-Hexensäure Kosher Halal,"0,003112","0,100",13419-69-7,fruity,fresh,warm,"0,5"
187.796P,R02268,60030623,trans-2-Hexensäure Kosher Halal,"0,001478","0,150",13419-69-7,fruity,fresh,warm,"0,5"
186.490P,R01797,60030335,trans-2-Hexenylacetat Kosher Halal,"0,000354","0,500",2497-18-9,green,fruity,,"0,1"
187.061P,R01797,60030335,trans-2-Hexenylacetat Kosher Halal,"1,2E-5","1,000",2497-18-9,green,fruity,,"0,1"
189.051,R01797,60030335,trans-2-Hexenylacetat Kosher Halal,0.000194,0.2,2497-18-9,green,fruity,,"0,1"
185.507P,R01954,60030409,"trans-2-Hexenylacetat, natürlich Halal",4E-6,"0,300",2497-18-9,green,fruity,,"0,1"
185.796P,R01954,60030409,"trans-2-Hexenylacetat, natürlich Halal",2E-6,"0,860",2497-18-9,green,fruity,,"0,1"
186.179P,R01954,60030409,"trans-2-Hexenylacetat, natürlich Halal",4E-6,"0,400",2497-18-9,green,fruity,,"0,1"
188.977,R01954,60030409,"trans-2-Hexenylacetat, natürlich Halal",0.00036,0.6,2497-18-9,green,fruity,,"0,1"
185.028,R01935,60030057,Triacetin Kosher Halal,"4,66375E-6","0,400",102-76-1,odorless,,,n.v.
185.178HP,R01935,60030057,Triacetin Kosher Halal,"0,3","0,300",102-76-1,odorless,,,n.v.
185.239,R01935,60030057,Triacetin Kosher Halal,"0,000195","0,200",102-76-1,odorless,,,n.v.
185.321,R01935,60030057,Triacetin Kosher Halal,"0,0176","0,300",102-76-1,odorless,,,n.v.
185.621P,R01935,60030057,Triacetin Kosher Halal,"0,04404","0,200",102-76-1,odorless,,,n.v.
185.644P,R01935,60030057,Triacetin Kosher Halal,"0,041355","0,180",102-76-1,odorless,,,n.v.
186.190P,R01935,60030057,Triacetin Kosher Halal,"0,1","0,300",102-76-1,odorless,,,n.v.
186.277P,R01935,60030057,Triacetin Kosher Halal,"0,54299","0,500",102-76-1,odorless,,,n.v.
186.569P,R01935,60030057,Triacetin Kosher Halal,"0,00844","0,300",102-76-1,odorless,,,n.v.
186.950P,R01935,60030057,Triacetin Kosher Halal,"0,035","1,000",102-76-1,odorless,,,n.v.
187.064P,R01935,60030057,Triacetin Kosher Halal,"0,006567","0,500",102-76-1,odorless,,,n.v.
187.483P,R01935,60030057,Triacetin Kosher Halal,"0,143","0,350",102-76-1,odorless,,,n.v.
187.567P,R01935,60030057,Triacetin Kosher Halal,"0,015999","0,200",102-76-1,odorless,,,n.v.
187.608P,R01935,60030057,Triacetin Kosher Halal,"0,047619","0,200",102-76-1,odorless,,,n.v.
187.796P,R01935,60030057,Triacetin Kosher Halal,"0,0007","0,150",102-76-1,odorless,,,n.v.
188.639P,R01935,60030057,Triacetin Kosher Halal,"0,792771",0.2,102-76-1,odorless,,,n.v.
189.075,R01935,60030057,Triacetin Kosher Halal,0.0001,0.25,102-76-1,odorless,,,n.v.
185.237H,R01800,60030337,Triethylcitrat Halal,"0,009387","0,500",77-93-0,odorless,,,50
185.615,R01800,60030337,Triethylcitrat Halal,"0,018427","0,150",77-93-0,odorless,,,50
186.277P,R01800,60030337,Triethylcitrat Halal,"0,009385","0,500",77-93-0,odorless,,,50
185.382P,R01946,60030403,"Triethylcitrat, natürlich","0,02021","1,000",77-93-0,odorless,,,50
186.293P,R01946,60030403,"Triethylcitrat, natürlich","2,425E-5","1,100",77-93-0,odorless,,,50
187.482P,R01946,60030403,"Triethylcitrat, natürlich","0,02021","0,965",77-93-0,odorless,,,50
187.783P,R01946,60030403,"Triethylcitrat, natürlich","0,003128","2,500",77-93-0,odorless,,,50
185.239,R01805,60030342,Valeriansäure Kosher Halal,"0,000195","0,200",109-52-4,unpleasant,fruity,dairy,1
187.522P,R01805,60030342,Valeriansäure Kosher Halal,"0,001014","0,500",109-52-4,unpleasant,fruity,dairy,1
187.796P,R01805,60030342,Valeriansäure Kosher Halal,"0,000215","0,150",109-52-4,unpleasant,fruity,dairy,1
188.894,R01805,60030342,Valeriansäure Kosher Halal,0.002209,0.5,109-52-4,unpleasant,fruity,dairy,1
185.664,R01805,60030342,Valeriansäure Kosher Halal,0.000427,0.4,109-52-4,unpleasant,fruity,dairy,1
185.091,R01899,60030372,"Vanillin ex Eugenol, natürlich Halal Kosher, BG","0,0001","0,500",121-33-5,warm,woody,,1
185.178HP,R01899,60030372,"Vanillin ex Eugenol, natürlich Halal Kosher, BG","0,0001","0,300",121-33-5,warm,woody,,1
